"USC00346130","2014-09-06","35.778","-95.3338","157.9","MUSKOGEE, OK US","  132",",,7,0700",,,,,"  228",",,7","  178",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-07","35.778","-95.3338","157.9","MUSKOGEE, OK US","    5",",,7,0700",,,,,"  272",",,7","  161",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-08","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  311",",,7","  222",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-09","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  350",",,7","  239",",,7",,,,,,,,,"  272",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-10","35.778","-95.3338","157.9","MUSKOGEE, OK US","   20",",,7,0700",,,,,"  350",",,7","  200",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-11","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0","T,,7,0700",,,,,"  222",",,7","  167",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-12","35.778","-95.3338","157.9","MUSKOGEE, OK US","   10",",,7,0700",,,,,"  172",",,7","  117",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-13","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0","T,,7,0700",,,,,"  178",",,7","  117",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-14","35.778","-95.3338","157.9","MUSKOGEE, OK US","   15",",,7,0700",,,,,"  250",",,7","  133",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-15","35.778","-95.3338","157.9","MUSKOGEE, OK US","    3",",,7,0700",,,,,"  283",",,7","  183",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-16","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  267",",,7","  194",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-17","35.778","-95.3338","157.9","MUSKOGEE, OK US","  102",",,7,0700",,,,,"  322",",,7","  189",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-18","35.778","-95.3338","157.9","MUSKOGEE, OK US","  104",",,7,0700",,,,,"  294",",,7","  183",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-19","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  278",",,7","  200",",,7",,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-20","35.778","-95.3338","157.9","MUSKOGEE, OK US","    3",",,7,0700",,,,,"  317",",,7","  183",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-21","35.778","-95.3338","157.9","MUSKOGEE, OK US","    3",",,7,0700",,,,,"  317",",,7","  100",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-22","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  317",",,7","  106",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-23","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  317",",,7","   94",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-24","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  272",",,7","   94",",,7",,,,,,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-25","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  283",",,7","  122",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-26","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  283",",,7","  133",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-27","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  289",",,7","  122",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-28","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  294",",,7","  111",",,7",,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-29","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  306",",,7","  128",",,7",,,,,,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-09-30","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0",",,7,0700",,,,,"  289",",,7","  144",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00346130","2014-10-01","35.778","-95.3338","157.9","MUSKOGEE, OK US","    0","T,,7,0700","    0",",,7","    0",",,7","  317",",,7","  217",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
