"USC00397742","2018-06-24","45.66565","-97.03933","368.5","SISSETON, SD US","  251",",,7,2200","    0",",,7,2200","    0",",,7,2200","  256",",,7","  172",",,7",,,,,,,,,"  189",",,7,2200","  120",",,7","  192",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00397742","2018-06-25","45.66565","-97.03933","368.5","SISSETON, SD US","   58",",,7,2200","    0",",,7,2200","    0",",,7,2200","  239",",,7","  167",",,7",,,,,,,,,"  178",",,7,2200","  133",",,7","   76",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00397742","2018-06-26","45.66565","-97.03933","368.5","SISSETON, SD US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  233",",,7","  161",",,7",,,,,,,,,"  178",",,7,2200","  323",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-06-27","45.66565","-97.03933","368.5","SISSETON, SD US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  294",",,7","  161",",,7",,,,,,,,,"  211",",,7,2200","  138",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-06-28","45.66565","-97.03933","368.5","SISSETON, SD US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","  311",",,7","  206",",,7",,,,,,,,,"  244",",,7,2200","  142",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-06-29","45.66565","-97.03933","368.5","SISSETON, SD US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  294",",,7","  206",",,7",,,,,,,,,"  217",",,7,2200","  302",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-06-30","45.66565","-97.03933","368.5","SISSETON, SD US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  256",",,7","  194",",,7",,,,,,,,,"  200",",,7,2200","  310",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-07-01","45.66565","-97.03933","368.5","SISSETON, SD US","   53",",,7,2200","    0",",,7,2200","    0",",,7,2200","  272",",,7","  167",",,7",,,,,,,,,"  217",",,7,2200","  115",",,7","   85",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00397742","2018-07-02","45.66565","-97.03933","368.5","SISSETON, SD US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  283",",,7","  183",",,7",,,,,,,,,"  244",",,7,2200","  137",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00397742","2018-07-03","45.66565","-97.03933","368.5","SISSETON, SD US","  368",",,7,2200","    0",",,7,2200","    0",",,7,2200","  278",",,7","  178",",,7",,,,,,,,,"  250",",,7,2200","   20",",,7","  295",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7",,,,
"USC00397742","2018-07-04","45.66565","-97.03933","368.5","SISSETON, SD US","   46",",,7,2200","    0",",,7,2200","    0",",,7,2200","  283",",,7","  183",",,7",,,,,,,,,"  228",",,7,2200","  290",",,7","  210",",,7",,,"    1",",,7",,,,,,,,,,,,,,
