"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00292837","2018-08-18","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   94",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-19","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   44",",,7",,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-20","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   25",",,7,0800","    0",",,7","    0",",,7","  278",",,7","   56",",,7",,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-21","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","   78",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-22","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   36",",,7,0800","    0",",,7","    0",",,7","  261",",,7","   89",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-23","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   25",",,7,0800","    0",",,7","    0",",,7",,,"   78",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-24","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","   61",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-25","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   83",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-26","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,"   56",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-27","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   28",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  133",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-28","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","   56",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-29","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7",,,,,,,,,,,"   91",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-30","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7",,,,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-08-31","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","   33",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-01","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   83",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-02","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   61",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-03","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  200",",,7","   61",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-04","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   76",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   33",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-05","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   30",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   22",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-06","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  200",",,7","   44",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-07","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   17",",,7",,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-08","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   44",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-09","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","   44",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-10","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","    6",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-11","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","   39",",,7",,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-12","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","    0",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-13","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  -11",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-14","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  -33",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-15","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-16","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-17","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-18","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   51",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-19","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-20","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   53",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-21","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-22","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-23","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-24","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-25","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-26","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   53",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-27","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-28","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-29","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   64",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-09-30","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-01","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   53",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-02","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   51",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-03","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   53",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-04","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-05","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-06","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","  -56",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-07","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  167",",,7","   39",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-08","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","    6",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-09","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   20",",,7,0800","    0",",,7","    0",",,7","   78",",,7","  -39",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-10","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   20",",,7,0800","    0",",,7","    0",",,7","   67",",,7","  -17",",,7",,,,,,,,,"   15",",,7,0800",,,,,,,,,,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-11","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    3",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -44",",,7",,,,,,,,,"   18",",,7,0800",,,,,,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-12","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   43",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -11",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-13","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","  -33",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-14","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  139",",,7","   17",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-15","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   76",",,7,0800","    0",",,7","    0",",,7","  100",",,7","  -28",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-16","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   50",",,7","  -78",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-17","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7","  -11",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-18","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   72",",,7","   -6",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-19","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7","  -28",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-20","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7"," -100",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-21","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  144",",,7","  -94",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-22","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","  -22",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-23","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   74",",,7,0800","    0",",,7","    0",",,7","  167",",,7","  -22",",,7",,,,,,,,,"   10",",,7,0800",,,,,,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-24","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   81",",,7,0800","    0",",,7","    0",",,7","   83",",,7","    6",",,7",,,,,,,,,"    8",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-25","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   84",",,7,0800","    0",",,7","    0",",,7","   72",",,7","  -44",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-26","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7","  -72",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-27","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  122",",,7","  -78",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-28","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","  -89",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-29","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  167",",,7","  -83",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-30","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  -61",",,7",,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-10-31","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   58",",,7,0800","    0",",,7","    0",",,7","  128",",,7","  -11",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-01","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   51",",,7,0800","    0",",,7","    0",",,7","   56",",,7","  -56",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-02","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -78",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-03","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  106",",,7","  -56",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-04","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -78",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-05","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","   17",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-06","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7"," -122",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-07","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7"," -150",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-08","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   72",",,7"," -150",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-09","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   44",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-10","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7"," -200",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-11","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-12","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   17",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-13","36.5927","-106.73","2054.4","EL VADO DAM, NM US","   20",",,7,0800",,,,,"  -39",",,7"," -200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-14","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   17",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-15","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   67",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-16","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-17","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-18","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-19","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-20","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-21","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-22","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-23","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-24","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292837","2018-11-25","36.5927","-106.73","2054.4","EL VADO DAM, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
