"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00148946","2018-06-27","38.9667","-98.489","460.9","WILSON LAKE, KS US","   53",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  183",",,7",,,,,,,"   58",",,7,",,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-06-28","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  200",",,7",,,,,,,"  124",",,7,",,,,,,,,,,,"  272",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-06-29","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  383",",,7","  256",",,7",,,,,,,"  150",",,7,",,,,,,,,,,,"  261",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-06-30","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  250",",,7",,,,,,,"  160",",,7,",,,,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-01","38.9667","-98.489","460.9","WILSON LAKE, KS US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  172",",,7",,,,,,,"  122",",,7,",,,,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-02","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  161",",,7",,,,,,,"   97",",,7,",,,,,,,,,"  261",",,7","  211",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-03","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  161",",,7",,,,,,,"   81",",,7,",,,,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-04","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  244",",,7",,,,,,,"  132",",,7,",,,,,,,,,,,"  244",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-05","38.9667","-98.489","460.9","WILSON LAKE, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  372",",,7","  211",",,7",,,,,,,"   94",",,7,",,,,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
"USC00148946","2018-07-06","38.9667","-98.489","460.9","WILSON LAKE, KS US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  211",",,7",,,,,,,"  112",",,7,",,,,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
