"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094988","2018-07-06","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  161",",,W","   34",",,W",,,,,,,,,"  100",",,W","  100",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,
"USW00094988","2018-07-07","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  139",",,W","   35",",,W",,,,,,,,,"  140",",,W","  140",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,
"USW00094988","2018-07-08","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  150",",,W","   33",",,W",,,,,,,,,"  160",",,W","  170",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,
"USW00094988","2018-07-09","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  167",",,W","   33",",,W",,,,,,,,,"  230",",,W","  250",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,
"USW00094988","2018-07-10","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  200",",,W","   24",",,W",,,,,,,,,"   20",",,W","   10",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,
"USW00094988","2018-07-11","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  183",",,W","   43",",,W",,,,,,,,,"  150",",,W","  140",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,
"USW00094988","2018-07-12","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","   40",",,W",,,,,,,,,"  160",",,W","  190",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,
"USW00094988","2018-07-13","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","   61",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  217",",,W","   33",",,W",,,,,,,,,"  300",",,W","  290",",,W","   94",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00094988","2018-07-14","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0","T,,W,2400","    0",",,H","    0",",,H","  300",",,W","  211",",,W","   17",",,W",,,,,,,,,"   40",",,W","   50",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,
"USW00094988","2018-07-15","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W","   16",",,W",,,,,,,,,"  290",",,W","  340",",,W","   40",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00094988","2018-07-16","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  167",",,W","   31",",,W",,,,,,,,,"  360",",,W","  350",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,
"USW00094988","2018-07-17","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  156",",,W","   14",",,W",,,,,,,,,"   50",",,W","   40",",,W","   36",",,W","   58",",,W",,,,,,,,,,,,
"USW00094988","2018-07-18","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  167",",,W","   31",",,W",,,,,,,,,"  140",",,W","  140",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,
"USW00094988","2018-07-19","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","  706",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  183",",,W","   54",",,W",,,,,,,,,"  100",",,W","   90",",,W","  148",",,W","  210",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00094988","2018-07-20","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","   23",",,W,2400","    0",",,H","    0",",,H","  256",",,W","  189",",,W","   66",",,W",,,,,,,,,"  300",",,W","  330",",,W","  107",",,W","  157",",,W","    1",",,W",,,,,,,,,,
"USW00094988","2018-07-21","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  161",",,W","   50",",,W",,,,,,,,,"  350",",,W","  330",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,
"USW00094988","2018-07-22","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  261",",,W","  167",",,W","   34",",,W",,,,,,,,,"   10",",,W","   20",",,W","   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,
"USW00094988","2018-07-23","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  283",",,W","  156",",,W","   30",",,W",,,,,,,,,"  340",",,W","  320",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,
"USW00094988","2018-07-24","42.11056","-92.91611","296.9","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","    0",",,W,2400","    0",",,H","    0",",,H","  278",",,W","  161",",,W","   35",",,W",,,,,,,,,"  330",",,W","  330",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,
