"USC00229400","2018-05-31","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  194",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-01","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-02","34.1583","-89.6311","94.5","WATER VALLEY, MS US","  178",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  206",",,7",,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00229400","2018-06-03","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,"  233",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00229400","2018-06-04","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  144",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-05","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00229400","2018-06-06","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  156",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-07","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  161",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-08","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  172",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-09","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  189",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
"USC00229400","2018-06-10","34.1583","-89.6311","94.5","WATER VALLEY, MS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,
