"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00056242","2018-06-14","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  169",",,a","  -20",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-15","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  166",",,a","  -40",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-16","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  166",",,a","  -30",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-17","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  124",",,a","  -22",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-18","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  112",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-19","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  126",",,a","  -22",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-20","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  179",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-21","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  192",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-22","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  194",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-23","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  179",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-24","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  187",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-25","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  186",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-26","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  204",",,a","    0",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-27","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  169",",,a","   31",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-28","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","   36",",,a","  177",",,a","   52",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-29","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  174",",,a","   21",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-06-30","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  199",",,a","  -10",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-01","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","  234",",,a","  132",",,a","   33",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-02","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","  156",",,a","  138",",,a","   84",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-03","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","   16",",,a","  194",",,a","   41",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-04","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  220",",,a","   42",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-05","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  213",",,a","   50",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-06","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","   24",",,a","  176",",,a","   92",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-07","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    2",",,a","  171",",,a","   81",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-08","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  142",",,a","  -11",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-09","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  154",",,a","   21",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-10","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  172",",,a","  -10",",,a",,,,,,,,,,,,,,,,
"ASN00056242","2018-07-11","-29.7796","151.1121","582.0","INVERELL RAGLAN ST, AS","    0",",,a","  166",",,a","    0",",,a",,,,,,,,,,,,,,,,
