"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00013810","2018-09-19","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  344",",,W","  211",",,W","    6",",,W",,,,,,,,,,,,,,,"  220",",,W","  220",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-09-20","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  350",",,W","  228",",,W","   23",",,W",,,,,,,,,,,,,,,"  180",",,W","  180",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-09-21","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  145",",,W",,,,,"  333",",,W","  228",",,W","   35",",,W",,,,,,,,,,,,,,,"  270",",,W","  270",",,W","   89",",,W","  174",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013810","2018-09-22","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  175",",,W",,,,,"  233",",,W","  172",",,W","   36",",,W",,,,,,,,,,,,,,,"   20",",,W","   30",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-09-23","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  437",",,W",,,,,"  206",",,W","  161",",,W","   32",",,W",,,,,,,,,,,,,,,"   60",",,W","   40",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-09-24","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  597",",,W",,,,,"  233",",,W","  194",",,W","   27",",,W",,,,,,,,,,,,,,,"  150",",,W","  160",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-09-25","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  191",",,W",,,,,"  289",",,W","  222",",,W","   36",",,W",,,,,,,,,,,,,,,"  190",",,W","  180",",,W","   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013810","2018-09-26","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  102",",,W",,,,,"  239",",,W","  156",",,W","   26",",,W",,,,,,,,,,,,,,,"  200",",,W","  290",",,W","   72",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013810","2018-09-27","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   15",",,W",,,,,"  178",",,W","  122",",,W","   19",",,W",,,,,,,,,,,,,,,"  100",",,W","  290",",,W","   58",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013810","2018-09-28","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  222",",,W","  117",",,W","    8",",,W",,,,,,,,,,,,,,,"  210",",,W","  170",",,W","   36",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00013810","2018-09-29","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  256",",,W","  122",",,W","   17",",,W",,,,,,,,,,,,,,,"   40",",,W","  340",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-09-30","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  283",",,W","  133",",,W","    8",",,W",,,,,,,,,,,,,,,"  200",",,W","  200",",,W","   45",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-01","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  311",",,W","  156",",,W","   19",",,W",,,,,,,,,,,,,,,"  200",",,W","  200",",,W","   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-02","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  306",",,W","  228",",,W","   30",",,W",,,,,,,,,,,,,,,"  210",",,W","  230",",,W","   63",",,W","  116",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-03","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  317",",,W","  211",",,W","   34",",,W",,,,,,,,,,,,,,,"  180",",,W","  180",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-04","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  311",",,W","  222",",,W","   31",",,W",,,,,,,,,,,,,,,"  240",",,W","  250",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-10-05","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  328",",,W","  211",",,W","   25",",,W",,,,,,,,,,,,,,,"  210",",,W","  210",",,W","   72",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013810","2018-10-06","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  322",",,W","  222",",,W","   29",",,W",,,,,,,,,,,,,,,"  220",",,W","  230",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-07","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  322",",,W","  206",",,W","   10",",,W",,,,,,,,,,,,,,,"  180",",,W","  150",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-08","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   10",",,W",,,,,"  322",",,W","  222",",,W","   26",",,W",,,,,,,,,,,,,,,"  110",",,W","  130",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-09","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  311",",,W","  217",",,W","   30",",,W",,,,,,,,,,,,,,,"  180",",,W","  170",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-10","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   23",",,W",,,,,"  289",",,W","  222",",,W","   27",",,W",,,,,,,,,,,,,,,"  270",",,W","  180",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-11","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  233",",,W","  100",",,W","   43",",,W",,,,,,,,,,,,,,,"  280",",,W","  280",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-12","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   53",",,W",,,,,"  150",",,W","   50",",,W","   20",",,W",,,,,,,,,,,,,,,"  300",",,W","  310",",,W","   54",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-13","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  111",",,W","   50",",,W","   20",",,W",,,,,,,,,,,,,,,"  110",",,W","  300",",,W","   45",",,W","   81",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-14","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   76",",,W",,,,,"  167",",,W","   94",",,W","   13",",,W",,,,,,,,,,,,,,,"  100",",,W","  110",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-15","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   71",",,W",,,,,"  167",",,W","   78",",,W","   25",",,W",,,,,,,,,,,,,,,"  300",",,W","  290",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-16","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  122",",,W","   61",",,W","    9",",,W",,,,,,,,,,,,,,,"  180",",,W","  210",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-17","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  183",",,W","   39",",,W","   28",",,W",,,,,,,,,,,,,,,"  280",",,W","  250",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-18","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  156",",,W","   28",",,W","   14",",,W",,,,,,,,,,,,,,,"   70",",,W","   90",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-19","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   41",",,W",,,,,"  189",",,W","   17",",,W","   20",",,W",,,,,,,,,,,,,,,"  240",",,W","  260",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-20","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  189",",,W","   56",",,W","   57",",,W",,,,,,,,,,,,,,,"  300",",,W","  290",",,W","  148",",,W","  237",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-21","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  128",",,W","    0",",,W","   12",",,W",,,,,,,,,,,,,,,"  310",",,W","  310",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-22","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  194",",,W","   17",",,W","   28",",,W",,,,,,,,,,,,,,,"  210",",,W","  200",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-23","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  211",",,W","   44",",,W","   16",",,W",,,,,,,,,,,,,,,"  290",",,W","  300",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-24","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  167",",,W","   33",",,W","   28",",,W",,,,,,,,,,,,,,,"   80",",,W","   30",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-25","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  150",",,W","   67",",,W","   26",",,W",,,,,,,,,,,,,,,"  120",",,W","  120",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-26","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   94",",,W",,,,,"  133",",,W","   94",",,W","   25",",,W",,,,,,,,,,,,,,,"   80",",,W","  340",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-27","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    3",",,W",,,,,"  133",",,W","   83",",,W","   36",",,W",,,,,,,,,,,,,,,"  280",",,W","  330",",,W","   67",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-28","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  206",",,W","   50",",,W","   50",",,W",,,,,,,,,,,,,,,"  230",",,W","  240",",,W","  116",",,W","  188",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-10-29","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  183",",,W","   39",",,W","   21",",,W",,,,,,,,,,,,,,,"  290",",,W","  290",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-30","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  228",",,W","   56",",,W","   25",",,W",,,,,,,,,,,,,,,"  180",",,W","  160",",,W","   67",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-10-31","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  251",",,W",,,,,"  211",",,W","  172",",,W","   41",",,W",,,,,,,,,,,,,,,"  200",",,W","  200",",,W","   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013810","2018-11-01","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  320",",,W",,,,,"  200",",,W","  100",",,W","   46",",,W",,,,,,,,,,,,,,,"  230",",,W","  250",",,W","  103",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-02","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   10",",,W",,,,,"  111",",,W","   44",",,W","   22",",,W",,,,,,,,,,,,,,,"  250",",,W","  240",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-03","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  161",",,W","   28",",,W","   21",",,W",,,,,,,,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-04","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   33",",,W",,,,,"  183",",,W","   89",",,W","   43",",,W",,,,,,,,,,,,,,,"  190",",,W","  190",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-05","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  328",",,W",,,,,"  178",",,W","  122",",,W","   41",",,W",,,,,,,,,,,,,,,"  130",",,W","  120",",,W","   89",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-06","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   13",",,W",,,,,"  183",",,W","   78",",,W","   42",",,W",,,,,,,,,,,,,,,"  220",",,W","  220",",,W","   98",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-07","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  150",",,W","   56",",,W","   12",",,W",,,,,,,,,,,,,,,"  270",",,W","  280",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-08","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   89",",,W","   17",",,W","   31",",,W",,,,,,,,,,,,,,,"   40",",,W","   50",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-09","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   41",",,W",,,,,"   94",",,W","   22",",,W","   40",",,W",,,,,,,,,,,,,,,"  290",",,W","  290",",,W","   94",",,W","  125",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-10","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   50",",,W","  -43",",,W","   26",",,W",,,,,,,,,,,,,,,"  310",",,W","  300",",,W","   94",",,W","  139",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-11","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  100",",,W","  -60",",,W","    9",",,W",,,,,,,,,,,,,,,"  120",",,W","  130",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-12","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   18",",,W",,,,,"   83",",,W","   11",",,W","   14",",,W",,,,,,,,,,,,,,,"  340",",,W","  340",",,W","   45",",,W","   72",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-13","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   10",",,W",,,,,"   39",",,W","  -10",",,W","   29",",,W",,,,,,,,,,,,,,,"  330",",,W","  340",",,W","   58",",,W","   94",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-14","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  173",",,W",,,,,"   17",",,W","  -21",",,W","   43",",,W",,,,,,,,,,,,,,,"   50",",,W","   20",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,
"USW00013810","2018-11-15","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   97",",,W",,,,,"   33",",,W","    0",",,W","   36",",,W",,,,,,,,,,,,,,,"  250",",,W","   60",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00013810","2018-11-16","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   67",",,W","    0",",,W","   32",",,W",,,,,,,,,,,,,,,"  230",",,W","  220",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-17","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  111",",,W","  -16",",,W","   13",",,W",,,,,,,,,,,,,,,"  150",",,W","  140",",,W","   40",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-18","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  161",",,W","   11",",,W","   13",",,W",,,,,,,,,,,,,,,"  230",",,W","  290",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-19","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   13",",,W",,,,,"  100",",,W","   61",",,W","   21",",,W",,,,,,,,,,,,,,,"  280",",,W","  300",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-20","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   61",",,W","    6",",,W","   35",",,W",,,,,,,,,,,,,,,"  300",",,W","  320",",,W","   72",",,W","  112",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-21","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  111",",,W","  -16",",,W","   24",",,W",,,,,,,,,,,,,,,"  220",",,W","  230",",,W","   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-22","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  133",",,W","  -16",",,W","   13",",,W",,,,,,,,,,,,,,,"  110",",,W","  110",",,W","   31",",,W","   45",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-23","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   51",",,W",,,,,"  144",",,W","    0",",,W","   30",",,W",,,,,,,,,,,,,,,"  170",",,W","  140",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-24","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   38",",,W",,,,,"  156",",,W","   44",",,W","   42",",,W",,,,,,,,,,,,,,,"  230",",,W","  220",",,W","   98",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-25","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   28",",,W",,,,,"  178",",,W","   28",",,W","   33",",,W",,,,,,,,,,,,,,,"  130",",,W","  120",",,W","  107",",,W","  152",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-26","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    3",",,W",,,,,"  117",",,W","   -5",",,W","   73",",,W",,,,,,,,,,,,,,,"  240",",,W","  240",",,W","  139",",,W","  188",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013810","2018-11-27","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   -5",",,W","  -43",",,W","   46",",,W",,,,,,,,,,,,,,,"  280",",,W","  280",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-28","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   17",",,W","  -43",",,W","   28",",,W",,,,,,,,,,,,,,,"  250",",,W","  240",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-11-29","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  106",",,W","   -5",",,W","   31",",,W",,,,,,,,,,,,,,,"  170",",,W","  170",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-11-30","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   20",",,W",,,,,"  133",",,W","   94",",,W","   17",",,W",,,,,,,,,,,,,,,"   60",",,W","  100",",,W","   54",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-01","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  396",",,W",,,,,"  167",",,W","  117",",,W","   44",",,W",,,,,,,,,,,,,,,"   90",",,W","  190",",,W","  103",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00013810","2018-12-02","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  200",",,W","   83",",,W","   65",",,W",,,,,,,,,,,,,,,"  230",",,W","  210",",,W","  148",",,W","  201",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-03","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    3",",,W",,,,,"   83",",,W","   39",",,W","   45",",,W",,,,,,,,,,,,,,,"  260",",,W","  240",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-04","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   44",",,W","   17",",,W","   26",",,W",,,,,,,,,,,,,,,"  250",",,W","   20",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-05","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   28",",,W","  -21",",,W","   35",",,W",,,,,,,,,,,,,,,"  240",",,W","  300",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-06","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"   89",",,W","  -21",",,W","   42",",,W",,,,,,,,,,,,,,,"  220",",,W","  220",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-07","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   67",",,W","  -21",",,W","   18",",,W",,,,,,,,,,,,,,,"  360",",,W","   10",",,W","   54",",,W","   81",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-08","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"    0",",,W","  -27",",,W","   41",",,W",,,,,,,,,,,,,,,"   40",",,W","   50",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-09","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   83",",,W","  -10",",,W","   34",",,W",,,,,,,,,,,,,,,"   20",",,W","   20",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-10","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   67",",,W","  -55",",,W","   14",",,W",,,,,,,,,,,,,,,"  300",",,W","   10",",,W","   36",",,W","   54",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-11","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"   94",",,W","  -71",",,W","   32",",,W",,,,,,,,,,,,,,,"  230",",,W","  230",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-12","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  133",",,W","   22",",,W","   51",",,W",,,,,,,,,,,,,,,"  210",",,W","  220",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-13","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0","T,,W",,,,,"  150",",,W","   94",",,W","   31",",,W",,,,,,,,,,,,,,,"  220",",,W","  220",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-14","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","   51",",,W",,,,,"  117",",,W","   89",",,W","   29",",,W",,,,,,,,,,,,,,,"   70",",,W","   50",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,
"USW00013810","2018-12-15","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","  335",",,W",,,,,"  117",",,W","   78",",,W","   24",",,W",,,,,,,,,,,,,,,"   30",",,W","   40",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013810","2018-12-16","38.22806","-85.66361","164.6","LOUISVILLE BOWMAN FIELD, KY US","    0",",,W",,,,,"  117",",,W","   22",",,W","   26",",,W",,,,,,,,,,,,,,,"  330",",,W","  300",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
