"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094946","2018-07-06","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  278",",,W","  167",",,W","   31",",,W",,,,,,,,,"  140",",,W","  140",",,W","   67",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094946","2018-07-07","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  306",",,W","  200",",,W","   53",",,W",,,,,,,,,"  160",",,W","  160",",,W","  107",",,W","  143",",,W",,,,,,,,,,,,,,
"USW00094946","2018-07-08","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  311",",,W","  206",",,W","   55",",,W",,,,,,,,,"  200",",,W","  140",",,W","  103",",,W","  148",",,W",,,,,,,,,,,,,,
"USW00094946","2018-07-09","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  322",",,W","  178",",,W","   29",",,W",,,,,,,,,"  160",",,W","  150",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00094946","2018-07-10","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  311",",,W","  156",",,W","   35",",,W",,,,,,,,,"  170",",,W","  180",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,
"USW00094946","2018-07-11","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  328",",,W","  178",",,W","   48",",,W",,,,,,,,,"  170",",,W","  160",",,W","  103",",,W","  139",",,W",,,,,,,,,,,,,,
"USW00094946","2018-07-12","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","   36",",,W",,,,,"  333",",,W","  200",",,W","   46",",,W",,,,,,,,,"  290",",,W","  310",",,W","  130",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094946","2018-07-13","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","   38",",,W",,,,,"  289",",,W","  183",",,W","   25",",,W",,,,,,,,,"  310",",,W","  310",",,W","   76",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094946","2018-07-14","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  294",",,W","  161",",,W","   14",",,W",,,,,,,,,"  160",",,W","  140",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094946","2018-07-15","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  283",",,W","  161",",,W","   35",",,W",,,,,,,,,"  360",",,W","  340",",,W","   89",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,
"USW00094946","2018-07-16","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    3",",,W",,,,,"  306",",,W","  161",",,W","   17",",,W",,,,,,,,,"  120",",,W","  130",",,W","   54",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094946","2018-07-17","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","  114",",,W",,,,,"  283",",,W","  183",",,W","   35",",,W",,,,,,,,,"  280",",,W","  280",",,W","   94",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094946","2018-07-18","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0","T,,W",,,,,"  294",",,W","  194",",,W","   33",",,W",,,,,,,,,"  170",",,W","   80",",,W","   76",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094946","2018-07-19","41.43333","-99.63333","771.1","BROKEN BOW MUNICIPAL AIRPORT, NE US","    0",",,W",,,,,"  322",",,W","  183",",,W","   27",",,W",,,,,,,,,"  350",",,W","  340",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,
