"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00091245","2019-05-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   74",",,a","  158",",,a","  126",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00091245","2019-05-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  163",",,a","  122",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-05-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  169",",,a","  121",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00091245","2019-05-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  152",",,a","  130",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-05-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   90",",,a","  142",",,a","  109",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-05-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   62",",,a","  142",",,a","   93",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-05-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  140",",,a","  124",",,a","   69",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-05-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   42",",,a","  126",",,a","   84",",,a",,,,,,,,,,,"   89","H,,S"
"ASN00091245","2019-05-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  128",",,a","  100",",,a","   60",",,a",,,,,,,,,,,"   79","H,,S"
"ASN00091245","2019-05-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  108",",,a","  119",",,a","   58",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-05-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   84",",,a","  130",",,a","   86",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-06-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  128",",,a","  110",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2019-06-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  126",",,a","  102",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-06-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   74",",,a","  104",",,a","   77",",,a",,,,,,,,,,,"   79","H,,S"
"ASN00091245","2019-06-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  117",",,a","   64",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-06-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  125",",,a","   81",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-06-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  133",",,a","  101",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-06-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  129",",,a","  106",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-06-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  156",",,a","   98",",,a",,,,,,,,,,,"  126","H,,S"
"ASN00091245","2019-06-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  159",",,a","  105",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2019-06-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  168",",,a","  141",",,a","  114",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2019-06-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   46",",,a","  154",",,a","  115",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2019-06-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  137",",,a","  114",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-06-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  176",",,a","  137",",,a","  105",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-06-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  136",",,a","   93",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-06-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  137",",,a","   94",",,a",,,,,,,,,,,"   97","H,,S"
"ASN00091245","2019-06-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  149",",,a","   67",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2019-06-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  146",",,a","   85",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-06-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   48",",,a","  107",",,a","   92",",,a",,,,,,,,,,,"   93","H,,S"
"ASN00091245","2019-06-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   44",",,a","  115",",,a","   72",",,a",,,,,,,,,,,"   83","H,,S"
"ASN00091245","2019-06-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  113",",,a","   60",",,a",,,,,,,,,,,"   89","H,,S"
"ASN00091245","2019-06-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  116",",,a","   75",",,a",,,,,,,,,,,"   91","H,,S"
"ASN00091245","2019-06-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  118",",,a","   75",",,a",,,,,,,,,,,"   86","H,,S"
"ASN00091245","2019-06-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  132",",,a","   51",",,a",,,,,,,,,,,"   84","H,,S"
"ASN00091245","2019-06-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  129",",,a","   59",",,a",,,,,,,,,,,"   87","H,,S"
"ASN00091245","2019-06-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  146",",,a","   65",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-06-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  148",",,a","   73",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2019-06-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  146",",,a","   89",",,a",,,,,,,,,,,"  129","H,,S"
"ASN00091245","2019-06-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  154",",,a","  119",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-06-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  139",",,a","  130",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-06-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  182",",,a","  133",",,a","   92",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-07-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  128",",,a","   95",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-07-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  174",",,a","  130",",,a","  102",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-07-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  132",",,a","  100",",,a",,,,,,,,,,,"   89","H,,S"
"ASN00091245","2019-07-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  125",",,a","   54",",,a",,,,,,,,,,,"  100","H,,S"
"ASN00091245","2019-07-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  135",",,a","   63",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-07-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  148",",,a","  108",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-07-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  126",",,a","  107",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-07-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  132",",,a","  104",",,a",,,,,,,,,,,"  111","H,,S"
"ASN00091245","2019-07-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  129",",,a","   97",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-07-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   76",",,a","  133",",,a","  100",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-07-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  152",",,a","  123",",,a","   75",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-07-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   90",",,a","  109",",,a","   82",",,a",,,,,,,,,,,"   87","H,,S"
"ASN00091245","2019-07-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   94",",,a","  110",",,a","   50",",,a",,,,,,,,,,,"   91","H,,S"
"ASN00091245","2019-07-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   92",",,a","  107",",,a","   59",",,a",,,,,,,,,,,"   94","H,,S"
"ASN00091245","2019-07-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   78",",,a","  120",",,a","   73",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-07-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  125",",,a","   89",",,a",,,,,,,,,,,"  111","H,,S"
"ASN00091245","2019-07-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  121",",,a","   95",",,a",,,,,,,,,,,"  105","H,,S"
"ASN00091245","2019-07-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   68",",,a","  125",",,a","   84",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-07-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   54",",,a","  132",",,a","   98",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-07-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  141",",,a","   93",",,a",,,,,,,,,,,"  126","H,,S"
"ASN00091245","2019-07-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  125",",,a","   97",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-07-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  143",",,a","   94",",,a",,,,,,,,,,,"  111","H,,S"
"ASN00091245","2019-07-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   98",",,a","  114",",,a","   77",",,a",,,,,,,,,,,"   92","H,,S"
"ASN00091245","2019-07-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   74",",,a","  126",",,a","   63",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-07-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  130",",,a","  107",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-07-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   68",",,a","  126",",,a","   94",",,a",,,,,,,,,,,"  105","H,,S"
"ASN00091245","2019-07-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  118",",,a","   93",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-07-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  124",",,a","   92",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-07-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  114",",,a","   96",",,a",,,,,,,,,,,"   79","H,,S"
"ASN00091245","2019-07-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  104",",,a","   55",",,a",,,,,,,,,,,"   79","H,,S"
"ASN00091245","2019-07-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  118",",,a","   64",",,a",,,,,,,,,,,"   94","H,,S"
"ASN00091245","2019-08-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  127",",,a","   80",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-08-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  113",",,a","   90",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-08-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  113",",,a","   98",",,a",,,,,,,,,,,"   91","H,,S"
"ASN00091245","2019-08-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  118",",,a","   69",",,a",,,,,,,,,,,"   93","H,,S"
"ASN00091245","2019-08-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   54",",,a","  141",",,a","   74",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-08-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  126",",,a","  103",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-08-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   70",",,a","  115",",,a","   83",",,a",,,,,,,,,,,"   86","H,,S"
"ASN00091245","2019-08-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  102",",,a","   61",",,a",,,,,,,,,,,"   72","H,,S"
"ASN00091245","2019-08-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  134",",,a","   98",",,a","   47",",,a",,,,,,,,,,,"   86","H,,S"
"ASN00091245","2019-08-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  118",",,a","  105",",,a","   66",",,a",,,,,,,,,,,"   73","H,,S"
"ASN00091245","2019-08-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  132",",,a","  116",",,a","   50",",,a",,,,,,,,,,,"   94","H,,S"
"ASN00091245","2019-08-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  114",",,a","   78",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00091245","2019-08-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  123",",,a","   89",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00091245","2019-08-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  135",",,a","   87",",,a",,,,,,,,,,,"  111","H,,S"
"ASN00091245","2019-08-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  122",",,a","   98",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-08-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  286",",,a","  105",",,a","   78",",,a",,,,,,,,,,,"   85","H,,S"
"ASN00091245","2019-08-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  127",",,a","   60",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-08-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  129",",,a","   82",",,a",,,,,,,,,,,"   86","H,,S"
"ASN00091245","2019-08-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  154",",,a","  115",",,a","   53",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-08-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  118",",,a","   63",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00091245","2019-08-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   56",",,a","  117",",,a","   90",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-08-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   78",",,a","  109",",,a","   70",",,a",,,,,,,,,,,"   94","H,,S"
"ASN00091245","2019-08-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  127",",,a","   84",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00091245","2019-08-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  132",",,a","   94",",,a",,,,,,,,,,,"   98","H,,S"
"ASN00091245","2019-08-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  123",",,a","   67",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00091245","2019-08-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  127",",,a","   83",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00091245","2019-08-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  127",",,a","   91",",,a",,,,,,,,,,,"  110","H,,S"
"ASN00091245","2019-08-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   60",",,a","  107",",,a","   76",",,a",,,,,,,,,,,"   80","H,,S"
"ASN00091245","2019-08-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  110",",,a","   61",",,a",,,,,,,,,,,"   84","H,,S"
"ASN00091245","2019-08-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  122",",,a","   54",",,a",,,,,,,,,,,"   94","H,,S"
"ASN00091245","2019-08-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  146",",,a","   74",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-09-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  123",",,a","   99",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00091245","2019-09-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   48",",,a","  142",",,a","   97",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-09-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  135",",,a","  101",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-09-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  135",",,a","  103",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-09-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  139",",,a","   68",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-09-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  106",",,a","  112",",,a","   72",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-09-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  172",",,a","  107",",,a","   72",",,a",,,,,,,,,,,"   95","H,,S"
"ASN00091245","2019-09-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  128",",,a","   79",",,a",,,,,,,,,,,"   91","H,,S"
"ASN00091245","2019-09-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   86",",,a","  118",",,a","   66",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-09-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  128",",,a","   74",",,a",,,,,,,,,,,"  110","H,,S"
"ASN00091245","2019-09-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  149",",,a","   93",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-09-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  132",",,a","  114",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-09-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  118",",,a","   95",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-09-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  132",",,a","  100",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-09-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   50",",,a","  134",",,a","  105",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-09-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  100",",,a","   60",",,a",,,,,,,,,,,"   72","H,,S"
"ASN00091245","2019-09-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  134",",,a","   43",",,a",,,,,,,,,,,"   91","H,,S"
"ASN00091245","2019-09-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  132",",,a","   59",",,a",,,,,,,,,,,"  104","H,,S"
"ASN00091245","2019-09-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  152",",,a","   85",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2019-09-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  174",",,a","  120",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00091245","2019-09-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  148",",,a","  128",",,a",,,,,,,,,,,"   97","H,,S"
"ASN00091245","2019-09-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  118",",,a","   71",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-09-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   58",",,a","  136",",,a","   75",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-09-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  125",",,a","   78",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-09-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  137",",,a","   88",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-09-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  141",",,a","   95",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-09-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  124",",,a","   86",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-09-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  117",",,a","   77",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00091245","2019-09-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  128",",,a","   83",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-09-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  122",",,a","   83",",,a",,,,,,,,,,,"   97","H,,S"
"ASN00091245","2019-10-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  139",",,a","   83",",,a",,,,,,,,,,,"   93","H,,S"
"ASN00091245","2019-10-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  154",",,a","   58",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-10-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  182",",,a","  106",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-10-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  136",",,a","   83",",,a",,,,,,,,,,,"   92","H,,S"
"ASN00091245","2019-10-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  151",",,a","   51",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00091245","2019-10-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  146",",,a","  112",",,a",,,,,,,,,,,"  110","H,,S"
"ASN00091245","2019-10-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  145",",,a","   88",",,a",,,,,,,,,,,"  104","H,,S"
"ASN00091245","2019-10-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   46",",,a","  110",",,a","   82",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-10-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  133",",,a","   78",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-10-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  133",",,a","   90",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-10-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  144",",,a","   75",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-10-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  134",",,a","   54",",,a",,,,,,,,,,,"  109","H,,S"
"ASN00091245","2019-10-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  144",",,a","   85",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-10-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  144",",,a","  109",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-10-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  146",",,a","  102",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-10-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  143",",,a","   73",",,a",,,,,,,,,,,"  101","H,,S"
"ASN00091245","2019-10-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  148",",,a","  133",",,a","   69",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-10-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  139",",,a","   74",",,a",,,,,,,,,,,"   99","H,,S"
"ASN00091245","2019-10-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   70",",,a","  121",",,a","   66",",,a",,,,,,,,,,,"  107","H,,S"
"ASN00091245","2019-10-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  123",",,a","   80",",,a",,,,,,,,,,,"  104","H,,S"
"ASN00091245","2019-10-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  136",",,a","   91",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-10-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  136",",,a","   87",",,a",,,,,,,,,,,"  105","H,,S"
"ASN00091245","2019-10-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  159",",,a","   81",",,a",,,,,,,,,,,"  129","H,,S"
"ASN00091245","2019-10-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  216",",,a","  100",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2019-10-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  147",",,a","  124",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-10-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  127",",,a","   79",",,a",,,,,,,,,,,"  105","H,,S"
"ASN00091245","2019-10-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  133",",,a","   85",",,a",,,,,,,,,,,"  111","H,,S"
