"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00026021","2018-06-09","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   10",",,a","  153",",,a","   46",",,a",,,,,,
"ASN00026021","2018-06-10","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  157",",,a","   17",",,a",,,,,,
"ASN00026021","2018-06-11","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  144",",,a","   85",",,a",,,,,,
"ASN00026021","2018-06-12","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","  108",",,a","  140",",,a","   96",",,a",,,,,,
"ASN00026021","2018-06-13","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","  102",",,a","  135",",,a","   69",",,a",,,,,,
"ASN00026021","2018-06-14","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   62",",,a","  133",",,a","   60",",,a",,,,,,
"ASN00026021","2018-06-15","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","  212",",,a","  126",",,a","   68",",,a",,,,,,
"ASN00026021","2018-06-16","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   90",",,a","   93",",,a","   43",",,a",,,,,,
"ASN00026021","2018-06-17","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","  226",",,a","  119",",,a","   53",",,a",,,,,,
"ASN00026021","2018-06-18","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    8",",,a","  114",",,a","   58",",,a",,,,,,
"ASN00026021","2018-06-19","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  110",",,a","   37",",,a",,,,,,
"ASN00026021","2018-06-20","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  122",",,a","   46",",,a",,,,,,
"ASN00026021","2018-06-21","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  153",",,a","   37",",,a",,,,,,
"ASN00026021","2018-06-22","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  145",",,a","   30",",,a",,,,,,
"ASN00026021","2018-06-23","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   20",",,a","  133",",,a","   65",",,a",,,,,,
"ASN00026021","2018-06-24","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    4",",,a","  128",",,a","   40",",,a",,,,,,
"ASN00026021","2018-06-25","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  131",",,a","   74",",,a",,,,,,
"ASN00026021","2018-06-26","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  131",",,a","   59",",,a",,,,,,
"ASN00026021","2018-06-27","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  128",",,a","    7",",,a",,,,,,
"ASN00026021","2018-06-28","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  122",",,a","    6",",,a",,,,,,
"ASN00026021","2018-06-29","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  118",",,a","   57",",,a",,,,,,
"ASN00026021","2018-06-30","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   94",",,a","  128",",,a","   70",",,a",,,,,,
"ASN00026021","2018-07-01","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    6",",,a","  140",",,a","   38",",,a",,,,,,
"ASN00026021","2018-07-02","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    4",",,a","  131",",,a","   28",",,a",,,,,,
"ASN00026021","2018-07-03","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  132",",,a","   65",",,a",,,,,,
"ASN00026021","2018-07-04","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","    0",",,a","  140",",,a","   94",",,a",,,,,,
"ASN00026021","2018-07-05","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","   26",",,a","  123",",,a","   77",",,a",,,,,,
"ASN00026021","2018-07-06","-37.7473","140.7739","63.0","MOUNT GAMBIER AERO, AS","  140",",,a","  128",",,a","   70",",,a",,,,,,
