"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00007045","2018-06-10","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  200",",,a","   62",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-11","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  199",",,a","  113",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-12","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    4",",,a","  175",",,a","   55",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-13","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  191",",,a","   60",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-14","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  188",",,a","   62",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-15","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  201",",,a","   59",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-16","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  219",",,a","   63",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-17","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  257",",,a","  121",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-18","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  193",",,a","  159",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-19","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","   18",",,a","  177",",,a","   88",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-20","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  198",",,a","   50",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-21","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  196",",,a","   65",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-22","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  200",",,a","   64",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-23","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  195",",,a","   74",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-24","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  195",",,a","   73",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-25","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  197",",,a","   59",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-26","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  206",",,a","   60",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-27","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  224",",,a","   57",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-28","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  214",",,a","   57",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-29","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  196",",,a","   73",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-06-30","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  209",",,a","   68",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-01","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  231",",,a","   77",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-02","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  267",",,a","  107",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-03","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  173",",,a","  157",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-04","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","   60",",,a","  182",",,a","  112",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-05","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  172",",,a","   93",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-06","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  167",",,a","   49",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-07","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  185",",,a","   42",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-08","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  211",",,a","   68",",,a",,,,,,,,,,,,,,,,
"ASN00007045","2018-07-09","-26.6136","118.5372","517.0","MEEKATHARRA AIRPORT, AS","    0",",,a","  241",",,a","   98",",,a",,,,,,,,,,,,,,,,
