"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013876","2018-11-27","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   56",",,W","  -27",",,W",,,,,"   41",",,W",,,,,,,,,,,,,"   11","H,,S",,,,,,,"  290",",,W","  310",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-11-28","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  106",",,W","  -49",",,W",,,,,"    6",",,W",,,,,,,,,,,,,"   17","H,,S",,,,,,,"  320",",,W","  290",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-11-29","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  178",",,W","    6",",,W",,,,,"   42",",,W",,,,,,,,,,,,,"   92","H,,S",,,,,,,"  200",",,W","  190",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-11-30","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   61",",,W,2400","    0",",,W","    0",",,W","  189",",,W","  133",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"  161","H,,S",,,,,,,"  130",",,W","  120",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-01","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  318",",,W,2400","    0",",,W","    0",",,W","  211",",,W","  139",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  162","H,,S",,,,,,,"  140",",,W","  130",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-02","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  239",",,W","   78",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  196","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-03","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   44",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  111","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-04","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","    0",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"   57","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,"   67",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-05","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   72",",,W","  -32",",,W",,,,,"   29",",,W",,,,,,,,,,,,,"   22","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-06","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","  -38",",,W",,,,,"    8",",,W",,,,,,,,,,,,,"   18","H,,S",,,,,,,"  240",",,W","  200",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-07","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   36",",,W,2400","    0",",,W","    0",",,W","   78",",,W","   50",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"   70","H,,S",,,,,,,"   60",",,W","   80",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-08","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  612",",,W,2400","    0",",,W","    0",",,W","   83",",,W","   50",",,W",,,,,"   44",",,W",,,,,,,,,,,,,"   69","H,,S",,,,,,,"   80",",,W","   90",",,W",,,,,,,,,"  143",",,W","  219",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-09","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   23",",,W,2400","    0",",,W","    0",",,W","   56",",,W","   33",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"   51","H,,S",,,,,,,"   90",",,W","  100",",,W",,,,,,,,,"  139",",,W","  201",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-10","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    8",",,W,2400","    0",",,W","    0",",,W","   44",",,W","   17",",,W",,,,,"   32",",,W",,,,,,,,,,,,,"   36","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-11","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","  -38",",,W",,,,,"    5",",,W",,,,,,,,,,,,,"   21","H,,S",,,,,,,"  250",",,W","  290",",,W",,,,,,,,,"   31",",,W","   45",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-12","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","  -16",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"   39","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-13","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   78",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  106","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-14","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   79",",,W,2400","    0",",,W","    0",",,W","  144",",,W","  111",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"  127","H,,S",,,,,,,"  210",",,W","  190",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-15","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   10",",,W,2400","    0",",,W","    0",",,W","  111",",,W","   83",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  105","H,,S",,,,,,,"  210",",,W","  220",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-16","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   72",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  101","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-17","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   33",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"   99","H,,S",,,,,,,"  280",",,W","  300",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-18","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","    6",",,W",,,,,"    8",",,W",,,,,,,,,,,,,"   76","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-19","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   33",",,W,2400","    0",",,W","    0",",,W","  150",",,W","   39",",,W",,,,,"   17",",,W",,,,,,,,,,,,,"   87","H,,S",,,,,,,"  120",",,W","  110",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-20","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  114",",,W,2400","    0",",,W","    0",",,W","  117",",,W","   94",",,W",,,,,"   33",",,W",,,,,,,,,,,,,"  112","H,,S",,,,,,,"  110",",,W","  110",",,W",,,,,,,,,"  107",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-21","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   41",",,W,2400","    0",",,W","    0",",,W","   94",",,W","   44",",,W",,,,,"   53",",,W",,,,,,,,,,,,,"   72","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   94",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-22","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  133",",,W","  -10",",,W",,,,,"   16",",,W",,,,,,,,,,,,,"   54","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-23","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  172",",,W","   28",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  109","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-24","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","  -16",",,W",,,,,"   12",",,W",,,,,,,,,,,,,"   55","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-25","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  111",",,W","    0",",,W",,,,,"   11",",,W",,,,,,,,,,,,,"   59","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-26","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   56",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"  111","H,,S",,,,,,,"  120",",,W","  130",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-27","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  577",",,W,2400","    0",",,W","    0",",,W","  178",",,W","  111",",,W",,,,,"   55",",,W",,,,,,,,,,,,,"  139","H,,S",,,,,,,"  120",",,W","  120",",,W",,,,,,,,,"  116",",,W","  174",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-28","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  584",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   67",",,W",,,,,"   26",",,W",,,,,,,,,,,,,"  154","H,,S",,,,,,,"  130",",,W","  150",",,W",,,,,,,,,"   94",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-29","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  173",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   56",",,W",,,,,"   22",",,W",,,,,,,,,,,,,"   97","H,,S",,,,,,,"  350",",,W","   60",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-30","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","  161",",,W","   94",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  110","H,,S",,,,,,,"  130",",,W","  130",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2018-12-31","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  274",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  161",",,W",,,,,"   51",",,W",,,,,,,,,,,,,"  187","H,,S",,,,,,,"  180",",,W","  170",",,W",,,,,,,,,"  130",",,W","  179",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-01","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    3",",,W,2400","    0",",,W","    0",",,W","  167",",,W","  106",",,W",,,,,"   15",",,W",,,,,,,,,,,,,"  157","H,,S",,,,,,,"  330",",,W","  320",",,W",,,,,,,,,"   45",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-02","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   99",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   89",",,W",,,,,"   20",",,W",,,,,,,,,,,,,"  106","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-03","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  107",",,W,2400","    0",",,W","    0",",,W","  133",",,W","  100",",,W",,,,,"   25",",,W",,,,,,,,,,,,,"  108","H,,S",,,,,,,"  360",",,W","  350",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-04","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  147",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   61",",,W",,,,,"   62",",,W",,,,,,,,,,,,,"  126","H,,S",,,,,,,"  250",",,W","  260",",,W",,,,,,,,,"  112",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-05","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  161",",,W","   39",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"   86","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-06","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","   22",",,W",,,,,"    5",",,W",,,,,,,,,,,,,"   92","H,,S",,,,,,,"  140",",,W","  120",",,W",,,,,,,,,"   36",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-07","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  200",",,W","   56",",,W",,,,,"   31",",,W",,,,,,,,,,,,,"  118","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-08","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    3",",,W,2400","    0",",,W","    0",",,W","  211",",,W","  106",",,W",,,,,"   43",",,W",,,,,,,,,,,,,"  165","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-09","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   28",",,W",,,,,"   46",",,W",,,,,,,,,,,,,"   99","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-10","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","  -16",",,W",,,,,"   34",",,W",,,,,,,,,,,,,"   37","H,,S",,,,,,,"  350",",,W","   20",",,W",,,,,,,,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-11","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","  -38",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"   33","H,,S",,,,,,,"   80",",,W","   60",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-12","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  122",",,W,2400","    0",",,W","    0",",,W","  117",",,W","   83",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"   91","H,,S",,,,,,,"  120",",,W","  120",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-13","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  111",",,W","   56",",,W",,,,,"   35",",,W",,,,,,,,,,,,,"   91","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-14","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0","T,,W,2400","    0",",,W","    0",",,W","   56",",,W","   33",",,W",,,,,"   36",",,W",,,,,,,,,,,,,"   49","H,,S",,,,,,,"  360",",,W","   10",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-15","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   50",",,W","  -10",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"   37","H,,S",,,,,,,"  350",",,W","   10",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-16","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","  -27",",,W",,,,,"    5",",,W",,,,,,,,,,,,,"   35","H,,S",,,,,,,"  300",",,W","  120",",,W",,,,,,,,,"   36",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-17","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","   91",",,W,2400","    0",",,W","    0",",,W","  106",",,W","    6",",,W",,,,,"   23",",,W",,,,,,,,,,,,,"   58","H,,S",,,,,,,"  200",",,W","  200",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-18","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   89",",,W",,,,,"    9",",,W",,,,,,,,,,,,,"  116","H,,S",,,,,,,"  110",",,W","  100",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-19","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  279",",,W,2400","    0","T,,W","    0",",,W","  183",",,W","   11",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"  141","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"  148",",,W","  210",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-20","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   28",",,W","  -21",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"   27","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"  116",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-21","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   67",",,W","  -55",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"   -2","H,,S",,,,,,,"   10",",,W","   30",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-22","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   22",",,W",,,,,"   58",",,W",,,,,,,,,,,,,"   56","H,,S",,,,,,,"  120",",,W","  110",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-23","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","  625",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   56",",,W",,,,,"   56",",,W",,,,,,,,,,,,,"  129","H,,S",,,,,,,"  290",",,W","  140",",,W",,,,,,,,,"  107",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-24","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    3",",,W,2400","    0","T,,W","    0",",,W","   72",",,W","    6",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"   51","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013876","2019-01-25","33.56556","-86.745","187.5","BIRMINGHAM AIRPORT, AL US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","  -32",",,W",,,,,"   13",",,W",,,,,,,,,,,,,"   28","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
