"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA004014156","2018-06-04","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    8",",,C",,,,,"  243",",,C","   73",",,C",,,,,"  158",",,C","   14",",,C","  670",",,C"
"CA004014156","2018-06-05","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  204",",,C","   64",",,C",,,,,"  134",",,C","   32",",,C","  390",",,C"
"CA004014156","2018-06-06","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  274",",,C","   38",",,C",,,,,"  156",",,C","   26",",,C","  500",",,C"
"CA004014156","2018-06-07","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  264",",,C","   48",",,C",,,,,"  156",",,C","    9",",,C","  370",",,C"
"CA004014156","2018-06-08","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","   44",",,C",,,,,"  184",",,C","  134",",,C",,,,,"  159",",,C","   11",",,C","  330",",,C"
"CA004014156","2018-06-09","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  272",",,C","  143",",,C",,,,,"  208",",,C","   13",",,C","  480",",,C"
"CA004014156","2018-06-10","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  282",",,C","  117",",,C",,,,,"  200",",,C","   17",",,C","  590",",,C"
"CA004014156","2018-06-11","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  209",",,C","   66",",,C",,,,,"  138",",,C","   28",",,C","  540",",,C"
"CA004014156","2018-06-12","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  210",",,C","   53",",,C",,,,,"  132",",,C","   25",",,C","  700",",,C"
"CA004014156","2018-06-13","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  253",",,C","   49",",,C",,,,,"  151",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-14","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  232",",,C","   69",",,C",,,,,"  151",",,C","   25",",,C","  540",",,C"
"CA004014156","2018-06-15","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    4",",,C",,,,,"  227",",,C","   79",",,C",,,,,"  153",",,C","   31",",,C","  390",",,C"
"CA004014156","2018-06-16","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  208",",,C","   56",",,C",,,,,"  132",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-17","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  250",",,C","   93",",,C",,,,,"  172",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-18","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  268",",,C","   59",",,C",,,,,"  164",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-19","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  268",",,C","   76",",,C",,,,,"  172",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-20","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  290",",,C","  108",",,C",,,,,"  199",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-21","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  284",",,C","  113",",,C",,,,,"  199",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-22","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  285",",,C","  122",",,C",,,,,"  204",",,C","   10",",,C","  390",",,C"
"CA004014156","2018-06-23","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","  156",",,C",,,,,"  265",",,C","  140",",,C",,,,,"  202",",,C","    9",",,C","  680",",,C"
"CA004014156","2018-06-24","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  265",",,C","  155",",,C",,,,,"  210",",,C","   17",",,C","  430",",,C"
"CA004014156","2018-06-25","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  286",",,C","  162",",,C",,,,,"  224",",,C","   17",",,C","  430",",,C"
"CA004014156","2018-06-26","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  253",",,C","  105",",,C",,,,,"  179",",,C","   27",",,C","  480",",,C"
"CA004014156","2018-06-27","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  251",",,C","   73",",,C",,,,,"  162",",,C","   25",",,C","  370",",,C"
"CA004014156","2018-06-28","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  248",",,C","   53",",,C",,,,,"  151",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-29","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  237",",,C","  118",",,C",,,,,"  178",",,C","    0",",,C","    0",",,C"
"CA004014156","2018-06-30","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","   26",",,C",,,,,"  247",",,C","   94",",,C",,,,,"  171",",,C","   24",",,C","  500",",,C"
"CA004014156","2018-07-01","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","   18",",,C",,,,,"  195",",,C","   99",",,C",,,,,"  147",",,C","   28",",,C","  610",",,C"
"CA004014156","2018-07-02","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  232",",,C","   87",",,C",,,,,"  160",",,C","   19",",,C","  410",",,C"
"CA004014156","2018-07-03","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  239",",,C","   64",",,C",,,,,"  152",",,C","   21",",,C","  390",",,C"
"CA004014156","2018-07-04","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","  116",",,C",,,,,"  187",",,C","   81",",,C",,,,,"  134",",,C","   33",",,C","  440",",,C"
"CA004014156","2018-07-05","51.4167","-105.25","497.0","LAST MOUNTAIN CS, SK CA","    0",",,C",,,,,"  249",",,C","   69",",,C",,,,,"  159",",,C","    0",",,C","    0",",,C"
