"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014753","2018-05-13","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  144",",,W","   78",",,W","   26",",,W",,,,,"   45",",,W",,,"  392",",,W","  180",",,W","  180",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-14","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  228",",,W","   83",",,W","   42",",,W",,,,,"   63",",,W",,,"  551",",,W","  180",",,W","  180",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-15","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","  188",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  122",",,W","   53",",,W",,,,,"   38",",,W",,,"  333",",,W","  310",",,W","  310",",,W","  179",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-16","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  133",",,W","   94",",,W","   37",",,W",,,,,"   31",",,W",,,"  272",",,W","   70",",,W","   70",",,W","  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-17","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","  222",",,W","  106",",,W","   23",",,W",,,,,"    0",",,W",,,"    0",",,W","  230",",,W","  230",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-18","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  167",",,W","   61",",,W","   61",",,W",,,,,"   53",",,W",,,"  467",",,W","   70",",,W","   70",",,W","  116",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-19","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   38",",,W,2400","    0",",,W,2400","    0",",,W,2400","  139",",,W","   61",",,W","   39",",,W",,,,,"   15",",,W",,,"  133",",,W","   90",",,W","   90",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-20","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   69",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  122",",,W","   63",",,W",,,,,"    0",",,W",,,"    0",",,W","  230",",,W","  230",",,W","  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-21","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  111",",,W","   39",",,W",,,,,"   97",",,W",,,"  861",",,W","  270",",,W","  270",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-22","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","  200",",,W","  106",",,W","   39",",,W",,,,,"    0",",,W",,,"    0",",,W","  180",",,W","  210",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-23","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   15",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  106",",,W","   43",",,W",,,,,"   76",",,W",,,"  677",",,W","  330",",,W","  330",",,W","   98",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-24","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  233",",,W","  100",",,W","   41",",,W",,,,,"   89",",,W",,,"  795",",,W","  200",",,W","  200",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-25","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  100",",,W","   76",",,W",,,,,"   87",",,W",,,"  779",",,W","  270",",,W","  270",",,W","  125",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-26","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  161",",,W","   56",",,W",,,,,"   56",",,W",,,"  502",",,W","   60",",,W","   60",",,W","  121",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-27","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   18",",,W,2400","    0",",,W,2400","    0",",,W,2400","  161",",,W","   83",",,W","   67",",,W",,,,,"    0",",,W",,,"    0",",,W","   60",",,W","   60",",,W","  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-28","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   13",",,W,2400","    0",",,W,2400","    0",",,W,2400","  156",",,W","   89",",,W","   34",",,W",,,,,"    3",",,W",,,"   27",",,W","  180",",,W","  180",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-29","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  133",",,W","   40",",,W",,,,,"   86",",,W",,,"  775",",,W","  250",",,W","   60",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-30","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  222",",,W","  150",",,W","   42",",,W",,,,,"   84",",,W",,,"  758",",,W","  180",",,W","  180",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-05-31","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  272",",,W","  122",",,W","   55",",,W",,,,,"   84",",,W",,,"  759",",,W","  180",",,W","  180",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-01","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  167",",,W","   37",",,W",,,,,"    1",",,W",,,"    9",",,W","  180",",,W","  180",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-02","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  261",",,W","  122",",,W","   47",",,W",,,,,"   39",",,W",,,"  353",",,W","   80",",,W","   80",",,W","  103",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-03","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  150",",,W","   72",",,W","   54",",,W",,,,,"   90",",,W",,,"  816",",,W","   80",",,W","   80",",,W","   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-04","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","  208",",,W,2400","    0",",,W,2400","    0",",,W,2400","  111",",,W","   72",",,W","   51",",,W",,,,,"    0",",,W",,,"    0",",,W","   70",",,W","   70",",,W","   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-05","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   48",",,W,2400","    0",",,W,2400","    0",",,W,2400","  178",",,W","   83",",,W","   23",",,W",,,,,"   19",",,W",,,"  173",",,W","  360",",,W","  360",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-06","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  189",",,W","  100",",,W","   28",",,W",,,,,"   41",",,W",,,"  373",",,W","  180",",,W","  180",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-07","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  206",",,W","  100",",,W","   51",",,W",,,,,"   31",",,W",,,"  282",",,W","  180",",,W","  180",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-08","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  261",",,W","  111",",,W","   33",",,W",,,,,"   75",",,W",,,"  684",",,W","  230",",,W","  230",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-09","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  261",",,W","  144",",,W","   39",",,W",,,,,"   84",",,W",,,"  767",",,W","  270",",,W","  270",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-10","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  222",",,W","  133",",,W","   38",",,W",,,,,"   65",",,W",,,"  593",",,W",,,"  180",",,W",,,"   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-11","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  200",",,W","  106",",,W","   38",",,W",,,,,"   65",",,W",,,"  594",",,W","  200",",,W","   80",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-12","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","   94",",,W","   77",",,W",,,,,"   89",",,W",,,"  814",",,W","  210",",,W","  220",",,W","  121",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-13","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  233",",,W","  133",",,W","   67",",,W",,,,,"   31",",,W",,,"  284",",,W","  230",",,W","  230",",,W","  121",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-14","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  161",",,W","   67",",,W",,,,,"   54",",,W",,,"  495",",,W","  290",",,W","  270",",,W","  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-15","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","  200",",,W","  117",",,W","   31",",,W",,,,,"   29",",,W",,,"  266",",,W","  220",",,W","  330",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-16","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  122",",,W","   42",",,W",,,,,"   83",",,W",,,"  761",",,W","  330",",,W","  330",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-17","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  172",",,W","   36",",,W",,,,,"   88",",,W",,,"  807",",,W","  180",",,W","  180",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-18","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   25",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  178",",,W","   74",",,W",,,,,"   31",",,W",,,"  284",",,W","  210",",,W","  210",",,W","  125",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-19","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","  272",",,W","  178",",,W","   57",",,W",,,,,"   86",",,W",,,"  789",",,W","  310",",,W","  250",",,W","   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-20","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  272",",,W","  144",",,W","   36",",,W",,,,,"   50",",,W",,,"  459",",,W","  270",",,W","  270",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-21","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  272",",,W","  167",",,W","   36",",,W",,,,,"   77",",,W",,,"  706",",,W","   90",",,W","   90",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-22","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  239",",,W","  133",",,W","   42",",,W",,,,,"   75",",,W",,,"  688",",,W","  180",",,W","  100",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-23","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","  183",",,W","  128",",,W","   39",",,W",,,,,"    0",",,W",,,"    0",",,W","   90",",,W","   60",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-24","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   66",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  133",",,W","   29",",,W",,,,,"    1",",,W",,,"    9",",,W","  210",",,W","  210",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-25","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   36",",,W,2400","    0",",,W,2400","    0",",,W,2400","  211",",,W","  133",",,W","   41",",,W",,,,,"   49",",,W",,,"  449",",,W","  360",",,W","  360",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-26","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  261",",,W","  117",",,W","   44",",,W",,,,,"   90",",,W",,,"  824",",,W","  200",",,W","  200",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-27","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   33",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  150",",,W","   60",",,W",,,,,"   17",",,W",,,"  156",",,W","  180",",,W","  180",",,W","   85",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-28","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","  295",",,W,2400","    0",",,W,2400","    0",",,W,2400","  217",",,W","  172",",,W","   58",",,W",,,,,"    0",",,W",,,"    0",",,W","  180",",,W","  180",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-29","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  189",",,W","   37",",,W",,,,,"   90",",,W",,,"  824",",,W","  300",",,W","  270",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-06-30","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  206",",,W","   37",",,W",,,,,"   75",",,W",,,"  686",",,W","  210",",,W","  210",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-01","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  344",",,W","  222",",,W","   40",",,W",,,,,"   73",",,W",,,"  667",",,W","  120",",,W","  120",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-02","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  200",",,W","   37",",,W",,,,,"   94",",,W",,,"  858",",,W","  180",",,W","  180",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-03","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  344",",,W","  206",",,W","   42",",,W",,,,,"   72",",,W",,,"  657",",,W","  210",",,W","  210",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-04","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  228",",,W","   31",",,W",,,,,"   97",",,W",,,"  884",",,W","   40",",,W","   40",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-05","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  228",",,W","   53",",,W",,,,,"   95",",,W",,,"  865",",,W","  210",",,W","  210",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-06","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","  142",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  150",",,W","   70",",,W",,,,,"    2",",,W",,,"   18",",,W","  230",",,W","  330",",,W","  121",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-07","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  256",",,W","  122",",,W","   35",",,W",,,,,"   99",",,W",,,"  900",",,W","  360",",,W","  360",",,W","   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-08","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  139",",,W","   36",",,W",,,,,"   98",",,W",,,"  890",",,W","  180",",,W","  180",",,W","   85",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-09","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  156",",,W","   51",",,W",,,,,"   94",",,W",,,"  852",",,W","  220",",,W","  220",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-10","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","   25",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  172",",,W","   43",",,W",,,,,"   83",",,W",,,"  751",",,W","  270",",,W","  270",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-11","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","  160",",,W,2400","    0",",,W,2400","    0",",,W,2400","  228",",,W","  167",",,W","   49",",,W",,,,,"   78",",,W",,,"  705",",,W","   40",",,W","  320",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-12","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  250",",,W","  133",",,W","   38",",,W",,,,,"   96",",,W",,,"  867",",,W","  330",",,W","  320",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-13","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  161",",,W","   41",",,W",,,,,"   63",",,W",,,"  568",",,W","  160",",,W","  160",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014753","2018-07-14","42.2123","-71.1137","190.5","BLUE HILL LCD, MA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  161",",,W","   31",",,W",,,,,"   60",",,W",,,"  540",",,W","  180",",,W","  180",",,W","   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
