"USC00446173","2016-10-20","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,
"USC00446173","2016-10-24","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  289",",,7","   11",",,7","    4",",,7",,,"  114",",,7",,,"  117",",,7,0800",,,,,,,,,,
"USC00446173","2016-10-25","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   11",",,7",,,,,,,,,"   33",",,7,0800","    1",",,7",,,,,,,,
"USC00446173","2016-10-26","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   11",",,7",,,,,,,,,"   11",",,7,0800","    1",",,7",,,,,,,,
"USC00446173","2016-10-27","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   11",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,
"USC00446173","2016-10-31","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  267",",,7","   44",",,7","    4",",,7",,,"    0",",,7",,,"  133",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-01","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  111",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-02","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   89",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-03","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   83",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-04","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  117",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-07","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  194",",,7","    6",",,7","    3",",,7",,,"    0",",,7",,,"   11",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-08","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","    6",",,7",,,,,,,,,"   17",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-09","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   17",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-14","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  200",",,7","  -39",",,7","    5",",,7",,,"    0",",,7",,,"  -22",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-16","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  161",",,7","  -22",",,7","    2",",,7",,,"    0",",,7",,,"   22",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-17","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   -6",",,7",,,,,,,,,"   -6",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-28","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  250",",,7","  -67",",,7","   11",",,7",,,"  112",",,7",,,"   28",",,7,0800",,,,,,,,,,
"USC00446173","2016-11-30","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  194",",,7","   83",",,7","    2",",,7",,,"  338",",,7",,,"  106",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-01","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","  279",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   22",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-05","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  150",",,7","  -33",",,7","    4",",,7",,,"   81",",,7",,,"   67",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-06","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   56",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-07","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","  185",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   33",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-08","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -17",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-12","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  106",",,7"," -106",",,7","    3",",,7",,,"  175",",,7",,,"   72",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-13","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","  117",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","    6",",,7",,,,,,,,,"   11",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-14","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","    6",",,7",,,,,,,,,"   17",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-20","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  189",",,7"," -111",",,7","    5",",,7",,,"  363",",,7",,,"  -56",",,7,0800",,,,,,,,,,
"USC00446173","2016-12-21","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -61",",,7",,,,,,,,,"  -61",",,7,0800",,,,,,,,,,
"USC00446173","2017-01-03","37.1244","-82.6339","510.5","NORTH FORK LAKE, VA US",,,"    0",",,7,0800","    0",",,7,0800","  194",",,7","  -67",",,7","   12",",,7",,,"  737",",,7",,,"  100",",,7,0800","    1",",,7",,,,,,,,
