"ASN00082169","2018-05-17","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    0",",,a","  155",",,a","  -16",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-18","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    0",",,a","  140",",,a","   30",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-19","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  135",",,a","   35",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-20","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    0",",,a","  105",",,a","   12",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-21","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","   10",",,a","  165",",,a","   63",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-22","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  130",",,a","   78",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-23","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  165",",,a","   55",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-24","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    0",",,a","  188",",,a","   37",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-25","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  179",",,a","   -4",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-26","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  171",",,a","  -15",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-27","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    2",",,a","  150",",,a","    2",",,a",,,,,,,,,,,,
"ASN00082169","2018-05-28","-36.1828","147.8938","290.0","CORRYONG AIRPORT, AS","    0",",,a","  170",",,a","   30",",,a",,,,,,,,,,,,
