"ASN00038026","2018-07-02","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  209",",,a","   59",",,a",,,,,,,,,,,,,"  131","H,,S"
"ASN00038026","2018-07-03","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  226",",,a","   48",",,a",,,,,,,,,,,,,"  139","H,,S"
"ASN00038026","2018-07-04","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  254",",,a","   73",",,a",,,,,,,,,,,,,"  164","H,,S"
"ASN00038026","2018-07-05","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  286",",,a","   82",",,a",,,,,,,,,,,,,"  187","H,,S"
"ASN00038026","2018-07-06","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  215",",,a","  102",",,a",,,,,,,,,,,,,"  133","H,,S"
"ASN00038026","2018-07-07","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  199",",,a","   49",",,a",,,,,,,,,,,,,"  127","H,,S"
"ASN00038026","2018-07-08","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  183",",,a","   37",",,a",,,,,,,,,,,,,"  126","H,,S"
"ASN00038026","2018-07-09","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  193",",,a","   66",",,a",,,,,,,,,,,,,"  123","H,,S"
"ASN00038026","2018-07-10","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  195",",,a","   59",",,a",,,,,,,,,,,,,"  116","H,,S"
"ASN00038026","2018-07-11","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  185",",,a","   27",",,a",,,,,,,,,,,,,"  109","H,,S"
"ASN00038026","2018-07-12","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  179",",,a","   26",",,a",,,,,,,,,,,,,"  102","H,,S"
"ASN00038026","2018-07-13","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  185",",,a","   20",",,a",,,,,,,,,,,,,"  111","H,,S"
"ASN00038026","2018-07-14","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  191",",,a","   25",",,a",,,,,,,,,,,,,"  108","H,,S"
"ASN00038026","2018-07-15","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  206",",,a","   15",",,a",,,,,,,,,,,,,"  112","H,,S"
"ASN00038026","2018-07-16","-25.8975","139.3472","46.6","BIRDSVILLE AIRPORT, AS","    0",",,a","  259",",,a","   29",",,a",,,,,,,,,,,,,"  152","H,,S"
