"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00024110","2018-12-26","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   30",",,W",,,,,"   11",",,W","  -10",",,W","   12",",,W",,,,,,,,,,,"  110",",,W","  120",",,W",,,,,"   36",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2018-12-27","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"    6",",,W","  -66",",,W","   13",",,W",,,,,,,,,,,"  130",",,W","  130",",,W",,,,,"   36",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2018-12-28","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   33",",,W",,,,,"  -16",",,W","  -38",",,W","   15",",,W",,,,,,,,,,,"   90",",,W","  100",",,W",,,,,"   36",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2018-12-29","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  106",",,W","  -32",",,W","   47",",,W",,,,,,,,,,,"  220",",,W","  220",",,W",,,,,"  139",",,W","  197",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2018-12-30","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   83",",,W","  -10",",,W","   54",",,W",,,,,,,,,,,"  270",",,W","  260",",,W",,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2018-12-31","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   44",",,W","  -66",",,W","   24",",,W",,,,,,,,,,,"   50",",,W","   30",",,W",,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-01","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   17",",,W","  -66",",,W","   16",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-02","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"    0",",,W","  -71",",,W","   11",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-03","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   89",",,W","  -10",",,W","   24",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-04","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  111",",,W","   11",",,W","   30",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-05","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   61",",,W","  -10",",,W","   25",",,W",,,,,,,,,,,"   50",",,W","   40",",,W",,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-06","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   83",",,W","   -5",",,W","   37",",,W",,,,,,,,,,,"  230",",,W","  230",",,W",,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-07","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   72",",,W","  -43",",,W","   38",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,,,"  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-08","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   23",",,W",,,,,"   22",",,W","  -49",",,W","   49",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,
"USW00024110","2019-01-09","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   20",",,W",,,,,"   39",",,W","    6",",,W","   21",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   67",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-10","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   28",",,W","   11",",,W","   22",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-11","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   78",",,W","   -5",",,W","   34",",,W",,,,,,,,,,,"   40",",,W","   40",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-12","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   67",",,W","  -32",",,W","   27",",,W",,,,,,,,,,,"   30",",,W","   20",",,W",,,,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-13","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"    6",",,W","  -27",",,W","   22",",,W",,,,,,,,,,,"   20",",,W","   30",",,W",,,,,"   40",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-14","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   -5",",,W","  -21",",,W","   32",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-15","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -10",",,W","  -38",",,W","   34",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-16","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   39",",,W","  -32",",,W","   31",",,W",,,,,,,,,,,"  360",",,W","  350",",,W",,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-17","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   86",",,W",,,,,"   44",",,W","   11",",,W","   33",",,W",,,,,,,,,,,"  340",",,W","  350",",,W",,,,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-18","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   15",",,W",,,,,"   78",",,W","  -10",",,W","   21",",,W",,,,,,,,,,,"  100",",,W","  200",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-19","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    5",",,W",,,,,"   56",",,W","   -5",",,W","   15",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   40",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-20","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   30",",,W",,,,,"   39",",,W","   -5",",,W","   35",",,W",,,,,,,,,,,"  350",",,W","  360",",,W",,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00024110","2019-01-21","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   78",",,W","  -32",",,W","   29",",,W",,,,,,,,,,,"  310",",,W","  310",",,W",,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-22","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   36",",,W",,,,,"   28",",,W","  -21",",,W","   23",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   67",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-23","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   72",",,W","  -10",",,W","   25",",,W",,,,,,,,,,,"  330",",,W","  340",",,W",,,,,"   67",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-24","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   67",",,W","  -38",",,W","   18",",,W",,,,,,,,,,,"  330",",,W","  340",",,W",,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-25","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   72",",,W","  -10",",,W","   24",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-26","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   28",",,W","  -21",",,W","   22",",,W",,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"   45",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-27","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   50",",,W","  -16",",,W","   22",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,,,"   63",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-28","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   17",",,W","  -55",",,W","   14",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-29","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   56",",,W","  -55",",,W","   21",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   45",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-30","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"  -10",",,W","  -16",",,W","   11",",,W",,,,,,,,,,,"   40",",,W","   30",",,W",,,,,"   31",",,W","   36",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-01-31","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   -5",",,W","  -16",",,W","    7",",,W",,,,,,,,,,,"  350",",,W","  190",",,W",,,,,"   31",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-01","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"    6",",,W","  -16",",,W","   15",",,W",,,,,,,,,,,"  150",",,W","  270",",,W",,,,,"   40",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-02","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   22",",,W","   -5",",,W","   22",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   67",",,W","   76",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-03","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   28",",,W","  -27",",,W","   33",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-04","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"  -27",",,W","  -66",",,W","   97",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"  157",",,W","  188",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-05","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -32",",,W","  -93",",,W","   41",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   94",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-06","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   -5",",,W"," -110",",,W","   39",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,,,"  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-07","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -21",",,W"," -149",",,W","   15",",,W",,,,,,,,,,,"  170",",,W","  160",",,W",,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-08","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   25",",,W",,,,,"  -21",",,W","  -77",",,W","   13",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,,,"   45",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-09","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   25",",,W",,,,,"  -27",",,W","  -77",",,W","   99",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,,,"  165",",,W","  197",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,
"USW00024110","2019-02-10","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   23",",,W",,,,,"  -55",",,W"," -105",",,W","   39",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   76",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-11","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   18",",,W",,,,,"  -66",",,W"," -143",",,W","   50",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   98",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-12","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   13",",,W",,,,,"  -27",",,W","  -77",",,W","   19",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   63",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-13","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -16",",,W"," -138",",,W","   34",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-14","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   33",",,W",,,,,"   -5",",,W","  -77",",,W","   68",",,W",,,,,,,,,,,"   10",",,W","   10",",,W",,,,,"  116",",,W","  130",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-15","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   15",",,W",,,,,"    6",",,W","  -27",",,W","   16",",,W",,,,,,,,,,,"  170",",,W","  180",",,W",,,,,"   40",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-16","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   22",",,W","  -10",",,W","   14",",,W",,,,,,,,,,,"  350",",,W","  350",",,W",,,,,"   40",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-17","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   28",",,W","  -38",",,W","   33",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,,,"   81",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-18","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,,,,,"   13",",,W",,,,,"    0",",,W",,,"    0",",,W","   30",",,W",,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-19","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -16",",,W"," -110",",,W","   22",",,W",,,,,"    0",",,W",,,"    0",",,W","  350",",,W",,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-20","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   17",",,W","  -82",",,W","   31",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-21","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   33",",,W","  -93",",,W","   22",",,W",,,,,,,,,,,"  140",",,W","   10",",,W",,,,,"   45",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-22","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   17",",,W","  -88",",,W","   32",",,W",,,,,,,,,,,"  170",",,W","  180",",,W",,,,,"   76",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-23","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"    6",",,W"," -121",",,W","   27",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   45",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-24","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   33",",,W","  -88",",,W","   38",",,W",,,,,,,,,,,"   10",",,W","  360",",,W",,,,,"   94",",,W","  103",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-25","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"    0",",,W","  -82",",,W","   49",",,W",,,,,,,,,,,"   40",",,W","   50",",,W",,,,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-26","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -10",",,W","  -88",",,W","   42",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-02-27","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   46",",,W",,,,,"    0",",,W","  -49",",,W","   51",",,W",,,,,,,,,,,"   20",",,W","   10",",,W",,,,,"   76",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-02-28","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    3",",,W",,,,,"  -16",",,W"," -110",",,W","   24",",,W",,,,,,,,,,,"  130",",,W","  170",",,W",,,,,"   40",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-01","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   -5",",,W"," -110",",,W","   13",",,W",,,,,,,,,,,"   20",",,W","  310",",,W",,,,,"   36",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-02","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"    0",",,W","  -93",",,W","   37",",,W",,,,,,,,,,,"   40",",,W","   40",",,W",,,,,"   89",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-03","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  -16",",,W"," -155",",,W","   45",",,W",,,,,,,,,,,"   50",",,W","   40",",,W",,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-04","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   -5",",,W"," -171",",,W","   32",",,W",,,,,,,,,,,"   10",",,W","   20",",,W",,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-05","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"  -10",",,W"," -132",",,W","   25",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-06","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   46",",,W",,,,,"   -5",",,W","  -60",",,W","   27",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-07","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   44",",,W","  -82",",,W","   32",",,W",,,,,,,,,,,"  180",",,W","  180",",,W",,,,,"   76",",,W","   94",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-08","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   28",",,W"," -110",",,W","   21",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"   58",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-09","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   33",",,W","  -88",",,W","   34",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"   63",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-10","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"   17",",,W"," -127",",,W","   18",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,,,"   54",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-11","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0","T,,W",,,,,"  -16",",,W","  -93",",,W","   22",",,W",,,,,,,,,,,"  130",",,W","  120",",,W",,,,,"   40",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-12","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","   69",",,W",,,,,"   17",",,W","  -60",",,W","   27",",,W",,,,,,,,,,,"  250",",,W","  260",",,W",,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-13","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   83",",,W","  -93",",,W","   23",",,W",,,,,,,,,,,"  250",",,W","  230",",,W",,,,,"   54",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,
"USW00024110","2019-03-14","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   56",",,W","  -88",",,W","   25",",,W",,,,,,,,,,,"  360",",,W","  350",",,W",,,,,"   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-15","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   61",",,W","  -38",",,W","   29",",,W",,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"   45",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-16","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"   78",",,W","  -49",",,W","   25",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024110","2019-03-17","47.20778","-119.31917","364.5","MOSES LAKE GRANT CO AIRPORT, WA US","    0",",,W",,,,,"  106",",,W","  -21",",,W","   20",",,W",,,,,,,,,,,"  310",",,W","  310",",,W",,,,,"   45",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,
