"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00068072","2018-07-06","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  239",",,a","   99",",,a",,,,,,,,,,,,,"  142","H,,S"
"ASN00068072","2018-07-07","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  151",",,a","  102",",,a",,,,,,,,,,,,,"  114","H,,S"
"ASN00068072","2018-07-08","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  155",",,a","   91",",,a",,,,,,,,,,,,,"  123","H,,S"
"ASN00068072","2018-07-09","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  165",",,a","   87",",,a",,,,,,,,,,,,,"  101","H,,S"
"ASN00068072","2018-07-10","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  172",",,a","   48",",,a",,,,,,,,,,,,,"   85","H,,S"
"ASN00068072","2018-07-11","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  176",",,a","   36",",,a",,,,,,,,,,,,,"  103","H,,S"
"ASN00068072","2018-07-12","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  164",",,a","   36",",,a",,,,,,,,,,,,,"   94","H,,S"
"ASN00068072","2018-07-13","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","   36",",,a","  175",",,a","   45",",,a",,,,,,,,,,,,,"   98","H,,S"
"ASN00068072","2018-07-14","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  158",",,a","   45",",,a",,,,,,,,,,,,,"   86","H,,S"
"ASN00068072","2018-07-15","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  161",",,a","   44",",,a",,,,,,,,,,,,,"  101","H,,S"
"ASN00068072","2018-07-16","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  168",",,a","   66",",,a",,,,,,,,,,,,,"  124","H,,S"
"ASN00068072","2018-07-17","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  211",",,a","   75",",,a",,,,,,,,,,,,,"  159","H,,S"
"ASN00068072","2018-07-18","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  177",",,a","   59",",,a",,,,,,,,,,,,,"  122","H,,S"
"ASN00068072","2018-07-19","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  201",",,a","   67",",,a",,,,,,,,,,,,,"  107","H,,S"
"ASN00068072","2018-07-20","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  176",",,a","   28",",,a",,,,,,,,,,,,,"  110","H,,S"
"ASN00068072","2018-07-21","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  170",",,a","   45",",,a",,,,,,,,,,,,,"   91","H,,S"
"ASN00068072","2018-07-22","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  166",",,a","   29",",,a",,,,,,,,,,,,,"   76","H,,S"
"ASN00068072","2018-07-23","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  190",",,a","    7",",,a",,,,,,,,,,,,,"  121","H,,S"
"ASN00068072","2018-07-24","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  208",",,a","   33",",,a",,,,,,,,,,,,,"  156","H,,S"
"ASN00068072","2018-07-25","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  213",",,a","   57",",,a",,,,,,,,,,,,,"  132","H,,S"
"ASN00068072","2018-07-26","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  192",",,a","   45",",,a",,,,,,,,,,,,,"  115","H,,S"
"ASN00068072","2018-07-27","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  208",",,a","   61",",,a",,,,,,,,,,,,,"  139","H,,S"
"ASN00068072","2018-07-28","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  221",",,a","   95",",,a",,,,,,,,,,,,,"  138","H,,S"
"ASN00068072","2018-07-29","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","   30",",,a","  218",",,a","   66",",,a",,,,,,,,,,,,,"  141","H,,S"
"ASN00068072","2018-07-30","-34.9469","150.5353","109.0","NOWRA RAN AIR STATION AWS, AS","    0",",,a","  164",",,a","   91",",,a",,,,,,,,,,,,,"  111","H,,S"
