"USC00050109","2018-06-25","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","  368",",,7,0800","    0",",,7,","    0",",,7,","  217",",,7","   61",",,7","   45",",,7",,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,"  144",",,7,0800","  164",",,7",,,,,,,,,,,,
"USC00050109","2018-06-26","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  106",",,7","   54",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,"  117",",,7","  272",",,7","  172",",,7,0800","  163",",,7",,,,,,,,,,,,
"USC00050109","2018-06-27","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  150",",,7","   45",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  156",",,7","  333",",,7","  250",",,7,0800","  154",",,7",,,,,,,,,,,,
"USC00050109","2018-06-28","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  328",",,7","  189",",,7","   45",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  244",",,7,0800","  188",",,7",,,,,,,,,,,,
"USC00050109","2018-06-29","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  394",",,7","  156",",,7","   49",",,7",,,,,,,,,"  135",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  217",",,7,0800","  188",",,7",,,,,,,,,,,,
"USC00050109","2018-06-30","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  328",",,7","  156",",,7","   45",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","  240",",,7",,,,,,,,,,,,
"USC00050109","2018-07-01","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  244",",,7","   78",",,7","   49",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800","  235",",,7",,,,,,,,,,,,
"USC00050109","2018-07-02","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  161",",,7","   40",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,,,,,"  222",",,7,0800","  237",",,7",,,,,,,,,,,,
"USC00050109","2018-07-03","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  328",",,7","  156",",,7","   27",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,"  150",",,7","  333",",,7","  228",",,7,0800","  193",",,7",,,,,,,,,,,,
"USC00050109","2018-07-04","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  144",",,7","   40",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,"  206",",,7,0800","  192",",,7",,,,,,,,,,,,
"USC00050109","2018-07-05","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","  196",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  167",",,7","   63",",,7",,,,,,,,,"  124",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  220",",,7",,,,,,,,,,,,
"USC00050109","2018-07-06","40.15507","-103.1418","1384.4","AKRON 4 E, CO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  167",",,7","   49",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,"  172",",,7","  294",",,7","  217",",,7,0800","  216",",,7",,,,,,,,,,,,
