"CA002400600","2018-07-03","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"  110","H,,S"
"CA002400600","2018-07-04","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  147",",,S","   15",",,S",,,,,"   76","H,,S"
"CA002400600","2018-07-05","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","   13",",,S",,,,,"  114",",,S","   15",",,S",,,,,"   58","H,,S"
"CA002400600","2018-07-06","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","   18",",,S",,,,,"  121",",,S","   19",",,S",,,,,"   68","H,,S"
"CA002400600","2018-07-07","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA",,,,,,,,,,,,,,,"   55","H,,S"
"CA002400600","2018-07-08","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  101",",,S","    0",",,S",,,,,"   48","H,,S"
"CA002400600","2018-07-09","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"   69","H,,S"
"CA002400600","2018-07-10","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  162",",,S","   19",",,S",,,,,"  106","H,,S"
"CA002400600","2018-07-11","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"  114","H,,S"
"CA002400600","2018-07-12","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  191",",,S","   69",",,S",,,,,"  121","H,,S"
"CA002400600","2018-07-13","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"   77","H,,S"
"CA002400600","2018-07-14","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"   60","H,,S"
"CA002400600","2018-07-15","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"   94","H,,S"
"CA002400600","2018-07-16","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  181",",,S","   26",",,S",,,,,"  110","H,,S"
"CA002400600","2018-07-17","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  182",",,S","   53",",,S",,,,,"  120","H,,S"
"CA002400600","2018-07-18","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  182",",,S","   54",",,S",,,,,"  128","H,,S"
"CA002400600","2018-07-19","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  178",",,S","   54",",,S",,,,,"   91","H,,S"
"CA002400600","2018-07-20","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,"  122",",,S","   64",",,S",,,,,"   93","H,,S"
"CA002400600","2018-07-21","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    0",",,S",,,,,,,,,,,,,"   63","H,,S"
"CA002400600","2018-07-22","69.1","-105.1333","31.0","CAMBRIDGE BAY A, NU CA","    3",",,S",,,,,"  117",",,S","   23",",,S",,,,,"   64","H,,S"
