"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"DRM00078486","2018-06-08","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  330",",,S","  260",",,S","  281","H,,S"
"DRM00078486","2018-06-09","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  324",",,S","  224",",,S","  270","H,,S"
"DRM00078486","2018-06-10","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,,,,,"  273","H,,S"
"DRM00078486","2018-06-11","18.433","-69.883","14.0","SANTO DOMINGO, DR","   10",",,S","  317",",,S","  245",",,S","  276","H,,S"
"DRM00078486","2018-06-12","18.433","-69.883","14.0","SANTO DOMINGO, DR","    8",",,S","  335",",,S","  250",",,S","  278","H,,S"
"DRM00078486","2018-06-13","18.433","-69.883","14.0","SANTO DOMINGO, DR","    0",",,S","  339",",,S","  250",",,S","  289","H,,S"
"DRM00078486","2018-06-14","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  339",",,S","  244",",,S","  288","H,,S"
"DRM00078486","2018-06-15","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  330",",,S","  244",",,S","  284","H,,S"
"DRM00078486","2018-06-16","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  325",",,S","  247",",,S","  289","H,,S"
"DRM00078486","2018-06-17","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  327",",,S","  247",",,S","  289","H,,S"
"DRM00078486","2018-06-18","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,,,,,"  284","H,,S"
"DRM00078486","2018-06-19","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  339",",,S","  255",",,S","  290","H,,S"
"DRM00078486","2018-06-20","18.433","-69.883","14.0","SANTO DOMINGO, DR","   36",",,S","  334",",,S","  255",",,S","  274","H,,S"
"DRM00078486","2018-06-21","18.433","-69.883","14.0","SANTO DOMINGO, DR","    0",",,S",,,,,"  273","H,,S"
"DRM00078486","2018-06-22","18.433","-69.883","14.0","SANTO DOMINGO, DR",,,"  346",",,S","  252",",,S","  282","H,,S"
"DRM00078486","2018-06-23","18.433","-69.883","14.0","SANTO DOMINGO, DR","    5",",,S",,,,,"  265","H,,S"
"DRM00078486","2018-06-24","18.433","-69.883","14.0","SANTO DOMINGO, DR","  396",",,S",,,,,"  234","H,,S"
"DRM00078486","2018-06-25","18.433","-69.883","14.0","SANTO DOMINGO, DR","   61",",,S",,,,,"  273","H,,S"
"DRM00078486","2018-06-26","18.433","-69.883","14.0","SANTO DOMINGO, DR","   15",",,S","  320",",,S","  244",",,S","  277","H,,S"
"DRM00078486","2018-06-27","18.433","-69.883","14.0","SANTO DOMINGO, DR","    0",",,S",,,,,"  282","H,,S"
