"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00140497","2018-09-01","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  194",",,7",,,,,"  233",",,7,0800",,,,
"USC00140497","2018-09-02","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  206",",,7",,,,,"  217",",,7,0800",,,,
"USC00140497","2018-09-03","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  217",",,7",,,,,"  228",",,7,0800",,,,
"USC00140497","2018-09-04","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  222",",,7",,,,,"  222",",,7,0800",,,,
"USC00140497","2018-09-05","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","  147",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  217",",,7",,,,,"  222",",,7,0800",,,,
"USC00140497","2018-09-06","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","  175",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  200",",,7",,,,,"  206",",,7,0800",,,,
"USC00140497","2018-09-07","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  200",",,7",,,,,"  217",",,7,0800","    1",",,7",,
"USC00140497","2018-09-08","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","  152",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","  161",",,7",,,,,"  161",",,7,0800",,,,
"USC00140497","2018-09-09","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","  122",",,7",,,,,"  122",",,7,0800",,,,
"USC00140497","2018-09-10","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  111",",,7",,,,,"  250",",,7,0800",,,,
"USC00140497","2018-09-11","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  111",",,7",,,,,"  128",",,7,0800",,,,
"USC00140497","2018-09-12","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  128",",,7",,,,,"  156",",,7,0800",,,,
"USC00140497","2018-09-13","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  139",",,7",,,,,"  189",",,7,0800",,,,
"USC00140497","2018-09-14","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  183",",,7",,,,,"  194",",,7,0800",,,,
"USC00140497","2018-09-15","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  189",",,7",,,,,"  194",",,7,0800",,,,
"USC00140497","2018-09-16","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  189",",,7",,,,,"  189",",,7,0800",,,,
"USC00140497","2018-09-17","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  150",",,7",,,,,"  183",",,7,0800",,,,
"USC00140497","2018-09-18","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  172",",,7",,,,,"  267",",,7,0800",,,,
"USC00140497","2018-09-19","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  194",",,7",,,,,"  206",",,7,0800",,,,
"USC00140497","2018-09-20","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  200",",,7",,,,,"  217",",,7,0800",,,,
"USC00140497","2018-09-21","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","  107",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  211",",,7",,,,,"  211",",,7,0800",,,,
"USC00140497","2018-09-22","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   89",",,7",,,,,"   89",",,7,0800",,,,
"USC00140497","2018-09-23","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   83",",,7",,,,,"   94",",,7,0800",,,,
"USC00140497","2018-09-24","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   89",",,7",,,,,"  183",",,7,0800",,,,
"USC00140497","2018-09-25","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  144",",,7",,,,,"  189",",,7,0800",,,,
"USC00140497","2018-09-26","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   56",",,7",,,,,"   78",",,7,0800",,,,
"USC00140497","2018-09-27","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   28",",,7",,,,,"   56",",,7,0800",,,,
"USC00140497","2018-09-28","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   28",",,7",,,,,"   67",",,7,0800",,,,
"USC00140497","2018-09-29","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","   76",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   67",",,7",,,,,"   72",",,7,0800",,,,
"USC00140497","2018-09-30","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   72",",,7",,,,,"  211",",,7,0800",,,,
"USC00140497","2018-10-01","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  167",",,7",,,,,"  183",",,7,0800",,,,
"USC00140497","2018-10-02","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  139",",,7",,,,,"  144",",,7,0800",,,,
"USC00140497","2018-10-03","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  144",",,7",,,,,"  222",",,7,0800",,,,
"USC00140497","2018-10-04","38.7625","-95.1917","302.1","BALDWIN CITY, KS US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  106",",,7",,,,,"  106",",,7,0800",,,,
