"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00012909","2018-07-01","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H","    0",",,H","    0",",,H","  394",",,H","  250",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-02","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H","    0",",,H","    0",",,H","  378",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-03","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,"    0",",,H","  389",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-04","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","  142",",,H",,,"    0",",,H","  383",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-05","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","   41",",,H",,,"    0",",,H","  339",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-06","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","   81",",,H","    0",",,H","    0",",,H","  361",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-07","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","   74",",,H","    0",",,H","    0",",,H","  344",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-08","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H","    0",",,H","    0",",,H","  333",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-09","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","  259",",,H","    0",",,H","    0",",,H","  272",",,H","  222",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-10","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  344",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-11","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  344",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-12","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  356",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-13","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  356",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-14","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  361",",,H","  244",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-15","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  361",",,H","  250",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-16","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  244",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-17","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-18","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  383",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-19","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  383",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-20","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  394",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-21","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  383",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-22","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  394",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-23","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  411",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-24","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  394",",,H","  261",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-25","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  256",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-26","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  367",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-27","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  206",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-28","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  378",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-29","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  383",",,H","  256",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-30","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  383",",,H","  250",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-07-31","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  344",",,H","  217",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-02","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US",,,,,,,"  356",",,H","  261",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-03","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US",,,,,,,"  367",",,H","  222",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-04","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-05","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  344",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-06","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  367",",,H","  233",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-07","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  361",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-08","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  244",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-09","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  372",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-10","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  367",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-11","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  322",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-12","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","  216",",,H",,,,,"  300",",,H","  228",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-13","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    3",",,H",,,,,"  361",",,H","  239",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012909","2018-08-14","29.38333","-98.58333","207.9","SAN ANTONIO KELLY FIELD AFB, TX US","    0",",,H",,,,,"  361",",,H","  244",",,H",,,,,,,,,,,,,,,,,,,,,,,,,,
