"USC00394956","2018-07-07","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","  178",",,7","  228",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-08","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","  119",",,7,0600","    0",",,7","    0",",,7","  344",",,7",,,"  239",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-09","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-10","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-11","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-12","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-13","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  100",",,7","  222",",,7,0600","    1",",,7",,,,,,,,,,
"USC00394956","2018-07-14","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  178",",,7","  278",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-15","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-16","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-17","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  106",",,7","  117",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-18","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","   30",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  117",",,7","  183",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-19","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","  145",",,7,0600","    0",",,7","    0",",,7","  239",",,7","   94",",,7","  211",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-20","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  122",",,7","  189",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-21","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  139",",,7","  200",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-22","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  167",",,7","  222",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-23","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  289",",,7","   61",",,7","  144",",,7,0600",,,,,,,,,,,,
"USC00394956","2018-07-24","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-25","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00394956","2018-07-26","45.7475","-102.7969","783.3","LODGEPOLE 5 SW, SD US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","   56",",,7","  183",",,7,0600",,,,,,,,,,,,
