"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00293428","2018-06-12","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","   89",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-13","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  122",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-14","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  161",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-15","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  122",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-16","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","  122",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  128",",,7",,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-17","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   61",",,7,0800","    0",",,7","    0",",,7","  200",",,7","  128",",,7",,,,,,,"  139",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-18","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  100",",,7",,,,,,,"  161",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-19","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","   94",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-20","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","   83",",,7",,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-21","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","   94",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-22","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  122",",,7",,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-23","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","   94",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-24","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  144",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-25","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  106",",,7",,,,,,,"  150",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-26","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  100",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-27","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  133",",,7",,,,,,,"  217",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-28","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  139",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-29","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  133",",,7",,,,,,,"  217",",,7,0800",,,,,,,,,,
"USC00293428","2018-06-30","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  161",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-01","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  122",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-02","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  106",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-03","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  156",",,7",,,,,,,"  217",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-04","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  117",",,7",,,,,,,"  161",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-05","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  156",",,7",,,,,,,"  211",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-06","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   48",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  150",",,7",,,,,,,"  183",",,7,0800",,,"    1",",,7",,,,,,
"USC00293428","2018-07-07","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  156",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-08","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  161",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-09","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","  147",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-10","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  139",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-11","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  117",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-12","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  139",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-13","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   94",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-14","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   94",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  144",",,7",,,,,,,"  172",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-15","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-16","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,,,"  172",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-17","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   81",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  161",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-18","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  144",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-19","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-20","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-21","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   18",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  156",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-22","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  156",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-23","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-24","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   10",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-25","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-26","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  167",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-27","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  183",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-28","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   81",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  139",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-29","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  144",",,7",,,,,,,"  172",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-30","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-07-31","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  144",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-01","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,,,"  211",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-02","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  189",",,7",,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-03","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  322",",,7","  167",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-04","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,,,"  161",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-05","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  156",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-06","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  156",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-07","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  117",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-08","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  156",",,7",,,,,,,"  206",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-09","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  178",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-10","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  122",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-11","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  106",",,7",,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-12","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  122",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-13","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  122",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-14","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  128",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-15","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  156",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-16","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,,,"  178",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-17","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  150",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-18","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   10",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  139",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-19","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   84",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  111",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-20","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","   89",",,7",,,,,,,"  128",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-21","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  128",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-22","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,"  189",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-23","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   33",",,7,0800","    0",",,7","    0",",,7","  228",",,7","  139",",,7",,,,,,,"  172",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-24","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   10",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  133",",,7",,,,,,,"  150",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-25","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  139",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-26","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","  140",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  106",",,7",,,,,,,"  156",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-27","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","  201",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  117",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-28","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","   89",",,7",,,,,,,"  139",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-29","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","   89",",,7",,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-30","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  106",",,7",,,,,,,"  111",",,7,0800",,,,,,,,,,
"USC00293428","2018-08-31","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  111",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-01","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  122",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-02","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   74",",,7,0800","    0",",,7","    0",",,7","  222",",,7","   83",",,7",,,,,,,"  100",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-03","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  100",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-04","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  117",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-05","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  117",",,7",,,,,,,"  144",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-06","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   71",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  117",",,7",,,,,,,"  128",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-07","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   13",",,7,0800","    0",",,7","    0",",,7","  250",",,7","   78",",,7",,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-08","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-09","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  100",",,7",,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-10","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  100",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-11","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  106",",,7",,,,,,,"  133",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-12","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","   89",",,7",,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-13","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","   83",",,7",,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-14","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","   78",",,7",,,,,,,"   94",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-15","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","   94",",,7",,,,,,,"  106",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-16","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  106",",,7",,,,,,,"  128",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-17","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","   94",",,7",,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-18","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  106",",,7",,,,,,,"  117",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-19","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  117",",,7",,,,,,,"  167",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-20","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","   91",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  122",",,7",,,,,,,"  128",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-21","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","   56",",,7",,,,,,,"   72",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-22","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","   72",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-23","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","   83",",,7",,,,,,,"   94",",,7,0800",,,,,,,,,,
"USC00293428","2018-09-24","35.5282","-108.7031","2004.7","GALLUP SAND AND GRAVEL, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","   83",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,,
