"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00148250","2018-04-02","39.8283","-95.088","317.0","TROY 3 N, KS US","   58",",,7,0700","   74",",,7","   76",",,7","  -28",",,7",,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-03","39.8283","-95.088","317.0","TROY 3 N, KS US","   18",",,7,0700","    0",",,7","   25",",,7","    6",",,7","  -67",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-04","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7","  -83",",,7",,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-05","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   67",",,7","  -83",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-06","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   11",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-07","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   33",",,7","  -83",",,7",,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-08","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   72",",,7","  -83",",,7",,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-09","39.8283","-95.088","317.0","TROY 3 N, KS US","   10",",,7,0700","   10",",,7","    0",",,7","   22",",,7","   -6",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-10","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   50",",,7","   17",",,7",,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-11","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   33",",,7",,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-12","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   89",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-13","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-14","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","   33",",,7",,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-15","39.8283","-95.088","317.0","TROY 3 N, KS US","   64",",,7,0700","   51",",,7","   51",",,7","   50",",,7","  -33",",,7",,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-16","39.8283","-95.088","317.0","TROY 3 N, KS US","    0","T,,7,0700","    0","T,,7","   25",",,7",,,"  -33",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-17","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  111",",,7","  -28",",,7",,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-18","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  161",",,7","   -6",",,7",,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-19","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","   67",",,7","  -11",",,7",,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-20","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","  -11",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-21","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   28",",,7",,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-22","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   94",",,7",,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-23","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   72",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-24","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   33",",,7",,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-25","39.8283","-95.088","317.0","TROY 3 N, KS US","    3",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   44",",,7",,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-26","39.8283","-95.088","317.0","TROY 3 N, KS US","   89",",,7,0700","    0",",,7","    0",",,7","  139",",,7","   11",",,7",,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-27","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   17",",,7",,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-28","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   44",",,7",,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-29","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-04-30","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  117",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-01","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-02","39.8283","-95.088","317.0","TROY 3 N, KS US","  244",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  167",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-03","39.8283","-95.088","317.0","TROY 3 N, KS US","  147",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-04","39.8283","-95.088","317.0","TROY 3 N, KS US","   53",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  128",",,7",,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-05","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","   83",",,7",,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-06","39.8283","-95.088","317.0","TROY 3 N, KS US","   33",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  100",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-07","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-08","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-09","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-10","39.8283","-95.088","317.0","TROY 3 N, KS US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-11","39.8283","-95.088","317.0","TROY 3 N, KS US","    0","T,,7,0700","    0",",,7","    0",",,7","  311",",,7","  144",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00148250","2018-05-12","39.8283","-95.088","317.0","TROY 3 N, KS US","    3",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  172",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,
