"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00086282","2018-07-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  144",",,a","   84",",,a",,,,,,,,,"  107","H,,S"
"ASN00086282","2018-07-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   14",",,a",,,"  121",",,a","   78",",,a",,,,,,,,,"   99","H,,S"
"ASN00086282","2018-07-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  137",",,a","   73",",,a",,,,,,,,,"  105","H,,S"
"ASN00086282","2018-07-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  138",",,a","   77",",,a",,,,,,,,,"   96","H,,S"
"ASN00086282","2018-07-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  112",",,a","   59",",,a",,,,,,,,,"   81","H,,S"
"ASN00086282","2018-07-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"   98",",,a","   48",",,a",,,,,,,,,"   67","H,,S"
"ASN00086282","2018-07-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  119",",,a","   19",",,a",,,,,,,,,"   79","H,,S"
"ASN00086282","2018-07-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  132",",,a","   52",",,a",,,,,,,,,"   71","H,,S"
"ASN00086282","2018-07-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  143",",,a","   24",",,a",,,,,,,,,"   88","H,,S"
"ASN00086282","2018-07-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  126",",,a","   36",",,a",,,,,,,,,"   85","H,,S"
"ASN00086282","2018-07-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  128",",,a","   59",",,a",,,,,,,,,"   90","H,,S"
"ASN00086282","2018-07-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  163",",,a","   61",",,a",,,,,,,,,"   91","H,,S"
"ASN00086282","2018-07-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   14",",,a",,,"  143",",,a","   47",",,a",,,,,,,,,"  102","H,,S"
"ASN00086282","2018-07-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  183",",,a","   67",",,a",,,,,,,,,"   93","H,,S"
"ASN00086282","2018-07-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   22",",,a",,,"  117",",,a","   47",",,a",,,,,,,,,"   80","H,,S"
"ASN00086282","2018-07-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  131",",,a","   41",",,a",,,,,,,,,"   89","H,,S"
"ASN00086282","2018-07-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  136",",,a","   58",",,a",,,,,,,,,"   90","H,,S"
"ASN00086282","2018-07-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   10",",,a",,,"  128",",,a","   57",",,a",,,,,,,,,"   93","H,,S"
"ASN00086282","2018-07-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  159",",,a","   64",",,a",,,,,,,,,"  101","H,,S"
"ASN00086282","2018-07-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   38",",,a",,,"  150",",,a","   56",",,a",,,,,,,,,"   99","H,,S"
"ASN00086282","2018-07-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  140",",,a","   55",",,a",,,,,,,,,"  102","H,,S"
"ASN00086282","2018-07-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  188",",,a","   72",",,a",,,,,,,,,"  125","H,,S"
"ASN00086282","2018-07-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  179",",,a","   84",",,a",,,,,,,,,"  132","H,,S"
"ASN00086282","2018-07-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   14",",,a",,,"  140",",,a","   97",",,a",,,,,,,,,"   90","H,,S"
"ASN00086282","2018-07-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   20",",,a",,,"  120",",,a","   66",",,a",,,,,,,,,"   94","H,,S"
"ASN00086282","2018-07-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  150",",,a","   57",",,a",,,,,,,,,"  107","H,,S"
"ASN00086282","2018-08-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   36",",,a",,,"  151",",,a","   66",",,a",,,,,,,,,"   92","H,,S"
"ASN00086282","2018-08-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  149",",,a","   34",",,a",,,,,,,,,"  114","H,,S"
"ASN00086282","2018-08-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  172",",,a","   78",",,a",,,,,,,,,"  101","H,,S"
"ASN00086282","2018-08-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   24",",,a",,,"  145",",,a","   49",",,a",,,,,,,,,"  113","H,,S"
"ASN00086282","2018-08-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  165",",,a","   82",",,a",,,,,,,,,"  123","H,,S"
"ASN00086282","2018-08-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  137",",,a","   75",",,a",,,,,,,,,"   84","H,,S"
"ASN00086282","2018-08-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  142",",,a","   53",",,a",,,,,,,,,"  109","H,,S"
"ASN00086282","2018-08-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  164",",,a","   87",",,a",,,,,,,,,"   87","H,,S"
"ASN00086282","2018-08-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  134",",,a","   29",",,a",,,,,,,,,"  104","H,,S"
"ASN00086282","2018-08-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  192",",,a","   83",",,a",,,,,,,,,"  133","H,,S"
"ASN00086282","2018-08-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   38",",,a",,,"  138",",,a","   75",",,a",,,,,,,,,"   76","H,,S"
"ASN00086282","2018-08-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  143",",,a","   31",",,a",,,,,,,,,"  113","H,,S"
"ASN00086282","2018-08-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  155",",,a","   82",",,a",,,,,,,,,"  108","H,,S"
"ASN00086282","2018-08-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  165",",,a","   64",",,a",,,,,,,,,"  135","H,,S"
"ASN00086282","2018-08-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  183",",,a","  106",",,a",,,,,,,,,"  111","H,,S"
"ASN00086282","2018-08-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  146",",,a","   46",",,a",,,,,,,,,"   93","H,,S"
"ASN00086282","2018-08-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  152",",,a","   50",",,a",,,,,,,,,"  111","H,,S"
"ASN00086282","2018-08-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  138",",,a","   69",",,a",,,,,,,,,"   78","H,,S"
"ASN00086282","2018-08-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   44",",,a",,,"  120",",,a","   53",",,a",,,,,,,,,"   68","H,,S"
"ASN00086282","2018-08-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   14",",,a",,,"  114",",,a","   38",",,a",,,,,,,,,"   89","H,,S"
"ASN00086282","2018-08-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  118",",,a","   51",",,a",,,,,,,,,"   88","H,,S"
"ASN00086282","2018-08-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  140",",,a","   55",",,a",,,,,,,,,"   91","H,,S"
"ASN00086282","2018-08-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  164",",,a","   39",",,a",,,,,,,,,"   97","H,,S"
"ASN00086282","2018-08-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  164",",,a","   22",",,a",,,,,,,,,"   87","H,,S"
"ASN00086282","2018-08-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  170",",,a","   21",",,a",,,,,,,,,"   89","H,,S"
"ASN00086282","2018-08-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  144",",,a","   20",",,a",,,,,,,,,"   87","H,,S"
"ASN00086282","2018-08-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   18",",,a",,,"  126",",,a","   29",",,a",,,,,,,,,"   62","H,,S"
"ASN00086282","2018-08-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  117",",,a","   -4",",,a",,,,,,,,,"   47","H,,S"
"ASN00086282","2018-08-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  138",",,a","  -20",",,a",,,,,,,,,"   85","H,,S"
"ASN00086282","2018-08-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  142",",,a","   24",",,a",,,,,,,,,"  111","H,,S"
"ASN00086282","2018-08-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  161",",,a","   71",",,a",,,,,,,,,"  112","H,,S"
"ASN00086282","2018-09-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  152",",,a","   76",",,a",,,,,,,,,"   79","H,,S"
"ASN00086282","2018-09-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   34",",,a",,,"  127",",,a","   35",",,a",,,,,,,,,"   73","H,,S"
"ASN00086282","2018-09-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  139",",,a","   27",",,a",,,,,,,,,"   73","H,,S"
"ASN00086282","2018-09-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  187",",,a","   17",",,a",,,,,,,,,"  117","H,,S"
"ASN00086282","2018-09-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  192",",,a","   53",",,a",,,,,,,,,"  144","H,,S"
"ASN00086282","2018-09-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  195",",,a","   90",",,a",,,,,,,,,"  124","H,,S"
"ASN00086282","2018-09-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   44",",,a",,,"  144",",,a","   58",",,a",,,,,,,,,"   85","H,,S"
"ASN00086282","2018-09-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  173",",,a","   32",",,a",,,,,,,,,"  123","H,,S"
"ASN00086282","2018-09-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  184",",,a","   86",",,a",,,,,,,,,"  139","H,,S"
"ASN00086282","2018-09-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  180",",,a","   96",",,a",,,,,,,,,"  137","H,,S"
"ASN00086282","2018-09-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  237",",,a","   95",",,a",,,,,,,,,"  171","H,,S"
"ASN00086282","2018-09-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  181",",,a","   74",",,a",,,,,,,,,"  115","H,,S"
"ASN00086282","2018-09-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  197",",,a","   55",",,a",,,,,,,,,"  133","H,,S"
"ASN00086282","2018-09-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  228",",,a","   65",",,a",,,,,,,,,"  171","H,,S"
"ASN00086282","2018-09-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  134",",,a","   99",",,a",,,,,,,,,"   68","H,,S"
"ASN00086282","2018-09-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   18",",,a",,,"  138",",,a","   30",",,a",,,,,,,,,"   87","H,,S"
"ASN00086282","2018-09-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  181",",,a","   42",",,a",,,,,,,,,"  136","H,,S"
"ASN00086282","2018-09-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  214",",,a","   84",",,a",,,,,,,,,"   84","H,,S"
"ASN00086282","2018-09-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  154",",,a","   49",",,a",,,,,,,,,"   84","H,,S"
"ASN00086282","2018-09-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   32",",,a",,,"  177",",,a","   23",",,a",,,,,,,,,"  107","H,,S"
"ASN00086282","2018-09-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  188",",,a","   59",",,a",,,,,,,,,"  115","H,,S"
"ASN00086282","2018-09-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  202",",,a","   48",",,a",,,,,,,,,"  132","H,,S"
"ASN00086282","2018-09-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  129",",,a","   88",",,a",,,,,,,,,"   86","H,,S"
"ASN00086282","2018-09-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  153",",,a","   34",",,a",,,,,,,,,"   97","H,,S"
"ASN00086282","2018-09-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  146",",,a","   68",",,a",,,,,,,,,"   78","H,,S"
"ASN00086282","2018-09-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  190",",,a","   28",",,a",,,,,,,,,"  129","H,,S"
"ASN00086282","2018-09-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  243",",,a","   68",",,a",,,,,,,,,"  146","H,,S"
"ASN00086282","2018-09-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  152",",,a","   64",",,a",,,,,,,,,"   83","H,,S"
"ASN00086282","2018-09-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  144",",,a","   31",",,a",,,,,,,,,"   96","H,,S"
"ASN00086282","2018-09-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  166",",,a","   42",",,a",,,,,,,,,"   96","H,,S"
"ASN00086282","2018-10-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  232",",,a","   30",",,a",,,,,,,,,"  155","H,,S"
"ASN00086282","2018-10-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  259",",,a","  103",",,a",,,,,,,,,"  203","H,,S"
"ASN00086282","2018-10-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  191",",,a","  152",",,a",,,,,,,,,"  127","H,,S"
"ASN00086282","2018-10-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  164",",,a","  100",",,a",,,,,,,,,"  109","H,,S"
"ASN00086282","2018-10-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  192",",,a","   50",",,a",,,,,,,,,"  126","H,,S"
"ASN00086282","2018-10-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  242",",,a","   60",",,a",,,,,,,,,"  152","H,,S"
"ASN00086282","2018-10-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  255",",,a","   64",",,a",,,,,,,,,"  176","H,,S"
"ASN00086282","2018-10-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  275",",,a","  105",",,a",,,,,,,,,"  197","H,,S"
"ASN00086282","2018-10-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  164",",,a","  135",",,a",,,,,,,,,"  122","H,,S"
"ASN00086282","2018-10-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   84",",,a",,,"  162",",,a","   86",",,a",,,,,,,,,"   99","H,,S"
"ASN00086282","2018-10-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  195",",,a","   32",",,a",,,,,,,,,"  125","H,,S"
"ASN00086282","2018-10-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  226",",,a","   54",",,a",,,,,,,,,"  152","H,,S"
"ASN00086282","2018-10-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  244",",,a","   67",",,a",,,,,,,,,"  176","H,,S"
"ASN00086282","2018-10-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  272",",,a","  102",",,a",,,,,,,,,"  214","H,,S"
"ASN00086282","2018-10-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  273",",,a","  162",",,a",,,,,,,,,"  234","H,,S"
"ASN00086282","2018-10-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  232",",,a","  181",",,a",,,,,,,,,"  173","H,,S"
"ASN00086282","2018-10-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   76",",,a",,,"  227",",,a","  144",",,a",,,,,,,,,"  170","H,,S"
"ASN00086282","2018-10-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   22",",,a",,,"  213",",,a","  136",",,a",,,,,,,,,"  159","H,,S"
"ASN00086282","2018-10-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  278",",,a","  101",",,a",,,,,,,,,"  209","H,,S"
"ASN00086282","2018-10-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   58",",,a",,,"  166",",,a","  100",",,a",,,,,,,,,"  104","H,,S"
"ASN00086282","2018-10-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  142",",,a",,,"  188",",,a","   64",",,a",,,,,,,,,"  137","H,,S"
"ASN00086282","2018-10-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  270",",,a","   77",",,a",,,,,,,,,"  182","H,,S"
"ASN00086282","2018-10-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  201",",,a","   91",",,a",,,,,,,,,"  114","H,,S"
"ASN00086282","2018-10-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  166",",,a","   47",",,a",,,,,,,,,"  107","H,,S"
"ASN00086282","2018-10-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  223",",,a","   48",",,a",,,,,,,,,"  127","H,,S"
"ASN00086282","2018-10-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  190",",,a","   59",",,a",,,,,,,,,"  128","H,,S"
"ASN00086282","2018-10-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  212",",,a","   71",",,a",,,,,,,,,"  130","H,,S"
"ASN00086282","2018-10-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  172",",,a","   83",",,a",,,,,,,,,"  121","H,,S"
"ASN00086282","2018-10-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  182",",,a","   88",",,a",,,,,,,,,"  126","H,,S"
"ASN00086282","2018-10-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  269",",,a","   59",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2018-10-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  210",",,a","  124",",,a",,,,,,,,,"  153","H,,S"
"ASN00086282","2018-11-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  342",",,a","  105",",,a",,,,,,,,,"  274","H,,S"
"ASN00086282","2018-11-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  327",",,a","  144",",,a",,,,,,,,,"  200","H,,S"
"ASN00086282","2018-11-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  220",",,a","  103",",,a",,,,,,,,,"  142","H,,S"
"ASN00086282","2018-11-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  250",",,a","   65",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2018-11-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   34",",,a",,,"  284",",,a","  136",",,a",,,,,,,,,"  207","H,,S"
"ASN00086282","2018-11-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   76",",,a",,,"  217",",,a","  151",",,a",,,,,,,,,"  147","H,,S"
"ASN00086282","2018-11-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  416",",,a",,,"  172",",,a","   75",",,a",,,,,,,,,"  103","H,,S"
"ASN00086282","2018-11-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  183",",,a","   58",",,a",,,,,,,,,"  120","H,,S"
"ASN00086282","2018-11-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  199",",,a","   66",",,a",,,,,,,,,"  131","H,,S"
"ASN00086282","2018-11-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   10",",,a",,,"  209",",,a","   75",",,a",,,,,,,,,"  144","H,,S"
"ASN00086282","2018-11-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  209",",,a","   69",",,a",,,,,,,,,"  151","H,,S"
"ASN00086282","2018-11-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  303",",,a","   82",",,a",,,,,,,,,"  244","H,,S"
"ASN00086282","2018-11-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  301",",,a","  194",",,a",,,,,,,,,"  211","H,,S"
"ASN00086282","2018-11-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   40",",,a",,,"  164",",,a","  145",",,a",,,,,,,,,"  138","H,,S"
"ASN00086282","2018-11-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  184",",,a","  102",",,a",,,,,,,,,"  123","H,,S"
