"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00086282","2018-12-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  251",",,a","  117",",,a",,,,,,,,,"  191","H,,S"
"ASN00086282","2018-12-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  351",",,a","  125",",,a",,,,,,,,,"  294","H,,S"
"ASN00086282","2018-12-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  384",",,a","  243",",,a",,,,,,,,,"  293","H,,S"
"ASN00086282","2018-12-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  304",",,a","  215",",,a",,,,,,,,,"  197","H,,S"
"ASN00086282","2018-12-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  207",",,a","  149",",,a",,,,,,,,,"  168","H,,S"
"ASN00086282","2018-12-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  217",",,a","  144",",,a",,,,,,,,,"  163","H,,S"
"ASN00086282","2018-12-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  255",",,a","  113",",,a",,,,,,,,,"  192","H,,S"
"ASN00086282","2018-12-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  338",",,a","  130",",,a",,,,,,,,,"  239","H,,S"
"ASN00086282","2018-12-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  214",",,a",,,"  197",",,a","  156",",,a",,,,,,,,,"  166","H,,S"
"ASN00086282","2018-12-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  182",",,a",,,"  237",",,a","  142",",,a",,,,,,,,,"  184","H,,S"
"ASN00086282","2018-12-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  212",",,a",,,"  239",",,a","  147",",,a",,,,,,,,,"  191","H,,S"
"ASN00086282","2018-12-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   22",",,a",,,"  230",",,a","  155",",,a",,,,,,,,,"  178","H,,S"
"ASN00086282","2018-12-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  230",",,a","  135",",,a",,,,,,,,,"  176","H,,S"
"ASN00086282","2018-12-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  226",",,a","  150",",,a",,,,,,,,,"  179","H,,S"
"ASN00086282","2018-12-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  261",",,a","  161",",,a",,,,,,,,,"  201","H,,S"
"ASN00086282","2018-12-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  209",",,a","  147",",,a",,,,,,,,,"  159","H,,S"
"ASN00086282","2018-12-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   22",",,a",,,"  221",",,a","  126",",,a",,,,,,,,,"  152","H,,S"
"ASN00086282","2018-12-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","  364",",,a",,,"  190",",,a","  118",",,a",,,,,,,,,"  151","H,,S"
"ASN00086282","2018-12-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  269",",,a","   97",",,a",,,,,,,,,"  191","H,,S"
"ASN00086282","2018-12-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  333",",,a","  115",",,a",,,,,,,,,"  239","H,,S"
"ASN00086282","2018-12-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  261",",,a","  124",",,a",,,,,,,,,"  183","H,,S"
"ASN00086282","2018-12-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  281",",,a","  115",",,a",,,,,,,,,"  206","H,,S"
"ASN00086282","2018-12-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  398",",,a","  143",",,a",,,,,,,,,"  292","H,,S"
"ASN00086282","2018-12-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  358",",,a","  207",",,a",,,,,,,,,"  251","H,,S"
"ASN00086282","2018-12-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  224",",,a","  192",",,a",,,,,,,,,"  192","H,,S"
"ASN00086282","2018-12-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  206",",,a","  167",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2018-12-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   28",",,a",,,"  254",",,a","  158",",,a",,,,,,,,,"  187","H,,S"
"ASN00086282","2019-01-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  274",",,a","  123",",,a",,,,,,,,,"  205","H,,S"
"ASN00086282","2019-01-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  235",",,a","  169",",,a",,,,,,,,,"  183","H,,S"
"ASN00086282","2019-01-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  305",",,a","  151",",,a",,,,,,,,,"  234","H,,S"
"ASN00086282","2019-01-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  434",",,a","  164",",,a",,,,,,,,,"  242","H,,S"
"ASN00086282","2019-01-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  212",",,a","  154",",,a",,,,,,,,,"  160","H,,S"
"ASN00086282","2019-01-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  223",",,a","  108",",,a",,,,,,,,,"  185","H,,S"
"ASN00086282","2019-01-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  243",",,a","  162",",,a",,,,,,,,,"  192","H,,S"
"ASN00086282","2019-01-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  267",",,a","  157",",,a",,,,,,,,,"  190","H,,S"
"ASN00086282","2019-01-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  216",",,a","  142",",,a",,,,,,,,,"  154","H,,S"
"ASN00086282","2019-01-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  227",",,a","   88",",,a",,,,,,,,,"  168","H,,S"
"ASN00086282","2019-01-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  315",",,a","  111",",,a",,,,,,,,,"  258","H,,S"
"ASN00086282","2019-01-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  279",",,a","  179",",,a",,,,,,,,,"  190","H,,S"
"ASN00086282","2019-01-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  295",",,a","  129",",,a",,,,,,,,,"  221","H,,S"
"ASN00086282","2019-01-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  385",",,a","  164",",,a",,,,,,,,,"  256","H,,S"
"ASN00086282","2019-01-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  386",",,a","  159",",,a",,,,,,,,,"  258","H,,S"
"ASN00086282","2019-01-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  313",",,a","  164",",,a",,,,,,,,,"  236","H,,S"
"ASN00086282","2019-01-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  370",",,a","  194",",,a",,,,,,,,,"  278","H,,S"
"ASN00086282","2019-01-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  302",",,a","  211",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-01-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   24",",,a",,,"  240",",,a","  127",",,a",,,,,,,,,"  185","H,,S"
"ASN00086282","2019-01-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  243",",,a","  135",",,a",,,,,,,,,"  201","H,,S"
"ASN00086282","2019-01-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  297",",,a","  174",",,a",,,,,,,,,"  219","H,,S"
"ASN00086282","2019-01-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  311",",,a","  178",",,a",,,,,,,,,"  227","H,,S"
"ASN00086282","2019-01-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  257",",,a","  159",",,a",,,,,,,,,"  206","H,,S"
"ASN00086282","2019-01-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  419",",,a","  174",",,a",,,,,,,,,"  343","H,,S"
"ASN00086282","2019-01-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  460",",,a","  210",",,a",,,,,,,,,"  262","H,,S"
"ASN00086282","2019-01-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  281",",,a","  173",",,a",,,,,,,,,"  212","H,,S"
"ASN00086282","2019-01-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  290",",,a","  158",",,a",,,,,,,,,"  203","H,,S"
"ASN00086282","2019-01-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  356",",,a","  131",",,a",,,,,,,,,"  232","H,,S"
"ASN00086282","2019-01-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  378",",,a","  146",",,a",,,,,,,,,"  238","H,,S"
"ASN00086282","2019-01-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  400",",,a","  149",",,a",,,,,,,,,"  254","H,,S"
"ASN00086282","2019-01-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   76",",,a",,,"  225",",,a","  155",",,a",,,,,,,,,"  163","H,,S"
"ASN00086282","2019-02-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  239",",,a","  110",",,a",,,,,,,,,"  178","H,,S"
"ASN00086282","2019-02-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  373",",,a","  130",",,a",,,,,,,,,"  274","H,,S"
"ASN00086282","2019-02-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  411",",,a","  176",",,a",,,,,,,,,"  249","H,,S"
"ASN00086282","2019-02-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  227",",,a","  171",",,a",,,,,,,,,"  187","H,,S"
"ASN00086282","2019-02-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  262",",,a","  168",",,a",,,,,,,,,"  203","H,,S"
"ASN00086282","2019-02-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  349",",,a","  155",",,a",,,,,,,,,"  254","H,,S"
"ASN00086282","2019-02-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   94",",,a",,,"  299",",,a","  197",",,a",,,,,,,,,"  224","H,,S"
"ASN00086282","2019-02-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    4",",,a",,,"  246",",,a","  168",",,a",,,,,,,,,"  178","H,,S"
"ASN00086282","2019-02-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  208",",,a","  116",",,a",,,,,,,,,"  141","H,,S"
"ASN00086282","2019-02-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   32",",,a",,,"  252",",,a","   94",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2019-02-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  297",",,a","  118",",,a",,,,,,,,,"  223","H,,S"
"ASN00086282","2019-02-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  219",",,a","  174",",,a",,,,,,,,,"  129","H,,S"
"ASN00086282","2019-02-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   22",",,a",,,"  213",",,a","   92",",,a",,,,,,,,,"  141","H,,S"
"ASN00086282","2019-02-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  246",",,a","   87",",,a",,,,,,,,,"  186","H,,S"
"ASN00086282","2019-02-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  249",",,a","  149",",,a",,,,,,,,,"  188","H,,S"
"ASN00086282","2019-02-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  272",",,a","  146",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-02-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  314",",,a","  125",",,a",,,,,,,,,"  247","H,,S"
"ASN00086282","2019-02-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  263",",,a","  194",",,a",,,,,,,,,"  171","H,,S"
"ASN00086282","2019-02-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  224",",,a","  103",",,a",,,,,,,,,"  150","H,,S"
"ASN00086282","2019-02-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  251",",,a","   91",",,a",,,,,,,,,"  164","H,,S"
"ASN00086282","2019-02-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  218",",,a","  105",",,a",,,,,,,,,"  173","H,,S"
"ASN00086282","2019-02-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  233",",,a","  148",",,a",,,,,,,,,"  181","H,,S"
"ASN00086282","2019-02-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  251",",,a","  156",",,a",,,,,,,,,"  184","H,,S"
"ASN00086282","2019-02-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  338",",,a","  126",",,a",,,,,,,,,"  257","H,,S"
"ASN00086282","2019-02-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  352",",,a","  190",",,a",,,,,,,,,"  262","H,,S"
"ASN00086282","2019-02-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  251",",,a","  166",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2019-02-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  307",",,a","  113",",,a",,,,,,,,,"  238","H,,S"
"ASN00086282","2019-02-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  381",",,a","  158",",,a",,,,,,,,,"  309","H,,S"
"ASN00086282","2019-03-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  382",",,a","  254",",,a",,,,,,,,,"  299","H,,S"
"ASN00086282","2019-03-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  369",",,a","  222",",,a",,,,,,,,,"  301","H,,S"
"ASN00086282","2019-03-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  384",",,a","  234",",,a",,,,,,,,,"  254","H,,S"
"ASN00086282","2019-03-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  296",",,a","  162",",,a",,,,,,,,,"  208","H,,S"
"ASN00086282","2019-03-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  268",",,a","  160",",,a",,,,,,,,,"  184","H,,S"
"ASN00086282","2019-03-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  180",",,a","  112",",,a",,,,,,,,,"  122","H,,S"
"ASN00086282","2019-03-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  245",",,a","   62",",,a",,,,,,,,,"  173","H,,S"
"ASN00086282","2019-03-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  276",",,a","  110",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-03-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  275",",,a","  121",",,a",,,,,,,,,"  191","H,,S"
"ASN00086282","2019-03-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  272",",,a","  121",",,a",,,,,,,,,"  198","H,,S"
"ASN00086282","2019-03-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  244",",,a","  171",",,a",,,,,,,,,"  178","H,,S"
"ASN00086282","2019-03-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  198",",,a","  125",",,a",,,,,,,,,"  132","H,,S"
"ASN00086282","2019-03-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  190",",,a","   79",",,a",,,,,,,,,"  143","H,,S"
"ASN00086282","2019-03-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  226",",,a","   96",",,a",,,,,,,,,"  159","H,,S"
"ASN00086282","2019-03-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  227",",,a","  103",",,a",,,,,,,,,"  168","H,,S"
"ASN00086282","2019-03-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  288",",,a","  114",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-03-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  284",",,a","  123",",,a",,,,,,,,,"  206","H,,S"
"ASN00086282","2019-03-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  279",",,a","  154",",,a",,,,,,,,,"  213","H,,S"
"ASN00086282","2019-03-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  243",",,a","  170",",,a",,,,,,,,,"  196","H,,S"
"ASN00086282","2019-03-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    6",",,a",,,"  251",",,a","  179",",,a",,,,,,,,,"  205","H,,S"
"ASN00086282","2019-03-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  260",",,a","  183",",,a",,,,,,,,,"  206","H,,S"
"ASN00086282","2019-03-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  324",",,a","  180",",,a",,,,,,,,,"  237","H,,S"
"ASN00086282","2019-03-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  315",",,a","  190",",,a",,,,,,,,,"  214","H,,S"
"ASN00086282","2019-03-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  306",",,a","  148",",,a",,,,,,,,,"  228","H,,S"
"ASN00086282","2019-03-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  196",",,a","  148",",,a",,,,,,,,,"  137","H,,S"
"ASN00086282","2019-03-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  216",",,a","  102",",,a",,,,,,,,,"  144","H,,S"
"ASN00086282","2019-03-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  231",",,a","   76",",,a",,,,,,,,,"  163","H,,S"
"ASN00086282","2019-03-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  286",",,a","  104",",,a",,,,,,,,,"  221","H,,S"
"ASN00086282","2019-03-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  297",",,a","  165",",,a",,,,,,,,,"  159","H,,S"
"ASN00086282","2019-03-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  169",",,a","   81",",,a",,,,,,,,,"  114","H,,S"
"ASN00086282","2019-03-31","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   18",",,a",,,"  200",",,a","   85",",,a",,,,,,,,,"  141","H,,S"
"ASN00086282","2019-04-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   18",",,a",,,"  177",",,a","  115",",,a",,,,,,,,,"  117","H,,S"
"ASN00086282","2019-04-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  262",",,a","   56",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-04-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  263",",,a","  109",",,a",,,,,,,,,"  171","H,,S"
"ASN00086282","2019-04-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  227",",,a","  124",",,a",,,,,,,,,"  177","H,,S"
"ASN00086282","2019-04-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  292",",,a","  125",",,a",,,,,,,,,"  227","H,,S"
"ASN00086282","2019-04-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  225",",,a","  147",",,a",,,,,,,,,"  143","H,,S"
"ASN00086282","2019-04-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  269",",,a","   87",",,a",,,,,,,,,"  187","H,,S"
"ASN00086282","2019-04-08","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  235",",,a","   99",",,a",,,,,,,,,"  163","H,,S"
"ASN00086282","2019-04-09","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   12",",,a",,,"  171",",,a","   88",",,a",,,,,,,,,"  111","H,,S"
"ASN00086282","2019-04-10","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  166",",,a","   77",",,a",,,,,,,,,"  131","H,,S"
"ASN00086282","2019-04-11","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  184",",,a","   92",",,a",,,,,,,,,"  114","H,,S"
"ASN00086282","2019-04-12","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  254",",,a","   54",",,a",,,,,,,,,"  164","H,,S"
"ASN00086282","2019-04-13","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  205",",,a","   84",",,a",,,,,,,,,"  154","H,,S"
"ASN00086282","2019-04-14","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  243",",,a","   94",",,a",,,,,,,,,"  171","H,,S"
"ASN00086282","2019-04-15","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  274",",,a","  117",",,a",,,,,,,,,"  224","H,,S"
"ASN00086282","2019-04-16","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  306",",,a","  190",",,a",,,,,,,,,"  248","H,,S"
"ASN00086282","2019-04-17","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  311",",,a","  208",",,a",,,,,,,,,"  209","H,,S"
"ASN00086282","2019-04-18","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  186",",,a","   86",",,a",,,,,,,,,"  133","H,,S"
"ASN00086282","2019-04-19","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  227",",,a","   64",",,a",,,,,,,,,"  151","H,,S"
"ASN00086282","2019-04-20","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  309",",,a","   83",",,a",,,,,,,,,"  233","H,,S"
"ASN00086282","2019-04-21","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  276",",,a","  180",",,a",,,,,,,,,"  194","H,,S"
"ASN00086282","2019-04-22","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  169",",,a","  131",",,a",,,,,,,,,"  130","H,,S"
"ASN00086282","2019-04-23","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  191",",,a","   87",",,a",,,,,,,,,"  155","H,,S"
"ASN00086282","2019-04-24","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  238",",,a","  132",",,a",,,,,,,,,"  137","H,,S"
"ASN00086282","2019-04-25","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  218",",,a","   73",",,a",,,,,,,,,"  161","H,,S"
"ASN00086282","2019-04-26","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   16",",,a",,,"  161",",,a","  105",",,a",,,,,,,,,"   99","H,,S"
"ASN00086282","2019-04-27","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  159",",,a","   58",",,a",,,,,,,,,"  137","H,,S"
"ASN00086282","2019-04-28","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  168",",,a","  113",",,a",,,,,,,,,"  122","H,,S"
"ASN00086282","2019-04-29","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  177",",,a","   74",",,a",,,,,,,,,"  123","H,,S"
"ASN00086282","2019-04-30","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  232",",,a","   63",",,a",,,,,,,,,"  187","H,,S"
"ASN00086282","2019-05-01","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  220",",,a","  145",",,a",,,,,,,,,"  189","H,,S"
"ASN00086282","2019-05-02","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","   52",",,a",,,"  203",",,a","  156",",,a",,,,,,,,,"  154","H,,S"
"ASN00086282","2019-05-03","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    8",",,a",,,"  207",",,a","   94",",,a",,,,,,,,,"  153","H,,S"
"ASN00086282","2019-05-04","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  157",",,a","  109",",,a",,,,,,,,,"  124","H,,S"
"ASN00086282","2019-05-05","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    2",",,a",,,"  173",",,a","   99",",,a",,,,,,,,,"  118","H,,S"
"ASN00086282","2019-05-06","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  170",",,a","   80",",,a",,,,,,,,,"  108","H,,S"
"ASN00086282","2019-05-07","-37.6655","144.8321","113.4","MELBOURNE AIRPORT, AS","    0",",,a",,,"  192",",,a","   60",",,a",,,,,,,,,"  134","H,,S"
