"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014860","2018-07-07","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  244",",,W","  150",",,W",,,,,"   33",",,W",,,,,"  209","H,,S",,,,,"   20",",,W","   30",",,W",,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-08","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  156",",,W",,,,,"   34",",,W",,,,,"  217","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-09","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  178",",,W",,,,,"   34",",,W",,,,,"  236","H,,S",,,,,"  270",",,W","  260",",,W",,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-10","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  200",",,W",,,,,"   38",",,W",,,,,"  248","H,,S",,,,,"   50",",,W","   40",",,W",,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-11","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  172",",,W",,,,,"   40",",,W",,,,,"  239","H,,S",,,,,"   20",",,W","   50",",,W",,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-12","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  150",",,W",,,,,"   22",",,W",,,,,"  217","H,,S",,,,,"  340",",,W","  330",",,W",,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-13","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  194",",,W",,,,,"   24",",,W",,,,,"  247","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-14","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  211",",,W",,,,,"   28",",,W",,,,,"  258","H,,S",,,,,"  270",",,W","  280",",,W",,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-15","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  228",",,W",,,,,"   16",",,W",,,,,"  268","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-16","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   13",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  228",",,W",,,,,"   32",",,W",,,,,"  271","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-17","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  217",",,W",,,,,"   41",",,W",,,,,"  252","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-18","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  256",",,W","  161",",,W",,,,,"   34",",,W",,,,,"  226","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-19","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W",,,,,"   30",",,W",,,,,"  209","H,,S",,,,,"   30",",,W","  350",",,W",,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-20","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0","T,,W,2400","    0",",,W","    0",",,W","  333",",,W","  200",",,W",,,,,"   57",",,W",,,,,"  248","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,"  130",",,W","  192",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-21","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   69",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  200",",,W",,,,,"   57",",,W",,,,,"  242","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"  116",",,W","  157",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-22","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","  130",",,W,2400","    0",",,W","    0",",,W","  222",",,W","  172",",,W",,,,,"   28",",,W",,,,,"  198","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,"   63",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-23","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  206",",,W",,,,,"   47",",,W",,,,,"  241","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-24","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   58",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  222",",,W",,,,,"   34",",,W",,,,,"  252","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,"   76",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-25","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  211",",,W",,,,,"   27",",,W",,,,,"  238","H,,S",,,,,"  270",",,W","  290",",,W",,,,,,,"   63",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-26","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   74",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  189",",,W",,,,,"   46",",,W",,,,,"  243","H,,S",,,,,"  180",",,W","  280",",,W",,,,,,,"   81",",,W","  112",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-27","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    8",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  183",",,W",,,,,"   31",",,W",,,,,"  215","H,,S",,,,,"  290",",,W","  300",",,W",,,,,,,"   58",",,W","   81",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-28","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   36",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  172",",,W",,,,,"   35",",,W",,,,,"  209","H,,S",,,,,"  270",",,W","  300",",,W",,,,,,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-29","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","   15",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  161",",,W",,,,,"   26",",,W",,,,,"  207","H,,S",,,,,"  170",",,W","  320",",,W",,,,,,,"   54",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-30","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0","T,,W,2400","    0",",,W","    0",",,W","  261",",,W","  178",",,W",,,,,"   30",",,W",,,,,"  213","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-07-31","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0","T,,W,2400","    0",",,W","    0",",,W","  261",",,W","  194",",,W",,,,,"   33",",,W",,,,,"  229","H,,S",,,,,"  150",",,W","  140",",,W",,,,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-01","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    5",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  206",",,W",,,,,"   43",",,W",,,,,"  237","H,,S",,,,,"  210",",,W","  150",",,W",,,,,,,"   81",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-02","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  200",",,W",,,,,"   27",",,W",,,,,"  229","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-03","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  217",",,W",,,,,"   29",",,W",,,,,"  243","H,,S",,,,,"  170",",,W","  160",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-04","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  206",",,W",,,,,"   27",",,W",,,,,"  252","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-05","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  206",",,W",,,,,"   33",",,W",,,,,"  258","H,,S",,,,,"  250",",,W","  260",",,W",,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014860","2018-08-06","42.0803","-80.1824","222.2","ERIE INTERNATIONAL AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   39",",,W",,,,,"  273","H,,S",,,,,"  200",",,W","  170",",,W",,,,,,,"   81",",,W","  103",",,W",,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
