"USC00018209","2018-06-14","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US",,,,,"    0",",,7","  272",",,7","  211",",,7",,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-15","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US",,,,,"    0",",,7","  311",",,7","  200",",,7","    2",",,7",,,"  279",",,7","  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-16","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  328",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-17","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US",,,,,"    0",",,7","  300",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-18","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US",,,,,"    0",",,7","  328",",,7","  200",",,7","    2",",,7",,,"  325",",,7","  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-19","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  328",",,7","  233",",,7",,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-20","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  333",",,7","  217",",,7",,,,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-21","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  306",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-22","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","   38",",,7,0700",,,"    0",",,7","  306",",,7","  200",",,7",,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-23","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  306",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-24","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  328",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-25","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","   81",",,7,0700",,,"    0",",,7","  328",",,7","  228",",,7",,,,,,,"  261",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-26","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  328",",,7","  206",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-27","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  328",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-28","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  339",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-29","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","  145",",,7,0700",,,"    0",",,7","  339",",,7","  183",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,
"USC00018209","2018-06-30","32.9205","-86.6708","207.3","THORSBY EXPERIMENTAL STATION, AL US","    0",",,7,0700",,,"    0",",,7","  322",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
