"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00362942","2018-12-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   17",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   17",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   76",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  128",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   22",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-31","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  216",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   67",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   17",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   99",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","   83",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    3",",,7,","   25",",,7,0700","  139",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   53",",,7,0700","   13",",,7,","   25",",,7,0700","    6",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    3",",,7,","   25",",,7,0700","  -39",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","  -22",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   33",",,7,0700","   38",",,7,","   51",",,7,0700","   -6",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    3",",,7,","   51",",,7,0700","   -6",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   11",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","   25",",,7,0700","   -6",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","    6",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   20",",,7,0700","   18",",,7,","   51",",,7,0700","   11",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   17",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  290",",,7,0700","   25",",,7,","   25",",,7,0700","   22",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    5",",,7,","   25",",,7,0700","  -56",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,," -156",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700"," -106",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,," -194",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   11",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  279",",,7,0700","    0",",,7,","    0","T,,7,0700","   56",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   25",",,7,0700","   18",",,7,","   25",",,7,0700","   56",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    8",",,7,","   25",",,7,0700","  -50",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    5",",,7,","   25",",,7,0700","    0",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","    6",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,," -167",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-01-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","   25",",,7,0700","   28",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    8",",,7,","   25",",,7,0700","   -6",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-01-31","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700"," -122",",,7"," -200",",,7",,,,,,,,,,,,,,,,,,,,,,," -200",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    5",",,7,","   25",",,7,0700"," -117",",,7"," -206",",,7",,,,,,,,,,,,,,,,,,,,,,," -139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    8",",,7,","   25",",,7,0700","  -83",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,," -150",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   39",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  128",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  107",",,7,0700","    0",",,7,","    0",",,7,0700","  106",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  231",",,7,0700","    0",",,7,","    0",",,7,0700","  189",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -33",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   28",",,7,0700","   25",",,7,","   25",",,7,0700","   17",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   97",",,7,0700","    0",",,7,","    0",",,7,0700","   22",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  224",",,7,0700","    3",",,7,","   25",",,7,0700","   78",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  -11",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  111",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   41",",,7,0700","    0",",,7,","    0",",,7,0700","   22",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -11",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,," -111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0","T,,7,","    0",",,7,0700","    0",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  262",",,7,0700","    0",",,7,","    0",",,7,0700","   28",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   83",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-02-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   -6",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-02-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-03-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   51",",,7,0700","   53",",,7,","   51",",,7,0700","   17",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   17",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   64",",,7,0700","   69",",,7,","   76",",,7,0700","    6",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   51",",,7,0700","  -33",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,," -139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    8",",,7,","   25",",,7,0700","  -61",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","  -61",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2019-03-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   -6",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  198",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","  250",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  172",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","   44",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   20",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","   44",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2019-03-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    0",",,7,","    0",",,7,0700","  139",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
