"USC00309049","2018-07-04","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  322",",,7","  144",",,7","  272",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-05","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","   20",",,7,2000","    0",",,7,2000","    0",",,7,2000","  322",",,7","  222",",,7","  250",",,7,2000",,,,,,,"    1",",,7",,,,,,,,
"USC00309049","2018-07-06","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    5",",,7,2000","    0",",,7,2000","    0",",,7,2000","  261",",,7","  189",",,7","  189",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-07","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  261",",,7","  100",",,7","  222",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-08","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  283",",,7","  122",",,7","  233",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-09","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  317",",,7","  144",",,7","  272",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-10","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0","T,,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  194",",,7","  250",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-11","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  256",",,7","  172",",,7","  211",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-12","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  294",",,7","  128",",,7","  244",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-13","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0","T,,7,2000","    0",",,7,2000","    0",",,7,2000","  317",",,7","  161",",,7","  256",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-14","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0","T,,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","  206",",,7","  244",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-15","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  306",",,7","  194",",,7","  261",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-16","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","   51",",,7,2000","    0",",,7,2000","    0",",,7,2000","  328",",,7","  200",",,7","  239",",,7,2000",,,,,"    1",",,7","    1",",,7",,,,,,,,
"USC00309049","2018-07-17","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","   13",",,7,2000","    0",",,7,2000","    0",",,7,2000","  278",",,7","  211",",,7","  239",",,7,2000",,,,,"    1",",,7",,,,,,,,,,
"USC00309049","2018-07-18","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  239",",,7","  178",",,7","  211",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-19","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  106",",,7","  244",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-20","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  328",",,7","  150",",,7","  250",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-21","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  189",",,7","  239",",,7,2000",,,,,,,,,,,,,,,,
"USC00309049","2018-07-22","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","  185",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  161",",,7","  256",",,7,2000",,,,,"    1",",,7",,,,,,,,,,
"USC00309049","2018-07-23","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","   25",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  206",",,7","  239",",,7,2000",,,,,,,"    1",",,7",,,,,,,,
"USC00309049","2018-07-24","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","  114",",,7,2000","    0",",,7,2000","    0",",,7,2000","  283",",,7","  211",",,7","  250",",,7,2000",,,,,"    1",",,7",,,,,,,,,,
"USC00309049","2018-07-25","43.2419","-77.3882","83.8","WEBSTER 2 NE, NY US","  224",",,7,2000","    0",",,7,2000","    0",",,7,2000","  250",",,7","  206",",,7","  233",",,7,2000",,,,,"    1",",,7","    1",",,7",,,,,,,,
