"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00312635","2018-06-15","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  283",",,7","  217",",,7",,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-16","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  289",",,7","  167",",,7",,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-17","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  322",",,7","  222",",,7",,,,,"  283",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-18","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  322",",,7","  228",",,7",,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-19","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  339",",,7","  244",",,7",,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-20","36.0164","-76.5516","3.0","EDENTON, NC US","  724",",,7,1900",,,,,"  322",",,7","  228",",,7",,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-21","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  317",",,7","  222",",,7",,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-22","36.0164","-76.5516","3.0","EDENTON, NC US","  140",",,7,1900",,,,,"  317",",,7","  228",",,7",,,,,"  283",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-23","36.0164","-76.5516","3.0","EDENTON, NC US","  394",",,7,1900",,,,,"  328",",,7","  228",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-24","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  328",",,7","  233",",,7",,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-25","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  306",",,7","  222",",,7",,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-26","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  267",",,7","  222",",,7",,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-27","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  294",",,7","  222",",,7",,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-28","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  322",",,7","  244",",,7",,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-29","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  317",",,7","  228",",,7",,,,,"  283",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-06-30","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  322",",,7","  228",",,7",,,,,"  289",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-01","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  328",",,7","  261",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-02","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  328",",,7","  239",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-03","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  322",",,7","  228",",,7",,,,,"  311",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-04","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  311",",,7","  233",",,7",,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-05","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  317",",,7","  233",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-06","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  333",",,7","  244",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-07","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  317",",,7","  233",",,7",,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-08","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  306",",,7","  200",",,7",,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-09","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  289",",,7","  172",",,7",,,,,"  250",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-10","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  306",",,7","  144",",,7",,,,,"  272",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-11","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  328",",,7","  206",",,7",,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-12","36.0164","-76.5516","3.0","EDENTON, NC US","  191",",,7,1900",,,,,"  317",",,7","  217",",,7",,,,,"  311",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-13","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  311",",,7","  217",",,7",,,,,"  278",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-14","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  278",",,7","  172",",,7",,,,,"  267",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-15","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  306",",,7","  183",",,7",,,,,"  278",",,7,1900",,,,,,,,,,,,,,,,,,,,
"USC00312635","2018-07-16","36.0164","-76.5516","3.0","EDENTON, NC US","    0",",,7,1900",,,,,"  317",",,7","  233",",,7",,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,,,
