"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00414775","2018-05-07","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  322",",,7","  111",",,7",,,,,"  200",",,7,0800",,
"USC00414775","2018-05-08","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  344",",,7","  144",",,7",,,,,"  194",",,7,0800",,
"USC00414775","2018-05-09","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  378",",,7","  189",",,7",,,,,"  378",",,7,0800",,
"USC00414775","2018-05-10","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  383",",,7","  189",",,7",,,,,"  200",",,7,0800",,
"USC00414775","2018-05-11","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  372",",,7","  194",",,7",,,,,"  233",",,7,0800",,
"USC00414775","2018-05-12","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  383",",,7","  189",",,7",,,,,"  239",",,7,0800",,
"USC00414775","2018-05-13","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  372",",,7","  183",",,7",,,,,"  239",",,7,0800",,
"USC00414775","2018-05-14","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  367",",,7","  194",",,7",,,,,"  283",",,7,0800",,
"USC00414775","2018-05-15","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  322",",,7","  178",",,7",,,,,"  189",",,7,0800",,
"USC00414775","2018-05-16","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  322",",,7","  128",",,7",,,,,"  217",",,7,0800",,
"USC00414775","2018-05-17","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  367",",,7","  189",",,7",,,,,"  189",",,7,0800",,
"USC00414775","2018-05-18","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  367",",,7","  178",",,7",,,,,"  178",",,7,0800",,
"USC00414775","2018-05-19","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  350",",,7","  144",",,7",,,,,"  178",",,7,0800",,
"USC00414775","2018-05-20","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  356",",,7","  150",",,7",,,,,"  150",",,7,0800",,
"USC00414775","2018-05-21","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  350",",,7","  150",",,7",,,,,"  178",",,7,0800",,
"USC00414775","2018-05-22","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  339",",,7","  156",",,7",,,,,"  206",",,7,0800",,
"USC00414775","2018-05-23","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  306",",,7","  178",",,7",,,,,"  189",",,7,0800",,
"USC00414775","2018-05-24","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  322",",,7","  106",",,7",,,,,"  161",",,7,0800",,
"USC00414775","2018-05-25","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  339",",,7","  161",",,7",,,,,"  217",",,7,0800",,
"USC00414775","2018-05-26","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  378",",,7","  194",",,7",,,,,"  222",",,7,0800",,
"USC00414775","2018-05-27","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  394",",,7","  222",",,7",,,,,"  256",",,7,0800",,
"USC00414775","2018-05-28","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  400",",,7","  217",",,7",,,,,"  344",",,7,0800",,
"USC00414775","2018-05-29","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  389",",,7","  194",",,7",,,,,"  206",",,7,0800",,
"USC00414775","2018-05-30","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  389",",,7","  183",",,7",,,,,"  211",",,7,0800",,
"USC00414775","2018-05-31","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  406",",,7","  211",",,7",,,,,"  233",",,7,0800",,
"USC00414775","2018-06-01","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  406",",,7","  206",",,7",,,,,"  250",",,7,0800",,
"USC00414775","2018-06-02","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  417",",,7","  250",",,7",,,,,"  344",",,7,0800",,
"USC00414775","2018-06-03","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  378",",,7","  161",",,7",,,,,"  167",",,7,0800",,
"USC00414775","2018-06-04","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  383",",,7","  167",",,7",,,,,"  172",",,7,0800",,
"USC00414775","2018-06-05","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  383",",,7","  167",",,7",,,,,"  172",",,7,0800",,
"USC00414775","2018-06-06","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  394",",,7","  172",",,7",,,,,"  256",",,7,0800",,
"USC00414775","2018-06-07","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  383",",,7","  217",",,7",,,,,"  233",",,7,0800",,
"USC00414775","2018-06-08","31.8409","-103.0889","862.6","KERMIT, TX US",,,,,,,"  378",",,7","  222",",,7",,,,,"  222",",,7,0800",,
