"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00063039","2017-10-30","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  256",",,a","  161",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-10-31","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  137",",,a","   36",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-01","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    4",",,a","  192",",,a","   39",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-02","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  189",",,a","   61",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-03","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  226",",,a","   94",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-04","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   16",",,a","  104",",,a","   90",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-05","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   66",",,a","  123",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-06","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  112",",,a","  167",",,a","   78",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-07","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   20",",,a","  171",",,a","   51",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-08","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   40",",,a","  152",",,a","   61",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-09","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    2",",,a","  194",",,a","   54",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-10","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  207",",,a","   66",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-11","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  193",",,a","   78",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-12","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  200",",,a","   83",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-13","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  187",",,a","   94",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-14","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  200",",,a","   76",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-15","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  231",",,a","   88",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-16","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  194",",,a","  113",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-17","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   24",",,a","  176",",,a","  123",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-18","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  180",",,a","  137",",,a","  119",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-19","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  304",",,a","  188",",,a","  110",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-20","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   28",",,a","  173",",,a","   80",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-21","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   12",",,a","  191",",,a","   94",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-22","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  200",",,a","  102",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-23","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  222",",,a","   99",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-24","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    2",",,a","  252",",,a","  123",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-25","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    8",",,a","  252",",,a","  129",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-26","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  253",",,a","  120",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-27","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   18",",,a","  224",",,a","  138",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-28","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   26",",,a","  228",",,a","  134",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-29","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   10",",,a","  220",",,a","  144",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-11-30","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   14",",,a","  254",",,a","  134",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-01","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  268",",,a","  154",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-02","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  200",",,a","  188",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-03","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  124",",,a","  186",",,a","  100",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-04","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  136",",,a","   88",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-05","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   74",",,a","  180",",,a","   98",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-06","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  158",",,a","  176",",,a","  101",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-07","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   16",",,a","  240",",,a","  121",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-08","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  242",",,a","  127",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-09","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   58",",,a","  204",",,a","  102",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-10","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  241",",,a","  111",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-11","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  262",",,a","  147",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-12","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  261",",,a","  132",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-13","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  311",",,a","  170",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-14","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  324",",,a","  216",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-15","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  230",",,a","  184",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-16","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    8",",,a","  320",",,a","  173",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-17","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   40",",,a","  262",",,a","  156",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-18","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   10",",,a","  312",",,a","  157",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-19","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  338",",,a","  199",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-20","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  316",",,a","  234",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-21","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  164",",,a","  136",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-22","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   58",",,a","  227",",,a","  144",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-23","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    6",",,a","  302",",,a","  148",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-24","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  313",",,a","  196",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-25","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   64",",,a","  128",",,a","  119",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-26","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  104",",,a","  139",",,a","  111",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-27","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   88",",,a","  204",",,a","  122",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-28","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  272",",,a","  131",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-29","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  297",",,a","  183",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-30","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   80",",,a","  266",",,a","  177",",,a",,,,,,,,,,,,,,
"ASN00063039","2017-12-31","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  237",",,a","  143",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-01","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  282",",,a","  150",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-02","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  261",",,a","  131",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-03","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   38",",,a","  211",",,a","  138",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-04","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  223",",,a","  116",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-05","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  277",",,a","  123",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-06","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  336",",,a","  174",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-07","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  367",",,a","  244",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-08","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    4",",,a","  324",",,a","  200",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-09","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","  190",",,a","  266",",,a","  167",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-10","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   74",",,a","  160",",,a","  136",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-11","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   16",",,a","  248",",,a","  124",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-12","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  302",",,a","  149",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-13","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  223",",,a","  191",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-14","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   12",",,a","  184",",,a","   77",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-15","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  240",",,a","   77",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-16","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  214",",,a","   88",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-17","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  256",",,a","   81",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-18","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  300",",,a","  110",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-19","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  346",",,a","  173",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-20","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  330",",,a","  167",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-21","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  330",",,a","  180",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-22","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    0",",,a","  346",",,a","  213",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-23","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   12",",,a","  272",",,a","  209",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-24","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","    6",",,a",,,"  167",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-25","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS",,,,,,,,,,,"    2",",,a",,,,,,,"  308",",,a"
"ASN00063039","2018-01-26","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS",,,"  300",",,a",,,"    2",",,a","    2",",,a",,,"    2",",,a","  116",",,a","  166",",,a",,
"ASN00063039","2018-01-27","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   46",",,a","  267",",,a","  172",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-28","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   10",",,a","  261",",,a","  182",",,a",,,,,,,,,,,,,,
"ASN00063039","2018-01-29","-33.7122","150.3087","1015.0","KATOOMBA MURRI ST, AS","   44",",,a","  272",",,a","  152",",,a",,,,,,,,,,,,,,
