"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00014040","2018-07-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  310",",,S","  193",",,S",,,,,,,,,,,,,"  253","H,,S"
"ASN00014040","2018-07-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  323",",,S",,,,,,,,,,,,,,,"  248","H,,S"
"ASN00014040","2018-07-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  317",",,S",,,,,,,,,,,,,,,"  243","H,,S"
"ASN00014040","2018-07-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  310",",,S",,,,,,,,,,,,,,,"  228","H,,S"
"ASN00014040","2018-07-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  308",",,S","  170",",,S",,,,,,,,,,,,,"  237","H,,S"
"ASN00014040","2018-07-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  168",",,S",,,,,,,,,,,,,"  239","H,,S"
"ASN00014040","2018-07-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  300",",,S","  179",",,S",,,,,,,,,,,,,"  246","H,,S"
"ASN00014040","2018-07-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  320",",,S","  189",",,S",,,,,,,,,,,,,"  253","H,,S"
"ASN00014040","2018-07-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S","  323",",,S",,,,,,,,,,,,,,,"  244","H,,S"
"ASN00014040","2018-07-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  326",",,S","  182",",,S",,,,,,,,,,,,,"  263","H,,S"
"ASN00014040","2018-07-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  209",",,S",,,,,,,,,,,,,"  266","H,,S"
"ASN00014040","2018-07-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  338",",,S","  229",",,S",,,,,,,,,,,,,"  269","H,,S"
"ASN00014040","2018-07-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  333",",,S",,,,,,,,,,,,,,,"  249","H,,S"
"ASN00014040","2018-07-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  330",",,S",,,,,,,,,,,,,,,"  234","H,,S"
"ASN00014040","2018-07-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  322",",,S","  153",",,S",,,,,,,,,,,,,"  234","H,,S"
"ASN00014040","2018-07-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  313",",,S","  161",",,S",,,,,,,,,,,,,"  244","H,,S"
"ASN00014040","2018-07-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  309",",,S","  197",",,S",,,,,,,,,,,,,"  251","H,,S"
"ASN00014040","2018-07-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  310",",,S","  206",",,S",,,,,,,,,,,,,"  257","H,,S"
"ASN00014040","2018-07-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  299",",,S",,,,,,,,,,,,,,,"  252","H,,S"
"ASN00014040","2018-07-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  302",",,S","  211",",,S",,,,,,,,,,,,,"  258","H,,S"
"ASN00014040","2018-07-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  314",",,S",,,,,,,,,,,,,,,"  259","H,,S"
"ASN00014040","2018-07-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  320",",,S","  211",",,S",,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","2018-07-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  323",",,S",,,,,,,,,,,,,,,"  255","H,,S"
"ASN00014040","2018-08-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  323",",,S","  200",",,S",,,,,,,,,,,,,"  252","H,,S"
"ASN00014040","2018-08-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  308",",,S","  200",",,S",,,,,,,,,,,,,"  254","H,,S"
"ASN00014040","2018-08-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  213",",,S",,,,,,,,,,,,,"  260","H,,S"
"ASN00014040","2018-08-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  326",",,S",,,,,,,,,,,,,,,"  265","H,,S"
"ASN00014040","2018-08-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  318",",,S","  209",",,S",,,,,,,,,,,,,"  264","H,,S"
"ASN00014040","2018-08-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  275","H,,S"
"ASN00014040","2018-08-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  340",",,S",,,,,,,,,,,,,,,"  261","H,,S"
"ASN00014040","2018-08-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  335",",,S",,,,,,,,,,,,,,,"  262","H,,S"
"ASN00014040","2018-08-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  328",",,S",,,,,,,,,,,,,,,"  249","H,,S"
"ASN00014040","2018-08-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  318",",,S","  177",",,S",,,,,,,,,,,,,"  257","H,,S"
"ASN00014040","2018-08-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  322",",,S",,,,,,,,,,,,,,,"  250","H,,S"
"ASN00014040","2018-08-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  322",",,S","  175",",,S",,,,,,,,,,,,,"  263","H,,S"
"ASN00014040","2018-08-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S",,,,,,,,,,,,,,,,,"  243","H,,S"
"ASN00014040","2018-08-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  321",",,S",,,,,,,,,,,,,,,"  248","H,,S"
"ASN00014040","2018-08-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  308",",,S","  172",",,S",,,,,,,,,,,,,"  251","H,,S"
"ASN00014040","2018-08-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  322",",,S","  199",",,S",,,,,,,,,,,,,"  257","H,,S"
"ASN00014040","2018-08-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  308",",,S",,,,,,,,,,,,,,,"  255","H,,S"
"ASN00014040","2018-08-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  314",",,S","  201",",,S",,,,,,,,,,,,,"  256","H,,S"
"ASN00014040","2018-08-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  335",",,S","  206",",,S",,,,,,,,,,,,,"  270","H,,S"
"ASN00014040","2018-08-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  331",",,S",,,,,,,,,,,,,,,"  255","H,,S"
"ASN00014040","2018-08-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  247","H,,S"
"ASN00014040","2018-08-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  300",",,S","  187",",,S",,,,,,,,,,,,,"  251","H,,S"
"ASN00014040","2018-08-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  303",",,S",,,,,,,,,,,,,,,"  253","H,,S"
"ASN00014040","2018-08-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  309",",,S",,,,,,,,,,,,,,,"  253","H,,S"
"ASN00014040","2018-08-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  337",",,S","  184",",,S",,,,,,,,,,,,,"  264","H,,S"
"ASN00014040","2018-08-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  200",",,S",,,,,,,,,,,,,"  263","H,,S"
"ASN00014040","2018-08-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  331",",,S","  215",",,S",,,,,,,,,,,,,"  270","H,,S"
"ASN00014040","2018-08-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  326",",,S",,,,,,,,,,,,,,,"  262","H,,S"
"ASN00014040","2018-08-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  323",",,S","  200",",,S",,,,,,,,,,,,,"  261","H,,S"
"ASN00014040","2018-08-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  310",",,S","  203",",,S",,,,,,,,,,,,,"  264","H,,S"
"ASN00014040","2018-08-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  318",",,S","  206",",,S",,,,,,,,,,,,,"  264","H,,S"
"ASN00014040","2018-09-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  311",",,S","  214",",,S",,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","2018-09-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  317",",,S","  222",",,S",,,,,,,,,,,,,"  269","H,,S"
"ASN00014040","2018-09-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  345",",,S",,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","2018-09-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  347",",,S","  219",",,S",,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","2018-09-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  336",",,S",,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","2018-09-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  318",",,S","  217",",,S",,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","2018-09-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  226",",,S",,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","2018-09-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  332",",,S","  230",",,S",,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","2018-09-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  330",",,S","  230",",,S",,,,,,,,,,,,,"  280","H,,S"
"ASN00014040","2018-09-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  350",",,S",,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","2018-09-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  332",",,S","  224",",,S",,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","2018-09-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  329",",,S","  228",",,S",,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","2018-09-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,"  315",",,S","  225",",,S",,,,,,,,,,,,,"  273","H,,S"
"ASN00014040","2018-09-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  330",",,S",,,,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","2018-09-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,"  329",",,S","  227",",,S",,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","2018-09-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,"  233",",,S",,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","2018-09-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  252","H,,S"
"ASN00014040","2018-09-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  328",",,S","  220",",,S",,,,,,,,,,,,,"  277","H,,S"
"ASN00014040","2018-09-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  337",",,S",,,,,,,,,,,,,,,"  278","H,,S"
"ASN00014040","2018-09-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  349",",,S",,,,,,,,,,,,,,,"  279","H,,S"
"ASN00014040","2018-09-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  218",",,S",,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","2018-09-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,"  360",",,S","  229",",,S",,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","2018-09-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  300",",,S",,,,,,,,,,,,,,,,,"  254","H,,S"
"ASN00014040","2018-09-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  343",",,S","  237",",,S",,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","2018-09-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   30",",,S","  340",",,S",,,,,,,,,,,,,,,"  283","H,,S"
"ASN00014040","2018-09-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S","  326",",,S","  228",",,S",,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","2018-09-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5","D,,S","  347",",,S",,,,,,,,,,,,,,,"  282","H,,S"
"ASN00014040","2018-09-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  349",",,S",,,,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","2018-09-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  274","H,,S"
"ASN00014040","2018-10-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  326",",,S","  220",",,S",,,,,,,,,,,,,"  276","H,,S"
"ASN00014040","2018-10-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  332",",,S","  232",",,S",,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","2018-10-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  342",",,S","  239",",,S",,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","2018-10-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  327",",,S","  238",",,S",,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","2018-10-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  331",",,S",,,,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","2018-10-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  336",",,S",,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","2018-10-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  334",",,S",,,,,,,,,,,,,,,"  289","H,,S"
"ASN00014040","2018-10-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S","  356",",,S",,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","2018-10-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  351",",,S","  231",",,S",,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","2018-10-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  351",",,S","  238",",,S",,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","2018-10-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  352",",,S",,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","2018-10-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  348",",,S","  236",",,S",,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","2018-10-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  331",",,S","  263",",,S",,,,,,,,,,,,,"  294","H,,S"
"ASN00014040","2018-10-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  338",",,S","  266",",,S",,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","2018-10-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  342",",,S",,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","2018-10-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  324",",,S",,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","2018-10-17","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  342",",,S","  253",",,S",,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","2018-10-18","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  338",",,S","  254",",,S",,,,,,,,,,,,,"  295","H,,S"
"ASN00014040","2018-10-19","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   18",",,S",,,"  261",",,S",,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","2018-10-20","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   13",",,S","  347",",,S","  265",",,S",,,,,,,,,,,,,"  300","H,,S"
"ASN00014040","2018-10-21","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","2018-10-22","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,,,,,,,,,,,,,,,,,"  304","H,,S"
"ASN00014040","2018-10-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,"  348",",,S","  277",",,S",,,,,,,,,,,,,"  302","H,,S"
"ASN00014040","2018-10-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS",,,"  354",",,S",,,,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","2018-10-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  277",",,S",,,,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","2018-10-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","2018-10-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  341",",,S","  260",",,S",,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","2018-10-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","2018-10-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  355",",,S","  258",",,S",,,,,,,,,,,,,"  300","H,,S"
"ASN00014040","2018-10-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  351",",,S","  259",",,S",,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","2018-10-31","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  362",",,S","  260",",,S",,,,,,,,,,,,,"  307","H,,S"
"ASN00014040","2018-11-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   71",",,S","  373",",,S",,,,,,,,,,,,,,,"  299","H,,S"
"ASN00014040","2018-11-02","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S",,,"  268",",,S",,,,,,,,,,,,,"  311","H,,S"
"ASN00014040","2018-11-03","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S","  347",",,S",,,,,,,,,,,,,,,"  295","H,,S"
"ASN00014040","2018-11-04","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  150",",,S","  327",",,S",,,,,,,,,,,,,,,"  285","H,,S"
"ASN00014040","2018-11-05","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S",,,"  233",",,S",,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","2018-11-06","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   61",",,S","  348",",,S",,,,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","2018-11-07","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    5",",,S","  344",",,S","  253",",,S",,,,,,,,,,,,,"  296","H,,S"
"ASN00014040","2018-11-08","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   61",",,S","  348",",,S",,,,,,,,,,,,,,,"  287","H,,S"
"ASN00014040","2018-11-09","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  191",",,S","  340",",,S","  233",",,S",,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","2018-11-10","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  341",",,S","  239",",,S",,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","2018-11-11","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  325",",,S",,,,,,,,,,,,,,,"  284","H,,S"
"ASN00014040","2018-11-12","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  353",",,S","  257",",,S",,,,,,,,,,,,,"  311","H,,S"
"ASN00014040","2018-11-13","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S","  338",",,S",,,,,,,,,,,,,,,"  298","H,,S"
"ASN00014040","2018-11-14","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  729",",,S","  351",",,S",,,,,,,,,,,,,,,"  292","H,,S"
"ASN00014040","2018-11-15","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   20",",,S","  337",",,S","  224",",,S",,,,,,,,,,,,,"  281","H,,S"
"ASN00014040","2018-11-16","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  342",",,S","  243",",,S",,,,,,,,,,,,,"  306","H,,S"
"ASN00014040","2018-11-23","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  119",",,S",,,,,,,,,,,,,,,,,"  267","H,,S"
"ASN00014040","2018-11-24","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  339",",,S","  224",",,S",,,,,,,,,,,,,"  297","H,,S"
"ASN00014040","2018-11-25","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  340",",,S","  259",",,S",,,,,,,,,,,,,"  307","H,,S"
"ASN00014040","2018-11-26","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   99",",,S","  324",",,S",,,,,,,,,,,,,,,"  291","H,,S"
"ASN00014040","2018-11-27","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","   10",",,S","  344",",,S","  249",",,S",,,,,,,,,,,,,"  306","H,,S"
"ASN00014040","2018-11-28","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  279",",,S","  341",",,S",,,,,,,,,,,,,,,"  286","H,,S"
"ASN00014040","2018-11-29","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","  150",",,S",,,"  226",",,S",,,,,,,,,,,,,"  288","H,,S"
"ASN00014040","2018-11-30","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    3",",,S","  340",",,S",,,,,,,,,,,,,,,"  301","H,,S"
"ASN00014040","2018-12-01","-12.4227","130.8844","30.0","DARWIN AIRPORT COMPARISON, AS","    0",",,S","  344",",,S","  262",",,S",,,,,,,,,,,,,"  312","H,,S"
