"USC00050945","2018-07-05","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-06","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-07","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-08","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-09","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-10","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-11","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-12","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-13","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US","    5",",,N,","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-14","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-15","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-16","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-17","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-18","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-19","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-20","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-21","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-22","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-23","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US","    3",",,N,","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00050945","2018-07-24","40.63439","-104.32856","1481.9","BRIGGSDALE, CO US","    0",",,7,","    0",",,7,","    0",",,7,","  328",",,7","  139",",,7",,,,,,,,,"  178",",,7,",,,,,,,,,,,,,,,,
