"USC00145152","2018-07-07","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  217",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-08","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-09","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  178",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-10","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  206",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-11","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-12","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  228",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-13","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  239",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-14","38.3772","-97.6097","463.3","MCPHERSON, KS US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-15","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-16","38.3772","-97.6097","463.3","MCPHERSON, KS US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-17","38.3772","-97.6097","463.3","MCPHERSON, KS US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  211",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-18","38.3772","-97.6097","463.3","MCPHERSON, KS US","  594",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-19","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-20","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  222",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-21","38.3772","-97.6097","463.3","MCPHERSON, KS US","   56",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  194",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-22","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-23","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-24","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-25","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-26","38.3772","-97.6097","463.3","MCPHERSON, KS US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00145152","2018-07-27","38.3772","-97.6097","463.3","MCPHERSON, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  156",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
