"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00426644","2018-05-23","40.6557","-111.5054","2103.1","PARK CITY, UT US","   13",",,7,0930","    0",",,7,0930","    0",",,7,0930","  167",",,7","   33",",,7",,,,,,,,,"  100",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-24","40.6557","-111.5054","2103.1","PARK CITY, UT US","    0",",,7,0930","    0",",,7,0930","    0",",,7,0930","  178",",,7","   56",",,7",,,,,,,,,"  122",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-25","40.6557","-111.5054","2103.1","PARK CITY, UT US","    0",",,7,0930","    0",",,7,0930","    0",",,7,0930","  222",",,7","   67",",,7",,,,,,,,,"  144",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-26","40.6557","-111.5054","2103.1","PARK CITY, UT US","    0",",,7,0930","    0",",,7,0930","    0",",,7,0930","  256",",,7","   72",",,7",,,,,,,,,"  178",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-27","40.6557","-111.5054","2103.1","PARK CITY, UT US","   13",",,7,0930","    0",",,7,0930","    0",",,7,0930","  222",",,7","   78",",,7",,,,,,,,,"  111",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-28","40.6557","-111.5054","2103.1","PARK CITY, UT US",,,"    0",",,7,0930","    0",",,7,0930","  150",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00426644","2018-05-29","40.6557","-111.5054","2103.1","PARK CITY, UT US",,,"    0",",,7,0930","    0",",,7,0930","  156",",,7","   39",",,7","    2",",,7",,,"    5",",,7",,,"   78",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-30","40.6557","-111.5054","2103.1","PARK CITY, UT US","    0",",,7,0930","    0",",,7,0930","    0",",,7,0930","  183",",,7","   44",",,7",,,,,,,,,"  133",",,7,0930",,,,,,,,,,
"USC00426644","2018-05-31","40.6557","-111.5054","2103.1","PARK CITY, UT US","    0",",,7,0930","    0",",,7,0930","    0",",,7,0930","  233",",,7","   72",",,7",,,,,,,,,"  178",",,7,0930",,,,,,,,,,
"USC00426644","2018-06-01","40.6557","-111.5054","2103.1","PARK CITY, UT US","    3",",,7,0930","    0",",,7,0930","    0",",,7,0930","  233",",,7","   61",",,7",,,,,,,,,"  100",",,7,0930",,,,,,,,,,
