"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00477964","2018-07-06","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  317",",,7","  167",",,7",,,,,"  194",",,7,0700"
"USC00477964","2018-07-07","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  217",",,7","  139",",,7",,,,,"  206",",,7,0700"
"USC00477964","2018-07-08","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  256",",,7","  150",",,7",,,,,"  200",",,7,0700"
"USC00477964","2018-07-09","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  272",",,7","  183",",,7",,,,,"  217",",,7,0700"
"USC00477964","2018-07-10","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  328",",,7","  211",",,7",,,,,"  228",",,7,0700"
"USC00477964","2018-07-11","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  283",",,7","  206",",,7",,,,,"  228",",,7,0700"
"USC00477964","2018-07-12","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  256",",,7","  200",",,7",,,,,"  222",",,7,0700"
"USC00477964","2018-07-13","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  311",",,7","  222",",,7",,,,,"  250",",,7,0700"
"USC00477964","2018-07-14","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","   30",",,7,0700","    0",",,7","    0",",,7,0700","  300",",,7","  211",",,7",,,,,"  222",",,7,0700"
"USC00477964","2018-07-15","42.9011","-87.8494","198.1","SOUTH MILWAUKEE WWTP, WI US","    3",",,7,0700","    0",",,7","    0",",,7,0700","  300",",,7","  206",",,7",,,,,"  222",",,7,0700"
