"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00362190","2017-04-18","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   50",",,7",,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-19","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","   56",",,7",,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-20","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","  130",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","  150",",,7",,,,,,,,,"  156",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00362190","2017-04-21","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","   53",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  156",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-22","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  217",",,7","   72",",,7",,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-23","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  128",",,7","   28",",,7",,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-24","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","   33",",,7",,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-25","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","   30",",,7,0700","    0",",,7,","    0",",,7,0700","  161",",,7","   89",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-26","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   89",",,7",,,,,,,,,"  100",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00362190","2017-04-27","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  261",",,7","   94",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-04-28","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","   30",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","   89",",,7",,,,,,,,,"  100",",,7,0700","    1",",,7",,,,,,,,,,,,,,
"USC00362190","2017-04-29","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","  104",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","   94",",,7",,,,,,,,,"  178",",,7,0700",,,"    1",",,7",,,,,,,,,,,,
"USC00362190","2017-04-30","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","   51",",,7,0700","    0",",,7,","    0",",,7,0700","  261",",,7","  144",",,7",,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-05-01","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  311",",,7","  156",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-05-02","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","  191",",,7,0700","    0",",,7,","    0",",,7,0700","  283",",,7","  100",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00362190","2017-05-03","40.1636","-79.8694","232.3","DONORA 1 SW, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   89",",,7",,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,
