"USC00452675","2017-09-29","47.9752","-122.195","18.3","EVERETT, WA US","    0",",,7,0800",,,,,"  311",",,7","  100",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-02","47.9752","-122.195","18.3","EVERETT, WA US",,,,,,,"  222",",,7","   72",",,7","    3",",,7",,,"   43",",,7",,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-03","47.9752","-122.195","18.3","EVERETT, WA US","    5",",,7,0800",,,,,"  178",",,7","   50",",,7",,,,,,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-04","47.9752","-122.195","18.3","EVERETT, WA US","    0",",,7,0800",,,,,"  183",",,7","   44",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-05","47.9752","-122.195","18.3","EVERETT, WA US","    5",",,7,0800",,,,,"  194",",,7","   39",",,7",,,,,,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-06","47.9752","-122.195","18.3","EVERETT, WA US","    0",",,7,0800",,,,,"  206",",,7","   39",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-09","47.9752","-122.195","18.3","EVERETT, WA US",,,,,,,"  178",",,7","   39",",,7","    3",",,7",,,"  104",",,7",,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-10","47.9752","-122.195","18.3","EVERETT, WA US","    3",",,7,0800",,,,,"  189",",,7","   39",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-11","47.9752","-122.195","18.3","EVERETT, WA US","   41",",,7,0800",,,,,"  128",",,7","   56",",,7",,,,,,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-12","47.9752","-122.195","18.3","EVERETT, WA US","    3",",,7,0800",,,,,"  144",",,7","   67",",,7",,,,,,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-13","47.9752","-122.195","18.3","EVERETT, WA US","  135",",,7,0800",,,,,"  100",",,7","   61",",,7",,,,,,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-16","47.9752","-122.195","18.3","EVERETT, WA US",,,,,,,"  167",",,7","   28",",,7","    3",",,7",,,"   33",",,7",,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-17","47.9752","-122.195","18.3","EVERETT, WA US","    5",",,7,0800",,,,,"  178",",,7","   44",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00452675","2017-10-18","47.9752","-122.195","18.3","EVERETT, WA US","   56",",,7,0800",,,,,"  167",",,7","   72",",,7",,,,,,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
