"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF000570480","2018-06-20","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  173",",,S","   43",",,S",,,"  102","H,,S"
"SF000570480","2018-06-21","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  216",",,S","   53",",,S",,,"  124","H,,S"
"SF000570480","2018-06-22","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  216",",,S","   59",",,S",,,"  112","H,,S"
"SF000570480","2018-06-23","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  241",",,S","   63",",,S",,,"  140","H,,S"
"SF000570480","2018-06-24","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  241",",,S","   62",",,S",,,"  109","H,,S"
"SF000570480","2018-06-25","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  177",",,S","   39",",,S",,,"   99","H,,S"
"SF000570480","2018-06-26","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  241",",,S","   75",",,S",,,"  157","H,,S"
"SF000570480","2018-06-27","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  241",",,S","   88",",,S",,,"  126","H,,S"
"SF000570480","2018-06-28","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  192",",,S","   37",",,S",,,"   88","H,,S"
"SF000570480","2018-06-29","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  181",",,S","   50",",,S",,,"  117","H,,S"
"SF000570480","2018-06-30","-33.283","26.5","642.0","GRAHAMSTOWN, SF","   51",",,S","  181",",,S","   84",",,S",,,"  116","H,,S"
"SF000570480","2018-07-01","-33.283","26.5","642.0","GRAHAMSTOWN, SF","    3",",,S","  245",",,S","   78",",,S",,,"  156","H,,S"
"SF000570480","2018-07-02","-33.283","26.5","642.0","GRAHAMSTOWN, SF","    0",",,S","  245",",,S","   47",",,S",,,"   79","H,,S"
"SF000570480","2018-07-03","-33.283","26.5","642.0","GRAHAMSTOWN, SF","    5",",,S","  119",",,S","   22",",,S",,,"   71","H,,S"
"SF000570480","2018-07-04","-33.283","26.5","642.0","GRAHAMSTOWN, SF","    0",",,S","  168",",,S","   17",",,S",,,"  101","H,,S"
"SF000570480","2018-07-05","-33.283","26.5","642.0","GRAHAMSTOWN, SF","   10",",,S","  183",",,S","   28",",,S",,,"  101","H,,S"
"SF000570480","2018-07-06","-33.283","26.5","642.0","GRAHAMSTOWN, SF","    0",",,S","  203",",,S","   76",",,S",,,"  122","H,,S"
"SF000570480","2018-07-07","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  209",",,S","   23",",,S",,,"  128","H,,S"
"SF000570480","2018-07-08","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  224",",,S","   92",",,S",,,"  149","H,,S"
"SF000570480","2018-07-09","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  229",",,S","   90",",,S",,,"  152","H,,S"
"SF000570480","2018-07-10","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  229",",,S","   85",",,S",,,"  152","H,,S"
"SF000570480","2018-07-11","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  240",",,S","  109",",,S",,,"  166","H,,S"
"SF000570480","2018-07-12","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  255",",,S","  116",",,S",,,"  174","H,,S"
"SF000570480","2018-07-13","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  255",",,S","   60",",,S",,,"   89","H,,S"
"SF000570480","2018-07-14","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"   99",",,S","   32",",,S",,,"   64","H,,S"
"SF000570480","2018-07-15","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  117",",,S","   46",",,S",,,"   77","H,,S"
"SF000570480","2018-07-16","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  155",",,S","   46",",,S",,,"   97","H,,S"
"SF000570480","2018-07-17","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  213",",,S","   86",",,S",,,"  147","H,,S"
"SF000570480","2018-07-18","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  224",",,S","  114",",,S",,,"  161","H,,S"
"SF000570480","2018-07-19","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  231",",,S","  103",",,S",,,"  163","H,,S"
"SF000570480","2018-07-20","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  231",",,S","  110",",,S",,,"  164","H,,S"
"SF000570480","2018-07-21","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  231",",,S","   96",",,S",,,"  172","H,,S"
"SF000570480","2018-07-22","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  240",",,S","   95",",,S",,,"  166","H,,S"
"SF000570480","2018-07-23","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  246",",,S","  127",",,S",,,"  186","H,,S"
"SF000570480","2018-07-24","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  255",",,S","  118",",,S",,,"  189","H,,S"
"SF000570480","2018-07-25","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  255",",,S","  118",",,S",,,"  157","H,,S"
"SF000570480","2018-07-26","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  238",",,S","   99",",,S",,,"  153","H,,S"
"SF000570480","2018-07-27","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  233",",,S","   88",",,S",,,"  146","H,,S"
"SF000570480","2018-07-28","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  226",",,S","   84",",,S",,,"  119","H,,S"
"SF000570480","2018-07-29","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  189",",,S","   62",",,S",,,"  119","H,,S"
"SF000570480","2018-07-30","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  189",",,S","   66",",,S",,,"  112","H,,S"
"SF000570480","2018-07-31","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  222",",,S","   63",",,S",,,"  135","H,,S"
"SF000570480","2018-08-01","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  222",",,S","   91",",,S",,,"  118","H,,S"
"SF000570480","2018-08-02","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  173",",,S","   71",",,S",,,"  102","H,,S"
"SF000570480","2018-08-03","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  151",",,S","   57",",,S",,,"   99","H,,S"
"SF000570480","2018-08-04","-33.283","26.5","642.0","GRAHAMSTOWN, SF",,,"  186",",,S","   85",",,S",,,"  124","H,,S"
