"CA001063303","2018-05-24","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","    0",",,C","  129",",,C","   87",",,C",,,"  108",",,C","    0",",,C","    0",",,C"
"CA001063303","2018-05-25","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   50",",,C","  114",",,C","   83",",,C",,,"   99",",,C","   16",",,C","  500",",,C"
"CA001063303","2018-05-26","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   76",",,C","  101",",,C","   78",",,C",,,"   90",",,C","   16",",,C","  720",",,C"
"CA001063303","2018-05-27","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","  444",",,C","  108",",,C","   79",",,C",,,"   94",",,C","   29",",,C","  590",",,C"
"CA001063303","2018-05-28","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   10",",,C","  114",",,C","   78",",,C",,,"   96",",,C","   21",",,C","  410",",,C"
"CA001063303","2018-05-29","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","  140",",,C","  108",",,C","   73",",,C",,,"   91",",,C","   17",",,C","  330",",,C"
"CA001063303","2018-05-30","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","    0",",,C","  130",",,C","   77",",,C",,,"  104",",,C","    0",",,C","    0",",,C"
"CA001063303","2018-05-31","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","    0",",,C","  141",",,C","   76",",,C",,,"  109",",,C","    0",",,C","    0",",,C"
"CA001063303","2018-06-01","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   38",",,C","  110",",,C","   88",",,C",,,"   99",",,C","   16",",,C","  520",",,C"
"CA001063303","2018-06-02","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   38",",,C","  114",",,C","   83",",,C",,,"   98",",,C","   15",",,C","  390",",,C"
"CA001063303","2018-06-03","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   20",",,C","  135",",,C","   86",",,C",,,"  111",",,C","   17",",,C","  330",",,C"
"CA001063303","2018-06-04","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   46",",,C","  104",",,C","   82",",,C",,,"   93",",,C","   16",",,C","  500",",,C"
"CA001063303","2018-06-05","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   10",",,C","  129",",,C","   85",",,C",,,"  107",",,C","    5",",,C","  550",",,C"
"CA001063303","2018-06-06","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   34",",,C","  107",",,C","   95",",,C",,,"  101",",,C","   16",",,C","  590",",,C"
"CA001063303","2018-06-07","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   50",",,C","  138",",,C","   90",",,C",,,"  114",",,C","   16",",,C","  720",",,C"
"CA001063303","2018-06-08","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   16",",,C","  123",",,C","   92",",,C",,,"  108",",,C","   17",",,C","  480",",,C"
"CA001063303","2018-06-09","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","    2",",,C","  142",",,C","   89",",,C",,,"  116",",,C","    0",",,C","    0",",,C"
"CA001063303","2018-06-10","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","    2",",,C","  134",",,C","   95",",,C",,,"  114",",,C","   28",",,C","  430",",,C"
"CA001063303","2018-06-11","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   22",",,C","  121",",,C","   89",",,C",,,"  105",",,C","    0",",,C","    0",",,C"
"CA001063303","2018-06-12","54.5833","-130.7","10.0","GREY ISLET AUT, BC CA","   26",",,C","  121",",,C","   94",",,C",,,"  108",",,C","    6",",,C","  500",",,C"
