"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00207308","2018-05-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","   28",",,7",,,,,,,,,"  133",",,7,0700",,,,
"USC00207308","2018-05-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","   56",",,7",,,,,,,,,"  111",",,7,0700",,,,
"USC00207308","2018-05-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  107",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","   56",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-05-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-05-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  198",",,7,0700","    0",",,7,","    0",",,7,","   78",",,7","   28",",,7",,,,,,,,,"   72",",,7,0700",,,,
"USC00207308","2018-05-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  272",",,7,0700","    0",",,7,","    0",",,7,","  106",",,7","   44",",,7",,,,,,,,,"   83",",,7,0700",,,,
"USC00207308","2018-05-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   51",",,7,0700","    0",",,7,","    0",",,7,","  172",",,7","   44",",,7",,,,,,,,,"  139",",,7,0700",,,,
"USC00207308","2018-05-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  147",",,7,0700","    0",",,7,","    0",",,7,","  250",",,7","  139",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-05-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  233",",,7","   56",",,7",,,,,,,,,"  111",",,7,0700",,,,
"USC00207308","2018-05-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  111",",,7",,,,,,,,,"  194",",,7,0700",,,,
"USC00207308","2018-05-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","   83",",,7",,,,,,,,,"  133",",,7,0700",,,,
"USC00207308","2018-05-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  109",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7",,,,,,,,,,,"  144",",,7,0700",,,,
"USC00207308","2018-05-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-05-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  194",",,7","  100",",,7",,,,,,,,,"  139",",,7,0700",,,,
"USC00207308","2018-05-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  165",",,7,0700","    0",",,7,","    0",",,7,","  194",",,7","  111",",,7",,,,,,,,,"  139",",,7,0700",,,,
"USC00207308","2018-05-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   20",",,7,0700","    0",",,7,","    0",",,7,","  244",",,7","   89",",,7",,,,,,,,,"   94",",,7,0700",,,,
"USC00207308","2018-05-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","   94",",,7",,,,,,,,,"  139",",,7,0700",,,,
"USC00207308","2018-05-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","   83",",,7",,,,,,,,,"  156",",,7,0700",,,,
"USC00207308","2018-05-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-05-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-05-28","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-05-29","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  356",",,7","  172",",,7",,,,,,,,,"  239",",,7,0700",,,,
"USC00207308","2018-05-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  206",",,7",,,,,,,,,"  233",",,7,0700",,,,
"USC00207308","2018-05-31","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   61",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  211",",,7",,,,,,,,,"  239",",,7,0700",,,,
"USC00207308","2018-06-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  156",",,7",,,,,,,,,"  222",",,7,0700",,,,
"USC00207308","2018-06-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  111",",,7",,,,,,,,,"  144",",,7,0700",,,,
"USC00207308","2018-06-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  228",",,7","  111",",,7",,,,,,,,,"  161",",,7,0700",,,,
"USC00207308","2018-06-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  109",",,7,0700","    0",",,7,","    0",",,7,","  244",",,7","  122",",,7",,,,,,,,,"  156",",,7,0700",,,,
"USC00207308","2018-06-05","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   64",",,7,0700","    0",",,7,","    0",",,7,","  228",",,7","  100",",,7",,,,,,,,,"  150",",,7,0700",,,,
"USC00207308","2018-06-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  222",",,7","   94",",,7",,,,,,,,,"  122",",,7,0700",,,,
"USC00207308","2018-06-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  183",",,7",,,,,,,,,"  217",",,7,0700",,,,
"USC00207308","2018-06-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  122",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  156",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-06-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  200",",,7","  100",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-06-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  111",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-06-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  250",",,7","  144",",,7",,,,,,,,,"  250",",,7,0700",,,,
"USC00207308","2018-06-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","   94",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-06-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  356",",,7","  167",",,7",,,,,,,,,"  267",",,7,0700",,,,
"USC00207308","2018-06-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  102",",,7,0700","    0",",,7,","    0",",,7,","  350",",,7","  156",",,7",,,,,,,,,"  206",",,7,0700",,,,
"USC00207308","2018-06-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   33",",,7,0700","    0",",,7,","    0",",,7,","  217",",,7","  111",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-06-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-06-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  256",",,7","  122",",,7",,,,,,,,,"  161",",,7,0700",,,,
"USC00207308","2018-06-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    8",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  161",",,7",,,,,,,,,"  200",",,7,0700",,,,
"USC00207308","2018-06-28","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   23",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  161",",,7",,,,,,,,,"  194",",,7,0700",,,,
"USC00207308","2018-06-29","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  156",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-06-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  211",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-07-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  350",",,7","  183",",,7",,,,,,,,,"  222",",,7,0700",,,,
"USC00207308","2018-07-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  156",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-07-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  328",",,7","  211",",,7",,,,,,,,,"  239",",,7,0700",,,,
"USC00207308","2018-07-05","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   20",",,7,0700","    0",",,7,","    0",",,7,","  339",",,7",,,,,,,,,,,"  289",",,7,0700",,,,
"USC00207308","2018-07-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  344",",,7","  161",",,7",,,,,,,,,"  194",",,7,0700",,,,
"USC00207308","2018-07-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  150",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-07-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7",,,,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-07-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  111",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-07-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  128",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-07-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7","  100",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-07-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  117",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-07-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  356",",,7","  156",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-07-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  254",",,7,0700","    0",",,7,","    0",",,7,","  339",",,7","  122",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-07-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  111",",,7",,,,,,,,,"  167",",,7,0700",,,,
"USC00207308","2018-07-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  117",",,7",,,,,,,,,"  206",",,7,0700",,,,
"USC00207308","2018-07-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    3",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","  144",",,7",,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-07-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  133",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-07-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  144",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-07-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  109",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  156",",,7",,,,,,,,,"  167",",,7,0700",,,,
"USC00207308","2018-07-28","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  100",",,7",,,,,,,,,"  144",",,7,0700",,,,
"USC00207308","2018-07-29","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-07-31","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  424",",,7,0700","    0",",,7,","    0",",,7,","  267",",,7","  128",",,7",,,,,,,,,"  189",",,7,0700",,,,
"USC00207308","2018-08-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   25",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  106",",,7",,,,,,,,,"  156",",,7,0700",,,,
"USC00207308","2018-08-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-05","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7",,,,,,,,,,,"  194",",,7,0700",,,,
"USC00207308","2018-08-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  272",",,7,0700","    0",",,7,","    0",",,7,","  311",",,7","  172",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-08-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   58",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  172",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-08-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  156",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-08-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  117",",,7",,,,,,,,,"  156",",,7,0700",,,,
"USC00207308","2018-08-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   36",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7",,,,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-08-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  306",",,7","  139",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-08-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  139",",,7",,,,,,,,,"  200",",,7,0700",,,,
"USC00207308","2018-08-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   18",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  161",",,7",,,,,,,,,"  206",",,7,0700",,,,
"USC00207308","2018-08-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    5",",,7,0700","    0",",,7,","    0",",,7,","  278",",,7","  150",",,7",,,,,,,,,"  200",",,7,0700",,,,
"USC00207308","2018-08-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  161",",,7",,,,,,,,,"  161",",,7,0700",,,,
"USC00207308","2018-08-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  267",",,7","   83",",,7",,,,,,,,,"  128",",,7,0700",,,,
"USC00207308","2018-08-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   51",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","  206",",,7",,,,,,,,,"  206",",,7,0700",,,,
"USC00207308","2018-08-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-08-28","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  328",",,7","  200",",,7",,,,,,,,,"  233",",,7,0700",,,,
"USC00207308","2018-08-29","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  328",",,7","  139",",,7",,,,,,,,,"  233",",,7,0700",,,,
"USC00207308","2018-08-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  294",",,7","  100",",,7",,,,,,,,,"  150",",,7,0700",,,,
"USC00207308","2018-08-31","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  100",",,7",,,,,,,,,"  150",",,7,0700",,,,
"USC00207308","2018-09-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  283",",,7","  106",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-09-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  107",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7","  172",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-09-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   13",",,7,0700","    0",",,7,","    0",",,7,","  317",",,7","  183",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-09-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  297",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7","  156",",,7",,,,,,,,,"  211",",,7,0700",,,,
"USC00207308","2018-09-05","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  200",",,7",,,,,,,,,"  250",",,7,0700",,,,
"USC00207308","2018-09-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  140",",,7,0700","    0",",,7,","    0",",,7,","  333",",,7","  161",",,7",,,,,,,,,"  206",",,7,0700",,,,
"USC00207308","2018-09-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0","T,,7,0700","    0",",,7,","    0",",,7,","  261",",,7","  133",",,7",,,,,,,,,"  178",",,7,0700",,,,
"USC00207308","2018-09-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  183",",,7","  133",",,7",,,,,,,,,"  133",",,7,0700",,,,
"USC00207308","2018-09-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   13",",,7,0700","    0",",,7,","    0",",,7,","  156",",,7","  100",",,7",,,,,,,,,"  139",",,7,0700",,,,
"USC00207308","2018-09-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   13",",,7,0700","    0",",,7,","    0",",,7,","  183",",,7","  106",",,7",,,,,,,,,"  144",",,7,0700",,,,
"USC00207308","2018-09-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  272",",,7","  111",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-09-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,","    0",",,7,",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    3",",,7,0700","    0",",,7,","    0",",,7,","  322",",,7","  144",",,7",,,,,,,,,"  189",",,7,0700",,,,
"USC00207308","2018-09-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  178",",,7",,,,,,,,,"  183",",,7,0700",,,,
"USC00207308","2018-09-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   74",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,"  228",",,7,0700",,,,
"USC00207308","2018-09-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   56",",,7",,,,,,,,,"  128",",,7,0700",,,,
"USC00207308","2018-09-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US",,,"    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00207308","2018-09-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  180",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  150",",,7",,,,,,,,,"  172",",,7,0700",,,,
