"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00475563","2018-05-31","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  300",",,7","  178",",,7",,,,,"  272",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-01","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  172",",,7",,,,,"  244",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-02","44.5647","-91.6719","253.0","MONDOVI, WI US","   20",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","  122",",,7",,,,,"  200",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-03","44.5647","-91.6719","253.0","MONDOVI, WI US","   13",",,7,1700","    0",",,7,1700","    0",",,7,1700","  211",",,7","  128",",,7",,,,,"  172",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-04","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","   72",",,7",,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-05","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  133",",,7",,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-06","44.5647","-91.6719","253.0","MONDOVI, WI US","    8",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  150",",,7",,,,,"  261",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-07","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  128",",,7",,,,,"  261",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-08","44.5647","-91.6719","253.0","MONDOVI, WI US","   10",",,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  172",",,7",,,,,"  217",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-09","44.5647","-91.6719","253.0","MONDOVI, WI US","  142",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","  167",",,7",,,,,"  228",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-10","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  256",",,7","  172",",,7",,,,,"  233",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-11","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  278",",,7","  172",",,7",,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-12","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","  189",",,7",,,,,"  250",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-13","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  278",",,7","  128",",,7",,,,,"  267",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-14","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  133",",,7",,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-15","44.5647","-91.6719","253.0","MONDOVI, WI US","   10",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  189",",,7",,,,,"  267",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-16","44.5647","-91.6719","253.0","MONDOVI, WI US","  124",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  200",",,7",,,,,"  272",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-17","44.5647","-91.6719","253.0","MONDOVI, WI US","   64",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  256",",,7",,,,,"  283",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-18","44.5647","-91.6719","253.0","MONDOVI, WI US","  770",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  200",",,7",,,,,"  239",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00475563","2018-06-19","44.5647","-91.6719","253.0","MONDOVI, WI US","   86",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","  150",",,7",,,,,"  206",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-20","44.5647","-91.6719","253.0","MONDOVI, WI US","    8",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","  167",",,7",,,,,"  239",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-21","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  256",",,7","  172",",,7",,,,,"  233",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-22","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  156",",,7",,,,,"  267",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-23","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  133",",,7",,,,,"  272",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-24","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  150",",,7",,,,,"  294",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-25","44.5647","-91.6719","253.0","MONDOVI, WI US","    8",",,7,1700","    0",",,7,1700","    0",",,7,1700","  300",",,7","  178",",,7",,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-26","44.5647","-91.6719","253.0","MONDOVI, WI US","   18",",,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  172",",,7",,,,,"  222",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-27","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  172",",,7",,,,,"  244",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-28","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  311",",,7","  156",",,7",,,,,"  289",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-29","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  361",",,7","  217",",,7",,,,,"  344",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-06-30","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  250",",,7",,,,,"  250",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-01","44.5647","-91.6719","253.0","MONDOVI, WI US","   64",",,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  194",",,7",,,,,"  200",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-02","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  122",",,7",,,,,"  300",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-03","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  172",",,7",,,,,"  294",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-04","44.5647","-91.6719","253.0","MONDOVI, WI US","  107",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  200",",,7",,,,,"  206",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-05","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  200",",,7",,,,,"  272",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-06","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  111",",,7",,,,,"  267",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-07","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  133",",,7",,,,,"  278",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-08","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  161",",,7",,,,,"  311",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-09","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  328",",,7","  200",",,7",,,,,"  311",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-10","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  144",",,7",,,,,"  272",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-11","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  144",",,7",,,,,"  311",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-12","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  228",",,7",,,,,"  339",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-13","44.5647","-91.6719","253.0","MONDOVI, WI US","  452",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  206",",,7",,,,,"  239",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-14","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  183",",,7",,,,,"  306",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-15","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  328",",,7","  194",",,7",,,,,"  300",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-16","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  183",",,7",,,,,"  283",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-17","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  139",",,7",,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-18","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  111",",,7",,,,,"  261",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-19","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  150",",,7",,,,,"  200",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-20","44.5647","-91.6719","253.0","MONDOVI, WI US","   28",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","  183",",,7",,,,,"  206",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-21","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  167",",,7",,,,,"  250",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-22","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  156",",,7",,,,,"  272",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-23","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  306",",,7","  139",",,7",,,,,"  278",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-24","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  156",",,7",,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-25","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  128",",,7",,,,,"  256",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-26","44.5647","-91.6719","253.0","MONDOVI, WI US","   53",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","  128",",,7",,,,,"  206",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-27","44.5647","-91.6719","253.0","MONDOVI, WI US","    8",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","  128",",,7",,,,,"  239",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-28","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","   83",",,7",,,,,"  267",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-29","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  300",",,7","  106",",,7",,,,,"  244",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-30","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  311",",,7","  111",",,7",,,,,"  283",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-07-31","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  111",",,7",,,,,"  300",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-01","44.5647","-91.6719","253.0","MONDOVI, WI US","  249",",,7,1700","    0","T,,7,1700","    0",",,7,1700","  311",",,7","  133",",,7",,,,,"  189",",,7,1700",,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00475563","2018-08-02","44.5647","-91.6719","253.0","MONDOVI, WI US","   79",",,7,1700","    0",",,7,1700","    0",",,7,1700","  228",",,7","  128",",,7",,,,,"  217",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-03","44.5647","-91.6719","253.0","MONDOVI, WI US","   20",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","   94",",,7",,,,,"  233",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-04","44.5647","-91.6719","253.0","MONDOVI, WI US","   13",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","  194",",,7",,,,,"  222",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-05","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  306",",,7","  183",",,7",,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-06","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","  189",",,7",,,,,"  272",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-07","44.5647","-91.6719","253.0","MONDOVI, WI US","  114",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  150",",,7",,,,,"  194",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-08","44.5647","-91.6719","253.0","MONDOVI, WI US","   38",",,7,1700","    0",",,7,1700","    0",",,7,1700","  311",",,7","  167",",,7",,,,,"  294",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-09","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  178",",,7",,,,,"  283",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-10","44.5647","-91.6719","253.0","MONDOVI, WI US","   13",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  167",",,7",,,,,"  306",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-11","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  322",",,7","  139",",,7",,,,,"  306",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-12","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  156",",,7",,,,,"  311",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-13","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  150",",,7",,,,,"  311",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-14","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  161",",,7",,,,,"  322",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-15","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  333",",,7","  178",",,7",,,,,"  283",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-16","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  189",",,7",,,,,"  233",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-17","44.5647","-91.6719","253.0","MONDOVI, WI US","   30",",,7,1700","    0",",,7,1700","    0",",,7,1700","  317",",,7","  172",",,7",,,,,"  267",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-18","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  150",",,7",,,,,"  267",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-19","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  306",",,7","  117",",,7",,,,,"  272",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-20","44.5647","-91.6719","253.0","MONDOVI, WI US","   89",",,7,1700","    0",",,7,1700","    0",",,7,1700","  283",",,7","  183",",,7",,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-21","44.5647","-91.6719","253.0","MONDOVI, WI US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  228",",,7","  167",",,7",,,,,"  217",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-22","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  278",",,7","   83",",,7",,,,,"  256",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-23","44.5647","-91.6719","253.0","MONDOVI, WI US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","   89",",,7",,,,,"  250",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-24","44.5647","-91.6719","253.0","MONDOVI, WI US","  140",",,7,1700","    0",",,7,1700","    0",",,7,1700","  261",",,7","  172",",,7",,,,,"  178",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-25","44.5647","-91.6719","253.0","MONDOVI, WI US","  302",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7",,,,,,,"  250",",,7,1700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-26","44.5647","-91.6719","253.0","MONDOVI, WI US","  160",",,7,1700","    0",",,7,1700","    0",",,7,1700","  272",",,7","  156",",,7",,,,,"  261",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-27","44.5647","-91.6719","253.0","MONDOVI, WI US","   79",",,7,1700","    0",",,7,1700","    0",",,7,1700","  311",",,7","  211",",,7",,,,,"  278",",,7,1700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-28","44.5647","-91.6719","253.0","MONDOVI, WI US","  140",",,7,1700","    0",",,7,1700","    0",",,7,1700","  294",",,7","  172",",,7",,,,,"  172",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00475563","2018-08-29","44.5647","-91.6719","253.0","MONDOVI, WI US","    5",",,7,1700","    0",",,7,1700","    0",",,7,1700","  228",",,7","  111",",,7",,,,,"  200",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
