"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00412820","2018-06-10","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  344",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-11","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  361",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-12","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  356",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-13","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  367",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-14","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  367",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-15","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  361",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-16","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  350",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-17","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","    0",",,7,0630","    0",",,7","    0",",,7","  344",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-18","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","   20",",,7,0630","    0",",,7","    0",",,7","  350",",,7","  217",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-19","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","   38",",,7,0630","    0",",,7","    0",",,7","  333",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00412820","2018-06-20","30.36425","-97.36997","181.1","ELGIN 1 N, TX US","  117",",,7,0630","    0",",,7","    0",",,7","  278",",,7","  228",",,7",,,,,,,,,,,,,,
