"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00022802","2018-06-13","61.7167","30.7167","17.0","SORTAVALA, RS","    3","B,,S",,,"  166",",,S","   47",",,S",,,"  111","H,,S"
"RSM00022802","2018-06-14","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  179",",,S","   71",",,S",,,"  130","H,,S"
"RSM00022802","2018-06-15","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  192",",,S","   56",",,S",,,"  141","H,,S"
"RSM00022802","2018-06-16","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  220",",,S","   95",",,S",,,"  167","H,,S"
"RSM00022802","2018-06-17","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  240",",,S","   98",",,S",,,"  172","H,,S"
"RSM00022802","2018-06-18","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  212",",,S","  115",",,S",,,"  173","H,,S"
"RSM00022802","2018-06-19","61.7167","30.7167","17.0","SORTAVALA, RS","   71","B,,S",,,"  195",",,S",,,,,"  150","H,,S"
"RSM00022802","2018-06-20","61.7167","30.7167","17.0","SORTAVALA, RS","   20","B,,S",,,"  202",",,S","  104",",,S",,,"  158","H,,S"
"RSM00022802","2018-06-21","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  202",",,S","   73",",,S",,,"  153","H,,S"
"RSM00022802","2018-06-22","61.7167","30.7167","17.0","SORTAVALA, RS","  180","B,,S",,,"  174",",,S","  110",",,S",,,"  143","H,,S"
"RSM00022802","2018-06-23","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  175",",,S",,,,,"  141","H,,S"
"RSM00022802","2018-06-24","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  197",",,S","   68",",,S",,,"  157","H,,S"
"RSM00022802","2018-06-25","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  164",",,S",,,,,"  133","H,,S"
"RSM00022802","2018-06-26","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  202",",,S","   72",",,S",,,"  153","H,,S"
"RSM00022802","2018-06-27","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  259",",,S","  112",",,S",,,"  198","H,,S"
"RSM00022802","2018-06-28","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  240",",,S","  113",",,S",,,"  188","H,,S"
"RSM00022802","2018-06-29","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  200",",,S",,,,,"  143","H,,S"
"RSM00022802","2018-06-30","61.7167","30.7167","17.0","SORTAVALA, RS","   10","B,,S",,,"  114",",,S","   73",",,S",,,"   95","H,,S"
"RSM00022802","2018-07-01","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  181",",,S","   92",",,S",,,"  136","H,,S"
"RSM00022802","2018-07-02","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  173",",,S","  104",",,S",,,"  135","H,,S"
"RSM00022802","2018-07-03","61.7167","30.7167","17.0","SORTAVALA, RS","   41","B,,S",,,"  187",",,S",,,,,"  138","H,,S"
"RSM00022802","2018-07-04","61.7167","30.7167","17.0","SORTAVALA, RS","    5","B,,S",,,"  214",",,S","   68",",,S",,,"  157","H,,S"
"RSM00022802","2018-07-05","61.7167","30.7167","17.0","SORTAVALA, RS","  168","B,,S",,,"  158",",,S",,,,,"  144","H,,S"
"RSM00022802","2018-07-06","61.7167","30.7167","17.0","SORTAVALA, RS","   69","B,,S",,,"  226",",,S","  121",",,S",,,"  171","H,,S"
"RSM00022802","2018-07-07","61.7167","30.7167","17.0","SORTAVALA, RS","  109","B,,S",,,"  219",",,S","  157",",,S",,,"  181","H,,S"
"RSM00022802","2018-07-08","61.7167","30.7167","17.0","SORTAVALA, RS",,,,,,,,,,,"  157","H,,S"
"RSM00022802","2018-07-09","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  214",",,S","  126",",,S",,,"  165","H,,S"
"RSM00022802","2018-07-10","61.7167","30.7167","17.0","SORTAVALA, RS","   10","B,,S",,,"  202",",,S","  121",",,S",,,"  163","H,,S"
"RSM00022802","2018-07-11","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  260",",,S","  152",",,S",,,"  203","H,,S"
"RSM00022802","2018-07-12","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  274",",,S","  149",",,S",,,"  215","H,,S"
"RSM00022802","2018-07-13","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  268",",,S","  140",",,S",,,"  219","H,,S"
"RSM00022802","2018-07-14","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  283",",,S","  135",",,S",,,"  224","H,,S"
"RSM00022802","2018-07-15","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  301",",,S","  131",",,S",,,"  228","H,,S"
"RSM00022802","2018-07-16","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  314",",,S","  150",",,S",,,"  248","H,,S"
"RSM00022802","2018-07-17","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  315",",,S","  153",",,S",,,"  258","H,,S"
"RSM00022802","2018-07-18","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  280",",,S",,,,,"  236","H,,S"
"RSM00022802","2018-07-19","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  284",",,S","  186",",,S",,,"  235","H,,S"
"RSM00022802","2018-07-20","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  280",",,S","  191",",,S",,,"  227","H,,S"
"RSM00022802","2018-07-21","61.7167","30.7167","17.0","SORTAVALA, RS","  180","B,,S",,,"  238",",,S","  199",",,S",,,"  213","H,,S"
"RSM00022802","2018-07-22","61.7167","30.7167","17.0","SORTAVALA, RS","  249","B,,S",,,"  233",",,S","  191",",,S",,,"  206","H,,S"
"RSM00022802","2018-07-23","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  243",",,S",,,,,"  209","H,,S"
"RSM00022802","2018-07-24","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  270",",,S","  162",",,S",,,"  214","H,,S"
"RSM00022802","2018-07-25","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  245",",,S","  155",",,S",,,"  208","H,,S"
"RSM00022802","2018-07-26","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  285",",,S","  171",",,S",,,"  209","H,,S"
"RSM00022802","2018-07-27","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  311",",,S","  162",",,S",,,"  243","H,,S"
"RSM00022802","2018-07-29","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  254",",,S","  157",",,S",,,"  197","H,,S"
"RSM00022802","2018-07-30","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  255",",,S","  140",",,S",,,"  208","H,,S"
"RSM00022802","2018-07-31","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  262",",,S","  115",",,S",,,"  204","H,,S"
"RSM00022802","2018-08-02","61.7167","30.7167","17.0","SORTAVALA, RS","   10","B,,S",,,"  303",",,S","  159",",,S",,,"  224","H,,S"
"RSM00022802","2018-08-03","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  292",",,S","  178",",,S",,,"  226","H,,S"
"RSM00022802","2018-08-04","61.7167","30.7167","17.0","SORTAVALA, RS","  620","B,,S",,,"  256",",,S","  152",",,S",,,"  188","H,,S"
"RSM00022802","2018-08-05","61.7167","30.7167","17.0","SORTAVALA, RS","   99","B,,S",,,"  259",",,S","  144",",,S",,,"  187","H,,S"
"RSM00022802","2018-08-06","61.7167","30.7167","17.0","SORTAVALA, RS","   20","B,,S",,,"  210",",,S",,,,,"  156","H,,S"
"RSM00022802","2018-08-07","61.7167","30.7167","17.0","SORTAVALA, RS","    5","B,,S",,,"  213",",,S","  106",",,S",,,"  160","H,,S"
"RSM00022802","2018-08-08","61.7167","30.7167","17.0","SORTAVALA, RS","    0","B,,S",,,"  234",",,S","   89",",,S",,,"  170","H,,S"
