"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00004787","2018-12-08","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -43",",,W","  -88",",,W","   32",",,W",,,,,,,,,,,,,"  280",",,W","  260",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-09","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -10",",,W","  -99",",,W","   15",",,W",,,,,,,,,,,,,"  120",",,W","  110",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-10","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"  -16",",,W","  -82",",,W","   22",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-11","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -10",",,W","  -71",",,W","   46",",,W",,,,,,,,,,,,,"  260",",,W","  270",",,W","   98",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-12","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"    0",",,W","  -27",",,W","   33",",,W",,,,,,,,,,,,,"  120",",,W","  110",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-13","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    8",",,W,2400",,,,,"   44",",,W","  -10",",,W","   36",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"   72",",,W","   -5",",,W","   38",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   36",",,W,2400",,,,,"   72",",,W","   28",",,W","   36",",,W",,,,,,,,,,,,,"   70",",,W","   80",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  155",",,W,2400",,,"    0",",,W","   33",",,W","   17",",,W","   30",",,W",,,,,,,,,,,,,"  280",",,W","  280",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   28",",,W","  -16",",,W","   67",",,W",,,,,,,,,,,,,"  300",",,W","  310",",,W","  107",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   11",",,W","  -55",",,W","   36",",,W",,,,,,,,,,,,,"  310",",,W","  300",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   56",",,W","  -77",",,W","   11",",,W",,,,,,,,,,,,,"  120",",,W","  190",",,W","   31",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  191",",,W,2400",,,"    0",",,W","   83",",,W","  -27",",,W","   47",",,W",,,,,,,,,,,,,"  110",",,W","   90",",,W","   72",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-21","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  117",",,W,2400",,,"    0",",,W","  100",",,W","    0",",,W","   40",",,W",,,,,,,,,,,,,"  290",",,W","  300",",,W","   72",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-22","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,"    0",",,W","    6",",,W","  -16",",,W","   64",",,W",,,,,,,,,,,,,"  280",",,W","  270",",,W","  107",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-23","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","   17",",,W","  -16",",,W","   25",",,W",,,,,,,,,,,,,"  260",",,W","  260",",,W","   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-24","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","    0",",,W","  -27",",,W","   55",",,W",,,,,,,,,,,,,"  260",",,W","  250",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-25","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -16",",,W","  -49",",,W","   20",",,W",,,,,,,,,,,,,"  270",",,W","  280",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-26","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   33",",,W","  -43",",,W","   25",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W","   63",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2018-12-27","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   20",",,W,2400",,,,,"   56",",,W","  -27",",,W","   44",",,W",,,,,,,,,,,,,"  140",",,W","  160",",,W","   81",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-28","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   64",",,W,2400",,,,,"  122",",,W","   33",",,W","   48",",,W",,,,,,,,,,,,,"  260",",,W","  240",",,W","  103",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-29","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"   83",",,W","  -16",",,W","   57",",,W",,,,,,,,,,,,,"  260",",,W","  280",",,W","  125",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-30","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","   17",",,W","  -27",",,W","   37",",,W",,,,,,,,,,,,,"  240",",,W","  230",",,W","   76",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2018-12-31","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  269",",,W,2400",,,"    0",",,W","  144",",,W","  -32",",,W","   44",",,W",,,,,,,,,,,,,"  230",",,W","  240",",,W","  130",",,W","  197",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-01","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,,,"  144",",,W","   -5",",,W","   60",",,W",,,,,,,,,,,,,"  240",",,W","  250",",,W","  179",",,W","  233",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-02","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"   28",",,W","  -10",",,W","   25",",,W",,,,,,,,,,,,,"  230",",,W","  230",",,W","   94",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-03","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","   28",",,W","  -32",",,W","   51",",,W",,,,,,,,,,,,,"  270",",,W","  300",",,W","  112",",,W","  161",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-04","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","   44",",,W","  -27",",,W","   30",",,W",,,,,,,,,,,,,"  230",",,W","  220",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-05","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   13",",,W,2400",,,"    0",",,W","   89",",,W","   -5",",,W","   41",",,W",,,,,,,,,,,,,"  270",",,W","  270",",,W","   81",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-06","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   39",",,W","  -38",",,W","   50",",,W",,,,,,,,,,,,,"  300",",,W","  320",",,W","   94",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-07","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    8",",,W,2400",,,"    0",",,W","    6",",,W","  -55",",,W","   54",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W","   98",",,W","  143",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-08","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   33",",,W,2400",,,"    0",",,W","  117",",,W","    0",",,W","   54",",,W",,,,,,,,,,,,,"  250",",,W","  250",",,W","  148",",,W","  206",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-09","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","   22",",,W","  -66",",,W","   70",",,W",,,,,,,,,,,,,"  280",",,W","  270",",,W","  116",",,W","  170",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-10","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -55",",,W","  -82",",,W","   67",",,W",,,,,,,,,,,,,"  290",",,W","  300",",,W","  112",",,W","  161",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-11","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -38",",,W","  -99",",,W","   34",",,W",,,,,,,,,,,,,"  320",",,W","  320",",,W","   89",",,W","  134",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-12","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -21",",,W"," -105",",,W","   30",",,W",,,,,,,,,,,,,"  110",",,W","  110",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-13","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,"    0",",,W","  -32",",,W","  -71",",,W","   30",",,W",,,,,,,,,,,,,"   80",",,W","   80",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"    6",",,W"," -132",",,W","   25",",,W",,,,,,,,,,,,,"  260",",,W","  270",",,W","   67",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -32",",,W","  -66",",,W","   47",",,W",,,,,,,,,,,,,"  240",",,W","  240",",,W","  103",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -21",",,W","  -77",",,W","   54",",,W",,,,,,,,,,,,,"  250",",,W","  240",",,W","  103",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -27",",,W"," -110",",,W","   26",",,W",,,,,,,,,,,,,"  130",",,W","  140",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    8",",,W,2400",,,"    0",",,W","   -5",",,W","  -38",",,W","   26",",,W",,,,,,,,,,,,,"  290",",,W","  280",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   74",",,W,2400",,,"    0",",,W","  -16",",,W","  -32",",,W","   43",",,W",,,,,,,,,,,,,"  120",",,W","  120",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   74",",,W,2400",,,"    0",",,W","   -5",",,W"," -188",",,W","   65",",,W",,,,,,,,,,,,,"  330",",,W","  350",",,W","  112",",,W","  148",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-21","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W"," -132",",,W"," -199",",,W","   59",",,W",,,,,,,,,,,,,"  310",",,W","  310",",,W","   94",",,W","  139",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-22","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -43",",,W"," -205",",,W","   40",",,W",,,,,,,,,,,,,"  130",",,W","  140",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-01-23","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  170",",,W,2400",,,"    0",",,W","   56",",,W","  -55",",,W","   40",",,W",,,,,,,,,,,,,"  130",",,W","  130",",,W","   67",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-24","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  119",",,W,2400",,,"    0",",,W","   72",",,W","  -49",",,W","   55",",,W",,,,,,,,,,,,,"  290",",,W","  270",",,W","   98",",,W","  152",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-25","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -49",",,W"," -138",",,W","   68",",,W",,,,,,,,,,,,,"  250",",,W","  250",",,W","  116",",,W","  170",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-26","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -60",",,W"," -138",",,W","   28",",,W",,,,,,,,,,,,,"  210",",,W","  220",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-27","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   15",",,W,2400",,,"    0",",,W","  -16",",,W"," -138",",,W","   51",",,W",,,,,,,,,,,,,"  270",",,W","  240",",,W","  107",",,W","  152",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-28","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -27",",,W"," -182",",,W","   39",",,W",,,,,,,,,,,,,"  120",",,W","  130",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-29","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","  -10",",,W"," -132",",,W","   58",",,W",,,,,,,,,,,,,"  240",",,W","  250",",,W","  112",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-30","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,,," -132",",,W"," -232",",,W","   71",",,W",,,,,,,,,,,,,"  260",",,W","  260",",,W","  157",",,W","  201",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-01-31","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W"," -149",",,W"," -232",",,W","   55",",,W",,,,,,,,,,,,,"  250",",,W","  260",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-01","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,,,"  -99",",,W"," -182",",,W","   12",",,W",,,,,,,,,,,,,"  250",",,W","  110",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-02","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400",,,,,"   17",",,W"," -155",",,W","   41",",,W",,,,,,,,,,,,,"  250",",,W","  220",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-03","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","  -10",",,W","   26",",,W",,,,,,,,,,,,,"  240",",,W","  240",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-04","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  144",",,W","   11",",,W","   16",",,W",,,,,,,,,,,,,"  210",",,W","  220",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-05","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  111",",,W","    0",",,W","   28",",,W",,,,,,,,,,,,,"  300",",,W","  310",",,W","   72",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-06","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   61",",,W,2400",,,"    0",",,W","   78",",,W","  -10",",,W","   35",",,W",,,,,,,,,,,,,"  130",",,W","  120",",,W","   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-07","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  163",",,W,2400",,,,,"  139",",,W","   44",",,W","   26",",,W",,,,,,,,,,,,,"  250",",,W","  130",",,W","   76",",,W","  107",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-08","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   51",",,W,2400",,,,,"  133",",,W","  -88",",,W","  100",",,W",,,,,,,,,,,,,"  240",",,W","  250",",,W","  143",",,W","  183",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-09","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -55",",,W"," -116",",,W","   46",",,W",,,,,,,,,,,,,"  290",",,W","  280",",,W","  112",",,W","  157",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-10","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   13",",,W,2400",,,"    0",",,W","  -10",",,W"," -138",",,W","   28",",,W",,,,,,,,,,,,,"  120",",,W","  120",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-11","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    5",",,W,2400",,,"    0",",,W","    0",",,W","  -38",",,W","   32",",,W",,,,,,,,,,,,,"  110",",,W","  110",",,W","   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-12","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  203",",,W,2400",,,"    0",",,W","   28",",,W","  -27",",,W","   69",",,W",,,,,,,,,,,,,"  260",",,W","  280",",,W","  139",",,W","  197",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-13","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    3",",,W,2400",,,"    0",",,W","   17",",,W","  -55",",,W","  102",",,W",,,,,,,,,,,,,"  260",",,W","  250",",,W","  170",",,W","  219",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-14","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","   50",",,W","  -66",",,W","   48",",,W",,,,,,,,,,,,,"  270",",,W","  270",",,W","  112",",,W","  157",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-15","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","   78",",,W","  -43",",,W","   66",",,W",,,,,,,,,,,,,"  250",",,W","  270",",,W","  134",",,W","  174",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-16","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,"    0",",,W","  -21",",,W","  -60",",,W","   37",",,W",,,,,,,,,,,,,"  280",",,W","  290",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-17","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","   25",",,W,2400",,,"    0",",,W","   -5",",,W"," -105",",,W","   40",",,W",,,,,,,,,,,,,"  120",",,W","  110",",,W","   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-18","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0","T,,W,2400",,,,,"    0",",,W","  -99",",,W","   52",",,W",,,,,,,,,,,,,"  270",",,W","  270",",,W","  112",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00004787","2019-02-19","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","    0",",,W,2400","    0",",,W","    0",",,W","  -32",",,W"," -160",",,W","   23",",,W",,,,,,,,,,,,,"  270",",,W","  280",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004787","2019-02-20","41.17947","-78.89326","550.2","DUBOIS JEFFERSON CO AIRPORT, PA US","  173",",,W,2400",,,"    0",",,W","    6",",,W","  -66",",,W","   56",",,W",,,,,,,,,,,,,"  120",",,W","  130",",,W","  103",",,W","  143",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
