"USC00131705","2018-05-01","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  278",",,7","   83",",,7",,,,,"  150",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-02","42.2792","-91.525","275.2","COGGON, IA US","   74",",,7,0600","    0",",,7","    0",",,7,0600","  256",",,7","  139",",,7",,,,,"  167",",,7,0600",,,,,"    1",",,7",,,,,,,,
"USC00131705","2018-05-03","42.2792","-91.525","275.2","COGGON, IA US","  168",",,7,0600","    0",",,7","    0",",,7,0600","  228",",,7","  144",",,7",,,,,"  156",",,7,0600",,,,,"    1",",,7",,,,,,,,
"USC00131705","2018-05-04","42.2792","-91.525","275.2","COGGON, IA US","  102",",,7,0600","    0",",,7","    0",",,7,0600","  217",",,7","  117",",,7",,,,,"  128",",,7,0600",,,,,"    1",",,7",,,,,,,,
"USC00131705","2018-05-05","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  239",",,7","   72",",,7",,,,,"   72",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-06","42.2792","-91.525","275.2","COGGON, IA US","    5",",,7,0600","    0",",,7","    0",",,7,0600","  272",",,7","   67",",,7",,,,,"  128",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-07","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  256",",,7","   67",",,7",,,,,"   72",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-08","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  267",",,7","   72",",,7",,,,,"   94",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-09","42.2792","-91.525","275.2","COGGON, IA US","   41",",,7,0600","    0",",,7","    0",",,7,0600","  267",",,7","   94",",,7",,,,,"  156",",,7,0600",,,,,"    1",",,7",,,,,,,,
"USC00131705","2018-05-10","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  250",",,7","  111",",,7",,,,,"  117",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-11","42.2792","-91.525","275.2","COGGON, IA US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  228",",,7","   78",",,7",,,,,"   78",",,7,0600",,,,,,,,,,,,,,
"USC00131705","2018-05-12","42.2792","-91.525","275.2","COGGON, IA US","   13",",,7,0600","    0",",,7","    0",",,7,0600","  122",",,7","   61",",,7",,,,,"   67",",,7,0600",,,,,,,,,,,,,,
