"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00200228","2018-07-06","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  333",",,7","  178",",,7","  178",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-07","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  261",",,7","   78",",,7","  111",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-08","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  283",",,7","   94",",,7","  117",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-09","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  311",",,7","  117",",,7","  144",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-10","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  322",",,7","  144",",,7","  211",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-11","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  311",",,7","  117",",,7","  128",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-12","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  294",",,7","  111",",,7","  133",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-13","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  306",",,7","  133",",,7","  189",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-14","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  333",",,7","  183",",,7","  194",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-15","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0","T,,7,0730","    0",",,7,","    0",",,7,","  306",",,7","  194",",,7","  206",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-16","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","   13",",,7,0730","    0",",,7,","    0",",,7,","  350",",,7","  200",",,7","  211",",,7,0730",,,"    1",",,7","    1",",,7",,,,,,,,
"USC00200228","2018-07-17","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    8",",,7,0730","    0",",,7,","    0",",,7,","  333",",,7","  150",",,7","  172",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-18","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  278",",,7","  122",",,7","  144",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-19","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  289",",,7","  122",",,7","  133",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-20","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  294",",,7","  133",",,7","  178",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-21","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","   25",",,7,0730","    0",",,7,","    0",",,7,","  278",",,7","  178",",,7","  183",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-22","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    8",",,7,0730","    0",",,7,","    0",",,7,","  261",",,7","  183",",,7","  194",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-23","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    5",",,7,0730","    0",",,7,","    0",",,7,","  228",",,7","  139",",,7","  150",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-24","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0","T,,7,0730","    0",",,7,","    0",",,7,","  272",",,7","  150",",,7","  206",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-25","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0","T,,7,0730","    0",",,7,","    0",",,7,","  289",",,7","  178",",,7","  183",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-26","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  311",",,7","  161",",,7","  178",",,7,0730",,,,,"    1",",,7",,,"    1",",,7",,,"    1",",,7"
"USC00200228","2018-07-27","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","  109",",,7,0730","    0","T,,7,","    0",",,7,","  289",",,7","  128",",,7","  139",",,7,0730",,,,,,,,,,,,,,
"USC00200228","2018-07-28","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","   20",",,7,0730","    0",",,7,","    0",",,7,","  272",",,7","  117",",,7","  133",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-29","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  278",",,7","  133",",,7","  139",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-30","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  289",",,7","  128",",,7","  139",",,7,0730",,,"    1",",,7",,,,,,,,,,
"USC00200228","2018-07-31","42.2416","-83.6933","253.6","ANN ARBOR SE, MI US","    0",",,7,0730","    0",",,7,","    0",",,7,","  272",",,7","  139",",,7","  161",",,7,0730",,,"    1",",,7",,,,,,,,,,
