"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00388979","2018-06-27","34.3347","-80.7031","70.1","WATEREE DAM, SC US","  180",",,7,0700",,,,,"  300",",,7","  206",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00388979","2018-06-28","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   28",",,7,0700",,,,,"  317",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-06-29","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,,,"  228",",,7",,,,,"  283",",,7,0700",,,,,,,,,,
"USC00388979","2018-06-30","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   30",",,7,0700",,,,,"  350",",,7","  211",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-01","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  350",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-02","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  344",",,7","  222",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-03","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  322",",,7","  233",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-04","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  361",",,7","  222",",,7",,,,,"  261",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-05","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  333",",,7","  222",",,7",,,,,"  261",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-06","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  350",",,7","  217",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-07","34.3347","-80.7031","70.1","WATEREE DAM, SC US","  605",",,7,0700",,,,,"  361",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-08","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  294",",,7","  206",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-09","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  311",",,7","  189",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-10","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  339",",,7","  161",",,7",,,,,"  206",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-11","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  356",",,7","  200",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-12","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  383",",,7","  217",",,7",,,,,"  244",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-13","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   33",",,7,0700",,,,,"  378",",,7","  228",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-14","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  294",",,7","  206",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-15","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  333",",,7","  200",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-16","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  322",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-17","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    3",",,7,0700",,,,,"  300",",,7","  222",",,7",,,,,"  244",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-18","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0","T,,7,0700",,,,,"  344",",,7","  222",",,7",,,,,"  261",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-19","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  356",",,7","  228",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-20","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  311",",,7","  233",",,7",,,,,"  244",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-21","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  294",",,7","  200",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-22","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  333",",,7","  206",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-23","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    5",",,7,0700",,,,,"  333",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-24","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   13",",,7,0700",,,,,"  306",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-25","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  317",",,7","  222",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-26","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    3",",,7,0700",,,,,"  300",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-27","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  350",",,7","  211",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-28","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  344",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-29","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  361",",,7","  217",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-30","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  328",",,7","  222",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-07-31","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   18",",,7,0700",,,,,"  300",",,7","  228",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-01","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    3",",,7,0700",,,,,"  300",",,7","  228",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-02","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    5",",,7,0700",,,,,"  317",",,7","  239",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-04","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  278",",,7","  206",",,7",,,,,"  222",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-05","34.3347","-80.7031","70.1","WATEREE DAM, SC US","  127",",,7,0700",,,,,"  311",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-06","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  344",",,7","  222",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-07","34.3347","-80.7031","70.1","WATEREE DAM, SC US","  152",",,7,0700",,,,,"  339",",,7","  222",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-08","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  344",",,7","  222",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-09","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   56",",,7,0700",,,,,"  344",",,7","  211",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-10","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  344",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-11","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  350",",,7","  228",",,7",,,,,"  250",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-12","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  344",",,7","  217",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-13","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  322",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-14","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  317",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-15","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  344",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-16","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  339",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-17","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  339",",,7","  211",",,7",,,,,"  244",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-18","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  339",",,7","  228",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-19","34.3347","-80.7031","70.1","WATEREE DAM, SC US",,,,,,,"  322",",,7","  233",",,7",,,,,"  233",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-20","34.3347","-80.7031","70.1","WATEREE DAM, SC US","   51",",,7,0700",,,,,"  328",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,,,
"USC00388979","2018-08-21","34.3347","-80.7031","70.1","WATEREE DAM, SC US","    0",",,7,0700",,,,,"  317",",,7","  228",",,7",,,,,"  239",",,7,0700",,,,,,,,,,
