"USC00193890","2018-07-07","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  128",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-08","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  128",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-09","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  156",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-10","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  178",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-11","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","   81",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  183",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-12","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  144",",,7",,,,,,,,,"  211",",,7,0800","    0",",,7",,,,,,,,,,,,
"USC00193890","2018-07-13","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  156",",,7",,,,,,,,,"  211",",,7,0800","    0",",,7",,,,,,,,,,,,
"USC00193890","2018-07-14","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  150",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-15","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  194",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-16","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  189",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-17","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  222",",,7",,,,,,,,,"  261",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-18","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","  594",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  200",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-19","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  133",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-20","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  156",",,7",,,,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
"USC00193890","2018-07-21","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  133",",,7",,,,,,,,,"  211",",,7,0800","    0",",,7",,,,,,,,,,,,
"USC00193890","2018-07-22","42.30298","-71.12415","29.0","JAMAICA PLAIN, MA US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  133",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,
