"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA007022494","2016-09-08","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","  200",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-09","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-10","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   46",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-11","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-12","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-13","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   32",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-14","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   12",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-15","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-16","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-17","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","  134",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-18","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0","T,,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-19","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-20","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-21","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-22","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   34",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-23","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-24","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-25","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-26","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   50",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-27","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   40",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-28","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-29","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2016-09-30","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","    0",",,C",,,,,,
"CA007022494","2017-03-04","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  250",",,C"," -141",",,C"," -218",",,C"," -180",",,C"
"CA007022494","2017-03-05","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  250",",,C","  -70",",,C"," -199",",,C"," -135",",,C"
"CA007022494","2017-03-06","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  250",",,C","  -21",",,C"," -212",",,C"," -117",",,C"
"CA007022494","2017-03-07","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","  152",",,C","    0",",,C","  250",",,C","   12",",,C","  -53",",,C","  -21",",,C"
"CA007022494","2017-03-08","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   25",",,C","   20",",,C","  200",",,C","   73",",,C","   -6",",,C","   34",",,C"
"CA007022494","2017-03-09","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0","T,,C","    0","T,,C","  200",",,C","  -25",",,C","  -67",",,C","  -46",",,C"
"CA007022494","2017-03-10","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  200",",,C","  -65",",,C"," -161",",,C"," -113",",,C"
"CA007022494","2017-03-11","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  200",",,C"," -175",",,C"," -235",",,C"," -205",",,C"
"CA007022494","2017-03-12","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0","T,,C","    0","T,,C","  200",",,C"," -106",",,C"," -187",",,C"," -147",",,C"
"CA007022494","2017-03-13","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  200",",,C","  -87",",,C"," -173",",,C"," -130",",,C"
"CA007022494","2017-03-14","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","  500",",,C","  500",",,C","  200",",,C","  -48",",,C"," -132",",,C","  -90",",,C"
"CA007022494","2017-03-15","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   20",",,C","   20",",,C","  650",",,C","  -35",",,C","  -78",",,C","  -57",",,C"
"CA007022494","2017-03-16","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  630",",,C","  -43",",,C"," -105",",,C","  -74",",,C"
"CA007022494","2017-03-17","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  550",",,C","  -19",",,C"," -185",",,C"," -102",",,C"
"CA007022494","2017-03-18","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  500",",,C","   32",",,C"," -215",",,C","  -92",",,C"
"CA007022494","2017-03-19","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  450",",,C","   74",",,C"," -111",",,C","  -19",",,C"
"CA007022494","2017-03-20","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","    0",",,C","    0",",,C","  410",",,C","   75",",,C"," -150",",,C","  -38",",,C"
"CA007022494","2017-03-21","46.4833","-72.05","53.0","FORTIERVILLE, QC CA","   20",",,C","   20",",,C","  370",",,C","   99",",,C","  -15",",,C","   42",",,C"
