"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00150630","2018-04-09","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  106",",,7","   44",",,7",,,,,"  106",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-10","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  117",",,7","    6",",,7",,,,,"   78",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-11","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  167",",,7","  -50",",,7",,,,,"  167",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-12","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  256",",,7","  111",",,7",,,,,"  244",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-13","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  267",",,7","  178",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-14","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","  127",",,7,1600",,,"    0",",,7,1600","  272",",,7","  156",",,7",,,,,"  189",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-15","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","  312",",,7,1600",,,"    0",",,7,1600","  189",",,7","   72",",,7",,,,,"   72",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-16","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","   15",",,7,1600",,,"    0",",,7,1600","   89",",,7","   -6",",,7",,,,,"   11",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-17","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  128",",,7","  -11",",,7",,,,,"  122",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-18","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  244",",,7","   44",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-19","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","   51",",,7,1600",,,"    0",",,7,1600","  250",",,7","   33",",,7",,,,,"   89",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-20","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  133",",,7","  -22",",,7",,,,,"  133",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-21","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  178",",,7","   33",",,7",,,,,"  161",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-22","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","    0",",,7,1600",,,"    0",",,7,1600","  228",",,7","   78",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,
"USC00150630","2018-04-23","37.9161","-85.6572","167.6","BERNHEIM FOREST, KY US","  165",",,7,1600",,,"    0",",,7,1600","  217",",,7","  106",",,7",,,,,"  167",",,7,1600",,,,,,,,,,,,,,
