"USC00297180","2018-03-19","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   56",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-20","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  144",",,7"," -117",",,7","   49",",,7",,,,,,,,,"  139",",,7,1700",,,,,,,,,,,,,,,,
"USC00297180","2018-03-21","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  161",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-22","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  200",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-23","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  228",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-24","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  178",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-25","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  189",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-26","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  178",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-27","34.3447","-108.4922","2096.4","QUEMADO, NM US","    8",",,7,1700","   51",",,7","   51",",,7","  150",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-28","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  106",",,7","  -72",",,7","   27",",,7",,,,,,,,,"   89",",,7,1700",,,,,,,,,,,,,,,,
"USC00297180","2018-03-29","34.3447","-108.4922","2096.4","QUEMADO, NM US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-30","34.3447","-108.4922","2096.4","QUEMADO, NM US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-03-31","34.3447","-108.4922","2096.4","QUEMADO, NM US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-04-01","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  206",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00297180","2018-04-02","34.3447","-108.4922","2096.4","QUEMADO, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  189",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
