"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0005R01S","2018-07-06","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  175",",,T","   87",",,T",,,,,"  117",",,T","  107",",,T","    0",",,T",,
"USS0005R01S","2018-07-07","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","  102",",,T","    0",",,T","  175",",,T","   86",",,T",,,,,"  121",",,T","   89",",,T","    0",",,T",,
"USS0005R01S","2018-07-08","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","   51",",,T","    0",",,T","  161",",,T","   84",",,T",,,,,"  110",",,T","   97",",,T","    0",",,T",,
"USS0005R01S","2018-07-09","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","   25",",,T","    0",",,T","  154",",,T","   91",",,T",,,,,"  108",",,T","   91",",,T","    0",",,T",,
"USS0005R01S","2018-07-10","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  150",",,T","   88",",,T",,,,,"  112",",,T","  106",",,T","    0",",,T",,
"USS0005R01S","2018-07-11","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  158",",,T","  100",",,T",,,,,"  122",",,T","  111",",,T","    0",",,T",,
"USS0005R01S","2018-07-12","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","   25",",,T","    0",",,T","  149",",,T","  100",",,T",,,,,"  118",",,T","  116",",,T","    0",",,T",,
"USS0005R01S","2018-07-13","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","   25",",,T","    0",",,T","  161",",,T","  105",",,T",,,,,"  128",",,T","  123",",,T","    0",",,T",,
"USS0005R01S","2018-07-14","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  142",",,T","  109",",,T",,,,,"  128",",,T","  130",",,T","    0",",,T",,
"USS0005R01S","2018-07-15","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","   51",",,T","    0",",,T","  165",",,T","  116",",,T",,,,,"  134",",,T","  120",",,T","    0",",,T",,
"USS0005R01S","2018-07-16","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  179",",,T","  100",",,T",,,,,"  131",",,T","  107",",,T","    0",",,T",,
"USS0005R01S","2018-07-17","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  181",",,T","  103",",,T",,,,,"  140",",,T","  138",",,T","    0",",,T",,
"USS0005R01S","2018-07-18","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","    0",",,T","    0",",,T","  213",",,T","  132",",,T",,,,,"  167",",,T","  161",",,T","    0",",,T",,
