"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00244976","2018-04-13","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  132",",,7,1400","  165",",,7,1400","  178",",,7,1400","   56",",,7","   -6",",,7",,,,,,,"   28",",,7,1400",,,,,,
"USC00244976","2018-04-14","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"   78",",,7","  -33",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-15","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  150",",,7","  -11",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-16","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  178",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-17","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  228",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-18","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  128",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-19","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  144",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-20","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  183",",,7","   11",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-21","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  217",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-22","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  256",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-23","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  189",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-24","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"   89",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-25","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  183",",,7","  -11",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-26","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  222",",,7","   -6",",,7",,,,,,,"  122",",,7,1400",,,,,,
"USC00244976","2018-04-27","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-28","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-29","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  322",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00244976","2018-04-30","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  189",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-01","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  139",",,7","    0",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-02","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  167",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-03","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  200",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-04","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  239",",,7","   28",",,7",,,,,,,"  178",",,7,1400",,,,,,
"USC00244976","2018-05-05","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  267",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-06","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-07","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   25",",,7,1400","    0",",,7,1400","    0",",,7,1400","  289",",,7","   61",",,7",,,,,,,"  200",",,7,1400",,,,,,
"USC00244976","2018-05-08","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  233",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-09","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    8",",,7,1400","    0",",,7,1400","    0",",,7,1400","  256",",,7","   72",",,7",,,,,,,"  156",",,7,1400",,,,,,
"USC00244976","2018-05-10","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  297",",,7,1400","    0",",,7,1400","    0",",,7,1400","  233",",,7","   78",",,7",,,,,,,"  128",",,7,1400",,,,,,
"USC00244976","2018-05-11","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  200",",,7","   83",",,7",,,,,,,"  100",",,7,1400",,,,,,
"USC00244976","2018-05-12","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  117",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-13","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  139",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-14","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  172",",,7","   33",",,7","    3",",,7","   84",",,7",,,"  172",",,7,1400",,,,,,
"USC00244976","2018-05-15","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  239",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-16","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  294",",,7","   72",",,7",,,,,,,"  206",",,7,1400",,,,,,
"USC00244976","2018-05-17","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  278",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-18","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  122",",,7,1400","    0",",,7,1400","    0",",,7,1400","  228",",,7","   89",",,7",,,,,,,"   89",",,7,1400",,,,,,
"USC00244976","2018-05-19","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  100",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-20","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  133",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-21","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  261",",,7","   67",",,7","    3",",,7","   23",",,7",,,"  183",",,7,1400",,,,,,
"USC00244976","2018-05-22","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  256",",,7","   78",",,7",,,,,,,"  183",",,7,1400",,,,,,
"USC00244976","2018-05-23","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    8",",,7,1400","    0",",,7,1400","    0",",,7,1400","  217",",,7","  122",",,7",,,,,,,"  150",",,7,1400",,,,,,
"USC00244976","2018-05-24","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   86",",,7,1400","    0",",,7,1400","    0",",,7,1400","  211",",,7","   78",",,7",,,,,,,"  211",",,7,1400",,,,,,
"USC00244976","2018-05-25","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  272",",,7","   78",",,7",,,,,,,"  217",",,7,1400",,,,,,
"USC00244976","2018-05-26","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  289",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-27","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  289",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-28","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  256",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-29","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  261",",,7","  100",",,7",,,,,,,"  211",",,7,1400",,,,,,
"USC00244976","2018-05-30","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  256",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-05-31","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  185",",,7,1400","    0",",,7,1400","    0",",,7,1400","  267",",,7","  117",",,7",,,,,,,"  178",",,7,1400",,,,,,
"USC00244976","2018-06-01","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  137",",,7,1400","    0",",,7,1400","    0",",,7,1400","  217",",,7","  100",",,7",,,,,,,"  122",",,7,1400",,,,,,
"USC00244976","2018-06-02","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  167",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-03","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  233",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-04","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  272",",,7","   67",",,7",,,,,,,"  222",",,7,1400",,,,,,
"USC00244976","2018-06-05","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  311",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-06","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-07","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    3",",,7,1400","    0",",,7,1400","    0",",,7,1400","  283",",,7","  100",",,7",,,,,,,"  206",",,7,1400",,,,,,
"USC00244976","2018-06-08","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","  277",",,7,1400","    0",",,7,1400","    0",",,7,1400","  256",",,7","  106",",,7",,,,,,,"  233",",,7,1400",,,,,,
"USC00244976","2018-06-09","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  278",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-10","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  333",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-11","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  189",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-12","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  172",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-13","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  239",",,7","   72",",,7",,,,,,,"  211",",,7,1400",,,,,,
"USC00244976","2018-06-14","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  289",",,7","   89",",,7",,,,,,,"  178",",,7,1400",,,,,,
"USC00244976","2018-06-15","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  217",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-16","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  167",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-17","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  144",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-18","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  167",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-19","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  161",",,7","  117",",,7","    5",",,7","  208",",,7",,,,,,,,,,
"USC00244976","2018-06-20","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    8",",,7,1400","    0",",,7,1400","    0",",,7,1400","  217",",,7","  100",",,7",,,,,,,"  161",",,7,1400",,,,,,
"USC00244976","2018-06-21","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  239",",,7","  106",",,7",,,,,,,"  233",",,7,1400",,,,,,
"USC00244976","2018-06-22","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  283",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-23","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  256",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-24","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  239",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-25","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  239",",,7","  100",",,7",,,,,,,"  239",",,7,1400",,,,,,
"USC00244976","2018-06-26","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   61",",,7,1400","    0",",,7,1400","    0",",,7,1400","  317",",,7","  106",",,7",,,,,,,"  183",",,7,1400",,,,,,
"USC00244976","2018-06-27","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  261",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00244976","2018-06-28","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  272",",,7","   61",",,7",,,,,,,"  217",",,7,1400",,,,,,
"USC00244976","2018-06-29","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   28",",,7,1400","    0",",,7,1400","    0",",,7,1400","  278",",,7","  128",",,7",,,,,,,"  144",",,7,1400",,,,,,
"USC00244976","2018-06-30","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  183",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-01","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  233",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-02","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,"    0",",,7,1400","    0",",,7,1400","  250",",,7","  100",",,7","    3",",,7","    8",",,7",,,"  183",",,7,1400",,,,,,
"USC00244976","2018-07-03","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  256",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-04","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  206",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-05","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  222",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-06","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  300",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-07","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  383",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-08","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  328",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-09","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  311",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-10","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  344",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-11","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  361",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-12","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  278",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-13","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  300",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-14","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  350",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-15","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  194",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-16","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  300",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-17","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  328",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-18","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  333",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-19","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  344",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-20","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  306",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-21","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  333",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-22","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  344",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-23","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  272",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-24","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  300",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-25","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  289",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00244976","2018-07-26","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   48",",,7,1400","    0",",,7,1400","    0",",,7,1400","  267",",,7","  117",",,7",,,,,,,"  189",",,7,1400",,,,,,
"USC00244976","2018-08-01","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  311",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-02","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  328",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-03","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  339",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-04","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  300",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-05","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  267",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-06","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  239",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-07","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  311",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-08","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  317",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-09","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  350",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-10","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  367",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-11","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  411",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-12","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  406",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-13","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  317",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-14","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-15","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  294",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-16","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  339",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-17","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  356",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-18","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  339",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-19","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  244",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-20","47.0706","-109.4101","1192.1","LEWISTOWN, MT US",,,,,,,"  233",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-21","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","   84",",,7,1400","    0",",,7,1400","    0",",,7,1400","  167",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00244976","2018-08-22","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  200",",,7","   61",",,7",,,,,,,"  128",",,7,1400",,,,,,
"USC00244976","2018-08-23","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  294",",,7","  111",",,7",,,,,,,"  222",",,7,1400",,,,,,
"USC00244976","2018-08-24","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  311",",,7","   89",",,7",,,,,,,"  200",",,7,1400",,,,,,
"USC00244976","2018-08-25","47.0706","-109.4101","1192.1","LEWISTOWN, MT US","    0",",,7,1400","    0",",,7,1400","    0",",,7,1400","  261",",,7","   89",",,7",,,,,,,,,,,,,,
