"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"FMC00914325","2019-05-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  311",",,7","  233",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-05-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  322",",,7","  217",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-05-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  513",",,7",,,,,"  294",",,7","  222",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-05-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   86",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  513",",,7",,,,,"  294",",,7","  183",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-05-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  132",",,7",,,,,"  306",",,7","  200",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  119",",,7",,,,,"  300",",,7","  206",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-05-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   38",",,7",,,,,"  311",",,7","  217",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  343",",,7",,,,,"  306",",,7","  200",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-05-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   41",",,7",,,,,"  306",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  495",",,7",,,,,"  306",",,7","  228",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   97",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-05-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  259",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-05-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    3",",,7",,,,,"  311",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   64",",,7",,,,,"  317",",,7","  217",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-05-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  130",",,7",,,,,"  317",",,7","  222",",,7",,,,,,,"  300",",,7",,
"FMC00914325","2019-06-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   69",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-06-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   28",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-06-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  244",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-06-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   33",",,7",,,,,"  328",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-06-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  328",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-06-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  244",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-06-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   66",",,7",,,,,"  300",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-06-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    3",",,7",,,,,"  311",",,7","  233",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   56",",,7",,,,,"  333",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-06-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   36",",,7",,,,,"  328",",,7","  228",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   18",",,7",,,,,"  328",",,7","  211",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-06-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  320",",,7",,,,,"  317",",,7","  206",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  318",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  622",",,7",,,,,"  294",",,7","  206",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-06-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-06-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  107",",,7",,,,,"  294",",,7","  222",",,7",,,,,,,,,,
"FMC00914325","2019-06-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  222",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-06-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM"," 1575",",,7",,,,,"  289",",,7","  161",",,7",,,,,,,"  211",",,7",,
"FMC00914325","2019-06-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-06-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  315",",,7",,,,,"  300",",,7","  156",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-06-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  490",",,7",,,,,"  289",",,7","  194",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-06-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  688",",,7",,,,,"  289",",,7","  189",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-06-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    8",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-06-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   91",",,7",,,,,"  328",",,7","  211",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-06-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  188",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-06-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  559",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-06-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  233",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   81",",,7",,,,,"  311",",,7","  217",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-06-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  325",",,7",,,,,"  317",",,7","  222",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-07-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   89",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-07-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-07-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   56",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-07-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   36",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-07-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  124",",,7",,,,,"  289",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  317",",,7","  256",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  267",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-07-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   33",",,7",,,,,"  289",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-07-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   64",",,7",,,,,"  294",",,7","  228",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-07-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  300",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  119",",,7",,,,,"  300",",,7","  206",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-07-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  244",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-07-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  396",",,7",,,,,"  294",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  884",",,7",,,,,"  289",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-07-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  244",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  284",",,7",,,,,"  294",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-07-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-07-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  256",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-07-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  267",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-07-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  261",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-07-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   18",",,7",,,,,"  311",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  528",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-07-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  124",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-07-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  250",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-07-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  256",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  306",",,7","  256",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-07-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  508",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-07-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  178",",,7",,,,,"  289",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-07-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  180",",,7",,,,,"  306",",,7","  233",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-08-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-08-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  188",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-08-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-08-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   33",",,7",,,,,"  322",",,7","  256",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  221",",,7",,,,,"  311",",,7","  200",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-08-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-08-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  155",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-08-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  217",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-08-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   79",",,7",,,,,"  289",",,7","  200",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-08-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  306",",,7","  244",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-08-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-08-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  272",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-08-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  261",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  328",",,7",,,,,"  311",",,7","  233",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-08-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  261",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  221",",,7",,,,,"  306",",,7","  233",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   41",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-08-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-08-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  317",",,7","  256",",,7",,,,,,,"  306",",,7",,
"FMC00914325","2019-08-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  317",",,7","  261",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  635",",,7",,,,,"  294",",,7","  200",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-08-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   94",",,7",,,,,"  300",",,7","  217",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-08-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  150",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-08-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   38",",,7",,,,,"  311",",,7","  239",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-08-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  306",",,7",,
"FMC00914325","2019-08-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  250",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-08-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   89",",,7",,,,,"  306",",,7","  239",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-08-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  119",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-08-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  306",",,7","  256",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-08-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   71",",,7",,,,,"  300",",,7","  233",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  155",",,7",,,,,"  300",",,7","  222",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   15",",,7",,,,,"  306",",,7","  228",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-09-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-09-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  261",",,7",,,,,,,"  300",",,7",,
"FMC00914325","2019-09-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   69",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  211",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-09-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  584",",,7",,,,,"  289",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-09-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   38",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  295",",,7",,,,,"  294",",,7","  200",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-09-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   20",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-09-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  289",",,7","  206",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-09-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  233",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  250",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  228",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-09-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  261",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  256",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-09-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  256",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  261",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  256",",,7",,,,,,,"  300",",,7",,
"FMC00914325","2019-09-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  267",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-09-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  239",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  317",",,7","  261",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  261",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-09-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  322",",,7",,
"FMC00914325","2019-09-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  261",",,7",,,,,,,"  300",",,7",,
"FMC00914325","2019-09-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-09-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  250",",,7",,,,,,,"  306",",,7",,
"FMC00914325","2019-10-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  246",",,7",,,,,"  328",",,7","  233",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-10-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  163",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-10-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  102",",,7",,,,,"  328",",,7","  194",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-10-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  117",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-10-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  167",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  317",",,7","  256",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-10-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  261",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   18",",,7",,,,,"  328",",,7","  256",",,7",,,,,,,"  306",",,7",,
"FMC00914325","2019-10-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  376",",,7",,,,,"  322",",,7","  267",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-10-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  165",",,7",,,,,"  294",",,7","  194",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-10-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  172",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   28",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   23",",,7",,,,,"  317",",,7","  250",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-10-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  163",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-10-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  256",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-10-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  261",",,7",,,,,,,"  300",",,7",,
