"USC00364896","2018-07-06","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    8",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-07","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  144",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-08","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  128",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-09","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  144",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-10","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  167",",,7",,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-11","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  189",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-12","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-13","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,,,,,"  217",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-14","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-15","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","  175",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  206",",,7",,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-16","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  200",",,7",,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-17","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","  371",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  206",",,7",,,,,,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00364896","2018-07-18","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-19","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  139",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-20","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-21","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","  272",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  150",",,7",,,,,,,,,"  161",",,7,0700",,,,,,,,,,,,,,
"USC00364896","2018-07-22","40.3333","-76.4667","137.2","LEBANON 2 W, PA US","  196",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  161",",,7",,,,,,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,
