"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0005N18S","2018-07-06","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  198",",,T","   99",",,T","  122",",,T","    4",",,T","  140",",,T","  112",",,T","    0",",,T","   25",",,T"
"USS0005N18S","2018-07-07","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   76",",,T","    0",",,T","  226",",,T","  101",",,T","  161",",,T","    8",",,T","  139",",,T","  120",",,T","    0",",,T","   33",",,T"
"USS0005N18S","2018-07-08","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  223",",,T","  100",",,T","  114",",,T","    6",",,T","  148",",,T","  118",",,T","    0",",,T","   18",",,T"
"USS0005N18S","2018-07-09","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  228",",,T","  102",",,T","  105",",,T","    6",",,T","  157",",,T","  125",",,T","    0",",,T","   26",",,T"
"USS0005N18S","2018-07-10","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  240",",,T","   93",",,T","  108",",,T","    6",",,T","  147",",,T","  115",",,T","    0",",,T","   21",",,T"
"USS0005N18S","2018-07-11","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  237",",,T","  107",",,T","  104",",,T","    7",",,T","  142",",,T","  114",",,T","    0",",,T","   29",",,T"
"USS0005N18S","2018-07-12","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  225",",,T","   98",",,T","  130",",,T","    6",",,T","  146",",,T","  114",",,T","    0",",,T","   33",",,T"
"USS0005N18S","2018-07-13","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   76",",,T","    0",",,T","  207",",,T","  112",",,T","  114",",,T","    7",",,T","  141",",,T","  117",",,T","    0",",,T","   31",",,T"
"USS0005N18S","2018-07-14","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  209",",,T","  101",",,T","  148",",,T","    6",",,T","  153",",,T","  123",",,T","    0",",,T","   27",",,T"
"USS0005N18S","2018-07-15","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   51",",,T","    0",",,T","  211",",,T","  109",",,T","  141",",,T","    6",",,T","  148",",,T","  128",",,T","    0",",,T","   26",",,T"
"USS0005N18S","2018-07-16","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","  102",",,T","    0",",,T","  181",",,T","  107",",,T","  146",",,T","    4",",,T","  138",",,T","  107",",,T","    0",",,T","   20",",,T"
"USS0005N18S","2018-07-17","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","  152",",,T","    0",",,T","  214",",,T","  104",",,T","  138",",,T","    6",",,T","  143",",,T","  110",",,T","    0",",,T","   20",",,T"
"USS0005N18S","2018-07-18","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  255",",,T","  108",",,T","  208",",,T","    7",",,T","  179",",,T","  169",",,T","    0",",,T","   29",",,T"
"USS0005N18S","2018-07-19","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  262",",,T","  138",",,T","  145",",,T","    8",",,T","  187",",,T","  156",",,T","    0",",,T","   21",",,T"
"USS0005N18S","2018-07-20","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  255",",,T","  147",",,T","  107",",,T","    6",",,T","  186",",,T","  165",",,T","    0",",,T","   32",",,T"
"USS0005N18S","2018-07-21","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  267",",,T","  153",",,T","  115",",,T","    6",",,T","  198",",,T","  155",",,T","    0",",,T","   22",",,T"
"USS0005N18S","2018-07-22","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  279",",,T","  143",",,T","  117",",,T","    7",",,T","  208",",,T","  176",",,T","    0",",,T","   27",",,T"
"USS0005N18S","2018-07-23","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  250",",,T","  112",",,T","  108",",,T","    8",",,T","  164",",,T","  112",",,T","    0",",,T","   28",",,T"
"USS0005N18S","2018-07-24","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   76",",,T","    0",",,T","  247",",,T","  105",",,T","  127",",,T","    8",",,T","  150",",,T","  111",",,T","    0",",,T","   24",",,T"
"USS0005N18S","2018-07-25","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   25",",,T","    0",",,T","  240",",,T","  100",",,T","  142",",,T","    8",",,T","  153",",,T","  149",",,T","    0",",,T","   25",",,T"
"USS0005N18S","2018-07-26","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   25",",,T","    0",",,T","  234",",,T","  125",",,T","  111",",,T","    7",",,T","  156",",,T","  136",",,T","    0",",,T","   30",",,T"
"USS0005N18S","2018-07-27","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  216",",,T","   90",",,T","  109",",,T","    6",",,T","  135",",,T","  105",",,T","    0",",,T","   35",",,T"
"USS0005N18S","2018-07-28","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  235",",,T","   93",",,T","  143",",,T","    7",",,T","  152",",,T","  122",",,T","    0",",,T","   36",",,T"
"USS0005N18S","2018-07-29","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  244",",,T","  100",",,T","  198",",,T","    7",",,T","  168",",,T","  152",",,T","    0",",,T","   35",",,T"
"USS0005N18S","2018-07-30","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   25",",,T","    0",",,T","  215",",,T","  107",",,T","  115",",,T","    8",",,T","  147",",,T","  107",",,T","    0",",,T","   32",",,T"
"USS0005N18S","2018-07-31","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   76",",,T","    0",",,T","  211",",,T","   98",",,T","  147",",,T","    6",",,T","  140",",,T","  128",",,T","    0",",,T","   26",",,T"
"USS0005N18S","2018-08-01","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  237",",,T","  112",",,T","  113",",,T","    7",",,T","  162",",,T","  133",",,T","    0",",,T","   29",",,T"
"USS0005N18S","2018-08-02","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  252",",,T","  108",",,T","  158",",,T","    6",",,T","  163",",,T","  113",",,T","    0",",,T","   28",",,T"
"USS0005N18S","2018-08-03","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   76",",,T","    0",",,T","  231",",,T","   98",",,T","  116",",,T","    7",",,T","  144",",,T","  123",",,T","    0",",,T","   35",",,T"
"USS0005N18S","2018-08-04","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   25",",,T","    0",",,T","  254",",,T","  110",",,T","  148",",,T","    7",",,T","  178",",,T","  161",",,T","    0",",,T","   24",",,T"
"USS0005N18S","2018-08-05","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  247",",,T","  135",",,T","  112",",,T","    7",",,T","  177",",,T","  139",",,T","    0",",,T","   31",",,T"
"USS0005N18S","2018-08-06","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  258",",,T","  135",",,T","  100",",,T","    8",",,T","  184",",,T","  140",",,T","    0",",,T","   33",",,T"
"USS0005N18S","2018-08-07","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","    0",",,T","    0",",,T","  260",",,T","  110",",,T","  111",",,T","    7",",,T","  179",",,T","  152",",,T","    0",",,T","   28",",,T"
"USS0005N18S","2018-08-08","36.19","-105.56","2987.0","GALLEGOS PEAK, NM US","   25",",,T","    0",",,T","  259",",,T","   90",",,T","  106",",,T","    8",",,T","  163",",,T","   90",",,T","    0",",,T","   34",",,T"
