"USC00485055","2018-06-29","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","   39",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-06-30","43.7144","-106.6375","1420.4","KAYCEE, WY US","  292",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  106",",,7",,,,,,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-01","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  100",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-02","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   67",",,7",,,,,,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-03","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  100",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-04","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  122",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-05","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","    0",",,7",,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-06","43.7144","-106.6375","1420.4","KAYCEE, WY US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   22",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-07","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  139",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00485055","2018-07-08","43.7144","-106.6375","1420.4","KAYCEE, WY US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  156",",,7",,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,
